"Rank","Tier","WSIS","Wide Receivers","Team","Opp","Best","Worst","Avg","Std Dev","Proj. Pts"
"45","undefined","","Brandin Cooks","HOU","at PIT","38","60","44.9","3.6","6.9"
"46","undefined","","Keelan Cole","JAC","vs. MIA","32","74","46.7","11.6","6.8"
"47","undefined","","N'Keal Harry","NE","vs. LV","22","58","47.1","4.3","6.7"
"48","undefined","","Emmanuel Sanders","NO","vs. GB","29","150","47.9","18.6","6.8"
"49","undefined","","Golden Tate","NYG","vs. SF","36","66","48.0","4.4","6.6"
"50","undefined","","Anthony Miller","CHI","at ATL","25","62","50.9","6.1","6.6"
"51","undefined","","Curtis Samuel","CAR","at LAC","38","69","50.6","5.0","6.6"
"52","undefined","","Michael Pittman Jr.","IND","vs. NYJ","46","79","53.8","5.7","6.5"
"53","undefined","","Larry Fitzgerald","ARI","vs. DET","44","71","53.9","4.5","6.2"
"54","undefined","","Brandon Aiyuk","SF","at NYG","48","87","57.7","7.5","6.1"
"55","undefined","","Kendrick Bourne","SF","at NYG","52","83","58.9","5.9","6.1"
"56","undefined","","Steven Sims","WAS","at CLE","47","67","59.8","3.6","6.0"
"57","undefined","","KJ Hamler","DEN","vs. TB","49","89","60.8","8.0","5.8"
"58","undefined","","Cole Beasley","BUF","vs. LAR","49","74","62.0","4.3","5.8"
"59","undefined","","Adam Humphries","TEN","at MIN","46","87","62.1","6.7","5.7"
"60","undefined","","Mecole Hardman","KC","at BAL","50","113","62.5","12.7","6.0"
"61","undefined","","Sammy Watkins","KC ","at BAL","43","78","58.3","8.4","5.8"
"62","undefined","","Scotty Miller","TB","at DEN","42","87","65.8","7.0","5.6"
"63","undefined","","Chris Conley","JAC","vs. MIA","45","88","66.9","10.4","5.4"
"64","undefined","","Randall Cobb","HOU","at PIT","50","76","67.1","5.9","5.5"
"65","undefined","","Bryan Edwards","LV","at NE","57","86","68.1","7.5","5.2"
"66","undefined","","Danny Amendola","DET","at ARI","51","93","69.0","6.0","5.4"
"67","undefined","","Justin Jefferson","MIN","vs. TEN","56","84","69.8","6.0","5.2"
"68","undefined","","Hunter Renfrow","LV","at NE","51","88","70.3","5.1","5.1"
"69","undefined","","James Washington","PIT","vs. HOU","58","87","70.9","7.6","5.2"
"70","undefined","","Zach Pascal","IND","vs. NYJ","50","95","69.2","10.1","5.1"
"71","undefined","","Demarcus Robinson","KC","at BAL","61","85","74.1","6.2","5.1"
"72","undefined","","Miles Boykin","BAL","vs. KC","54","80","69.2","5.6","5.0"
"73","undefined","","Chase Claypool","PIT","vs. HOU","53","89","74.0","6.6","4.9"
"74","undefined","","Andy Isabella","ARI","vs. DET","48","95","75.0","13.1","4.6"
"75","undefined","","Chris Hogan","NYJ","at IND","49","97","69.9","12.1","4.9"
"76","undefined","","Damiere Byrd","NE","vs. LV","56","88","76.5","7.5","4.8"
"77","undefined","","Tee Higgins","CIN","at PHI","46","92","79.0","6.3","4.5"
"78","undefined","","Van Jefferson","LAR","at BUF","66","154","78.1","15.3","4.9"
"79","undefined","","David Moore","SEA","vs. DAL","55","90","80.8","6.5","4.4"
"80","undefined","","Braxton Berrios","NYJ ","at IND","55","101","76.4","12.4","4.4"
"81","undefined","","Isaiah Ford","MIA","at JAC","54","91","79.6","6.2","4.5"
"82","undefined","","Olabisi Johnson","MIN","vs. TEN","64","90","80.1","5.9","4.2"
"83","undefined","","Willie Snead IV","BAL","vs. KC","69","130","83.1","10.4","4.3"
"84","undefined","","Greg Ward","PHI","vs. CIN","63","94","82.3","6.6","3.8"
"85","undefined","","Quintez Cephus","DET","at ARI","67","108","85.2","8.8","3.8"
"86","undefined","","Tim Patrick","DEN","vs. TB","76","102","88.8","5.6","3.7"
"87","undefined","","Darnell Mooney","CHI","at ATL","66","104","89.0","8.1","3.7"
"88","undefined","","Cordarrelle Patterson","CHI","at ATL","76","102","83.6","5.6","3.7"
"89","undefined","","Kenny Stills","HOU","at PIT","77","104","88.3","5.9","3.6"
"90","undefined","","Josh Reynolds","LAR","at BUF","79","104","90.7","5.2","3.7"
"91","undefined","","Nelson Agholor","LV","at NE","75","104","91.3","5.5","3.5"
"92","undefined","","Dontrelle Inman","WAS","at CLE","80","98","91.7","4.2","3.4"
"93","undefined","","Trent Taylor","SF","at NYG","83","110","95.5","4.8","3.5"
"94","undefined","","Davante Adams","GB ","at NO","2","90","54.5","29.3","3.7"
"95","undefined","","Deonte Harris","NO","vs. GB","57","152","93.0","14.3","2.9"
"96","undefined","","JJ Arcega-Whiteside","PHI","vs. CIN","74","111","95.9","5.8","2.6"
"97","undefined","","Devin Duvernay","BAL","vs. KC","82","153","100.2","15.2","2.9"
"98","undefined","","Jakobi Meyers","NE","vs. LV","85","122","100.6","9.2","2.8"
"99","undefined","","Jakeem Grant","MIA","at JAC","93","118","103.8","5.3","2.6"
"100","undefined","","KhaDarel Hodge","CLE","vs. WAS","79","102","98.8","2.7","2.6"
"101","undefined","","Josh Malone","NYJ","at IND","43","91","78.3","6.2","2.5"
"102","undefined","","Jalen Guyton","LAC","vs. CAR","85","112","101.4","4.8","2.4"
"103","undefined","","Javon Wims","CHI","at ATL","93","123","107.0","7.5","2.4"
"104","undefined","","Mohamed Sanu","SF","at NYG","86","113","106.1","5.6","2.4"
"105","undefined","","Dante Pettis","SF","at NYG","88","126","109.9","9.5","2.3"
"106","undefined","","Kalif Raymond","TEN","at MIN","92","115","103.3","4.5","2.3"
"107","undefined","","Mike Thomas","CIN","at PHI","83","113","103.5","4.4","2.3"
"108","undefined","","Damion Ratley","NYG","vs. SF","94","117","106.3","5.1","2.2"
"109","undefined","","DaeSean Hamilton","DEN","vs. TB","103","117","112.1","3.5","2.0"
"110","undefined","","Gabriel Davis","BUF","vs. LAR","98","109","104.7","3.2","2.1"
"111","undefined","","Marvin Hall","DET","at ARI","75","119","111.7","5.8","1.9"
"112","undefined","","Cam Batson","TEN","at MIN","93","120","102.5","7.3","2.0"
"113","undefined","","Freddie Swain","SEA","vs. DAL","106","126","113.0","5.3","1.8"
"114","undefined","","Collin Johnson","JAC","vs. MIA","98","116","105.9","6.3","1.9"
"115","undefined","","C.J. Board","NYG","vs. SF","96","120","112.1","4.7","1.8"
"116","undefined","","Dede Westbrook","JAC","vs. MIA","97","115","110.3","4.9","1.9"
"117","undefined","","Isaiah McKenzie","BUF","vs. LAR","96","121","115.3","4.5","1.7"
"118","undefined","","Malik Taylor","GB","at NO","99","110","102.4","4.0","1.9"
"119","undefined","","Olamide Zaccheaus","ATL","vs. CHI","78","123","103.8","12.5","1.6"
"120","undefined","","Antonio Gandy-Golden","WAS","at CLE","102","129","119.9","6.9","1.4"
"121","undefined","","Seth Roberts","CAR","at LAC","67","126","110.0","22.0","1.0"
"122","undefined","","John Hightower","PHI","vs. CIN","99","140","119.3","11.8","1.3"
"123","undefined","","Christian Blake","ATL","vs. CHI","96","137","116.6","14.4","0.6"
"124","undefined","","Zay Jones","LV","at NE","111","121","117.2","4.3","1.4"
"125","undefined","","Ted Ginn Jr.","CHI","at ATL","91","133","117.8","16.2","1.0"
"126","undefined","","Auden Tate","CIN","at PHI","104","146","118.4","15.3","1.7"
"127","undefined","","Noah Brown","DAL","at SEA","107","133","125.0","6.4","1.3"
"128","undefined","","Rashard Higgins","CLE ","vs. WAS","115","120","117.7","2.1","1.5"
"129","undefined","","DeAndre Carter","HOU","at PIT","118","136","127.0","6.5","1.0"
"130","undefined","","Trent Sherfield","ARI","vs. DET","106","142","118.7","16.5","0.9"
"131","undefined","","Daurice Fountain","IND","vs. NYJ","107","131","122.3","10.9","1.3"
"132","undefined","","Chad Beebe","MIN","vs. TEN","119","128","123.0","3.7","0.6"
"133","undefined","","Ashton Dulin","IND","vs. NYJ","125","138","130.8","4.9","0.7"
"134","undefined","","KeeSean Johnson","ARI","vs. DET","97","120","108.5","11.5","0"
"135","undefined","","Keke Coutee","HOU","at PIT","116","143","131.5","9.8","0.9"
"136","undefined","","Joe Reed","LAC","vs. CAR","123","151","132.8","11.2","0.6"
"137","undefined","","K.J. Hill","LAC","vs. CAR","122","147","133.3","9.0","0.5"
"138","undefined","","Alex Erickson","CIN","at PHI","128","141","133.0","5.7","0.1"
"139","undefined","","Cedrick Wilson","DAL","at SEA","121","149","135.7","11.5","0.3"
"140","undefined","","Byron Pringle","KC","at BAL","123","131","127.0","4.0","0.7"
"141","undefined","","Diontae Spencer","DEN","vs. TB","128","144","137.7","6.9","0.5"
"142","undefined","","Cam Sims","WAS","at CLE","126","138","132.0","6.0","0.2"
"143","undefined","","Nick Westbrook-Ikhine","TEN","at MIN","127","137","132.0","5.0","0.3"
"144","undefined","","Marquez Callaway","NO","vs. GB","127","140","133.5","6.5","0.5"
"145","undefined","","Pharoh Cooper","CAR","at LAC","129","153","141.0","9.8","0.2"
"146","undefined","","Brandon Zylstra","CAR","at LAC","136","148","141.0","5.1","0.2"
"147","undefined","","Brandon Powell","ATL","vs. CHI","122","149","135.5","13.5","0.5"
"148","undefined","","JoJo Natson","CLE","vs. WAS","132","152","142.3","8.2","0.1"
"149","undefined","","Lawrence Cager","NYJ","at IND","134","145","139.5","5.5","0.1"
"150","undefined","","Bennie Fowler III","NO","vs. GB","131","150","140.5","9.5","0.4"
""
""
