"Rank","Tier","WSIS","Running Backs","Team","Opp","Best","Worst","Avg","Std Dev","Proj. Pts"
"40","undefined","","Peyton Barber","TB","at NO","38","47","40.0","1.4","6.1"
"41","undefined","","Rashaad Penny","SEA","vs. LAR","33","48","40.2","2.2","5.7"
"42","undefined","","Gus Edwards","BAL","at PIT","40","55","45.9","3.9","5.6"
"43","undefined","","Darrel Williams","KC","vs. IND","24","56","46.4","5.8","5.0"
"44","undefined","","Raheem Mostert","SF","vs. CLE","37","56","46.4","4.7","5.5"
"45","undefined","","Devin Singletary","BUF","at TEN","38","55","46.4","4.9","5.5"
"46","undefined","","Ito Smith","ATL","at HOU","42","56","48.0","3.5","4.9"
"47","undefined","","Giovani Bernard","CIN","vs. ARI","42","54","48.9","2.7","4.8"
"48","undefined","","Latavius Murray","NO","vs. TB","39","67","51.1","5.7","4.6"
"49","undefined","","Malcolm Brown","LAR","at SEA","40","57","45.7","4.1","4.5"
"50","undefined","","Tevin Coleman","SF","vs. CLE","24","60","47.1","6.3","4.2"
"51","undefined","","Nyheim Hines","IND","at KC","35","57","50.6","4.7","4.0"
"52","undefined","","Alexander Mattison","MIN","at NYG","44","57","52.2","3.6","3.8"
"53","undefined","","Tony Pollard","DAL","vs. GB","36","67","52.8","5.3","3.6"
"54","undefined","","Dion Lewis","TEN","vs. BUF","51","59","55.5","2.1","3.6"
"55","undefined","","Jordan Wilkins","IND","at KC","42","57","52.1","3.5","3.5"
"56","undefined","","Darren Sproles","PHI","vs. NYJ","53","68","60.0","3.5","3.3"
"57","undefined","","Jeff Wilson","SF","vs. CLE","36","59","50.7","4.9","3.2"
"58","undefined","","Dare Ogunbowale","TB","at NO","56","64","60.6","2.3","3.3"
"59","undefined","","Chase Edmonds","ARI","at CIN","54","65","60.2","3.1","3.1"
"60","undefined","","Jalen Richard","OAK","vs. CHI","58","73","63.4","3.8","2.8"
"61","undefined","","C.J. Prosise","SEA","vs. LAR","53","72","62.9","5.1","2.7"
"62","undefined","","Justice Hill","BAL","at PIT","55","68","62.3","3.3","2.6"
"63","undefined","","DeAndre Washington","OAK","vs. CHI","58","66","62.5","2.4","2.5"
"64","undefined","","Jonathan Hilliman","NYG","vs. MIN","50","75","62.5","6.4","2.5"
"65","undefined","","T.J. Yeldon","BUF","at TEN","55","71","64.8","3.4","2.5"
"66","undefined","","Ryquell Armstead","JAC","at CAR","53","74","64.5","5.0","2.5"
"67","undefined","","Dexter Williams","GB","at DAL","54","79","66.0","7.7","2.2"
"68","undefined","","Ty Montgomery","NYJ","at PHI","50","73","68.4","3.5","2.2"
"69","undefined","","Mike Davis","CHI","at OAK","54","76","70.2","4.6","2.1"
"70","undefined","","Darwin Thompson","KC","vs. IND","65","75","71.0","2.9","1.9"
"71","undefined","","Dontrell Hilliard","CLE","at SF","66","72","69.8","1.6","2.1"
"72","undefined","","Brandon Bolden","NE","at WAS","46","80","73.3","4.5","1.9"
"73","undefined","","Elijhaa Penny","NYG","vs. MIN","59","82","73.8","3.9","1.6"
"74","undefined","","Benny Snell Jr.","PIT","vs. BAL","67","79","75.3","2.8","1.6"
"75","undefined","","Wendell Smallwood","WAS","vs. NE","72","77","74.9","1.4","1.5"
"76","undefined","","Darrell Henderson","LAR","at SEA","63","83","75.3","4.7","1.5"
"77","undefined","","Troymaine Pope","LAC","vs. DEN","66","82","76.8","4.5","1.2"
"78","undefined","","Alex Armah","CAR","vs. JAC","75","83","77.8","2.8","1.3"
"79","undefined","","Reggie Bonnafon","CAR","vs. JAC","77","84","81.4","1.2","1.0"
"80","undefined","","CJ Ham","MIN","at NYG","66","88","82.9","2.8","1.1"
"81","undefined","","Mike Boone","MIN","at NYG","79","87","81.9","2.4","0.9"
"82","undefined","","Ameer Abdullah","MIN","at NYG","78","87","82.3","2.6","0.9"
"83","undefined","","Damien Harris","NE","at WAS","62","67","63.7","2.4","0.8"
"84","undefined","","D'Ernest Johnson","CLE","at SF","78","90","83.9","3.4","0.9"
"85","undefined","","Kyle Juszczyk","SF","vs. CLE","77","87","83.5","2.6","0.9"
"86","undefined","","Jordan Scarlett","CAR","vs. JAC","83","89","86.7","2.1","0.8"
"87","undefined","","Dan Vitale","GB","at DAL","84","99","89.4","4.6","0.8"
"88","undefined","","Patrick DiMarco","BUF","at TEN","82","89","86.8","2.9","0.8"
"89","undefined","","Justin Jackson","LAC","vs. DEN","84","92","87.6","2.9","0.8"
"90","undefined","","Corey Clement","PHI","vs. NYJ","84","93","88.2","3.4","0.8"
"91","undefined","","Tavon Austin","DAL","vs. GB","74","87","80.5","6.5","0"
"92","undefined","","Zach Line","NO","vs. TB","87","88","87.5","0.5","0.7"
"93","undefined","","Derek Watt","LAC","vs. DEN","88","92","90.0","2.0","0.7"
"94","undefined","","Jamize Olawale","DAL","vs. GB","90","94","92.7","1.9","0.6"
""
""
