"Player","Team","SACK","INT","FR","FF","TD","SAFETY","PA","YDS_AGN","FPTS"
"","high","2.8","1.2","0.7","1.0","0.2","0.1","22.8","326.0","7.7"
"","low","2.6","0.7","0.3","0.4","0.0","0.0","19.5","337.2","6.4"
"Denver Broncos","","2.4","0.9","0.6","0.9","0.1","0.0","20.7","350.0","6.2"
"","high","3.5","1.1","0.7","0.9","0.2","0.0","21.3","328.0","7.3"
"","low","2.0","0.7","0.5","0.9","0.1","0.0","20.1","372.0","6.8"
"Arizona Cardinals","","2.2","0.8","0.6","1.0","0.1","0.1","24.0","374.4","6.1"
"","high","2.9","1.0","0.7","1.1","0.2","0.1","25.0","364.0","7.5"
"","low","1.6","0.7","0.6","0.9","0.1","0.0","23.2","384.8","5.4"
"San Francisco 49ers","","2.7","0.7","0.6","1.1","0.1","0.0","24.3","372.2","6.0"
"","high","3.3","0.9","1.1","1.5","0.2","0.0","26.6","350.0","8.4"
"","low","2.1","0.5","0.5","0.8","0.0","0.0","19.7","394.4","4.6"
"Tampa Bay Buccaneers","","2.2","0.7","0.7","1.4","0.1","0.0","23.7","330.5","5.9"
"","high","2.8","0.8","1.3","1.8","0.2","0.0","25.1","330.0","7.7"
"","low","1.5","0.6","0.5","1.0","0.1","0.0","22.5","331.1","4.7"
"Kansas City Chiefs","","2.2","0.7","0.6","1.0","0.1","0.0","20.4","352.1","5.9"
"","high","2.9","1.1","0.8","1.2","0.2","0.0","22.0","351.0","7.0"
"","low","1.6","0.5","0.5","0.9","0.1","0.0","19.8","353.2","5.7"
"Miami Dolphins","","2.3","0.8","0.6","0.9","0.1","0.0","26.2","354.0","5.8"
"","high","2.8","0.9","0.8","1.1","0.2","0.0","27.3","332.0","6.5"
"","low","1.5","0.6","0.3","0.6","0.1","0.0","23.3","376.0","5.3"
"Seattle Seahawks","","2.2","0.6","0.7","1.4","0.1","0.1","22.1","372.8","5.6"
"","high","2.9","0.7","1.4","2.0","0.2","0.1","24.0","361.0","6.7"
"","low","1.7","0.4","0.5","0.8","0.0","0.0","19.8","384.7","5.6"
"Tennessee Titans","","2.3","0.6","0.6","0.8","0.1","0.1","21.4","319.1","5.6"
"","high","3.6","0.8","0.7","0.9","0.2","0.1","22.0","318.0","6.4"
"","low","1.6","0.4","0.4","0.6","0.1","0.0","20.1","320.2","5.3"
"Buffalo Bills","","2.1","0.8","0.5","0.8","0.1","0.0","23.7","378.2","5.5"
"","high","2.7","0.9","0.7","1.0","0.2","0.0","26.8","353.0","6.7"
"","low","1.1","0.6","0.4","0.7","0.0","0.0","18.5","403.3","4.0"
"New York Giants","","2.6","0.5","0.5","0.7","0.1","0.0","24.9","357.8","5.3"
"","high","2.8","0.9","0.6","0.7","0.2","0.0","25.5","350.0","5.8"
"","low","2.4","0.3","0.3","0.7","0.1","0.0","23.9","365.5","4.5"
"Houston Texans","","1.9","0.6","0.5","0.9","0.1","0.0","22.7","356.9","4.9"
"","high","3.1","0.7","0.7","1.0","0.2","0.0","24.8","356.0","5.6"
"","low","1.3","0.5","0.4","0.7","0.1","0.0","19.6","357.9","4.4"
"Oakland Raiders","","1.7","0.6","0.6","0.8","0.1","0.0","28.9","437.8","4.7"
"","high","2.4","0.8","0.6","0.9","0.1","0.0","32.1","430.0","4.8"
"","low","1.3","0.5","0.5","0.8","0.0","0.0","22.8","445.5","3.1"
"Atlanta Falcons","","1.8","0.6","0.5","0.7","0.1","0.0","26.7","403.1","4.6"
"","high","2.7","0.9","0.6","0.8","0.1","0.0","30.7","402.0","5.1"
"","low","1.0","0.4","0.3","0.5","0.1","0.0","21.3","404.3","3.4"
""
""
