"Rank","Tier","WSIS","Running Backs","Team","Opp","Best","Worst","Avg","Std Dev","Proj. Pts"
"61","undefined","","Ty Montgomery","NYJ","at MIA","53","67","63.2","2.8","3.9"
"62","undefined","","Ryquell Armstead","JAC","vs. HOU","59","66","63.4","1.8","3.7"
"63","undefined","","Justice Hill","BAL","vs. NE","54","67","61.7","3.5","3.5"
"64","undefined","","Alfred Morris","FA","","49","71","63.3","3.9","3.5"
"65","undefined","","Jeff Wilson","SF","at ARI","51","80","63.9","8.3","3.4"
"66","undefined","","Wayne Gallman","NYG","vs. DAL","58","78","66.2","3.6","3.3"
"67","undefined","","Bilal Powell","NYJ","at MIA","49","75","68.9","3.0","3.1"
"68","undefined","","Brandon Bolden","NE","at BAL","59","81","68.8","4.3","3.1"
"69","undefined","","Reggie Bonnafon","CAR","vs. TEN","66","73","69.4","1.8","3.0"
"70","undefined","","CJ Ham","MIN","at KC","61","81","71.1","4.0","2.8"
"71","undefined","","Mike Davis","CHI","at PHI","64","78","72.1","2.7","2.6"
"72","undefined","","Andy Janovich","DEN","vs. CLE","68","82","74.7","3.6","2.6"
"73","undefined","","Dan Vitale","GB","at LAC","62","83","75.7","4.1","2.3"
"74","undefined","","Elijhaa Penny","NYG","vs. DAL","70","84","77.3","3.9","2.2"
"75","undefined","","Alex Armah","CAR","vs. TEN","69","89","77.7","4.0","2.1"
"76","undefined","","Trey Edmunds","PIT","vs. IND","50","95","74.6","8.0","2.0"
"77","undefined","","Ameer Abdullah","MIN","at KC","72","86","76.8","4.1","2.0"
"78","undefined","","Patrick DiMarco","BUF","vs. WAS","67","82","77.4","3.7","2.0"
"79","undefined","","C.J. Prosise","SEA","vs. TB","66","98","77.1","7.0","1.8"
"80","undefined","","Derek Watt","LAC","vs. GB","74","91","82.2","4.2","1.8"
"81","undefined","","Darren Sproles","PHI","vs. CHI","47","57","51.3","3.6","1.8"
"82","undefined","","D'Ernest Johnson","CLE","at DEN","55","82","78.7","4.4","1.6"
"83","undefined","","Jordan Scarlett","CAR","vs. TEN","71","84","78.5","4.2","1.6"
"84","undefined","","Paul Perkins","DET","at OAK","59","93","77.0","7.7","1.6"
"85","undefined","","Roosevelt Nix","PIT","vs. IND","72","90","84.9","2.5","1.5"
"86","undefined","","Myles Gaskin","MIA","vs. NYJ","54","90","83.7","5.5","1.5"
"87","undefined","","Nick Bawden","DET","at OAK","53","93","86.1","4.2","1.4"
"88","undefined","","Jamize Olawale","DAL","at NYG","52","94","87.4","4.7","1.4"
"89","undefined","","Anthony Sherman","KC","vs. MIN","80","95","87.0","5.0","1.3"
"90","undefined","","Darwin Thompson","KC","vs. MIN","59","91","87.7","2.3","1.2"
"91","undefined","","T.J. Yeldon","BUF","vs. WAS","70","91","86.0","3.3","1.2"
"92","undefined","","Patrick Laird","MIA","vs. NYJ","65","98","84.0","12.1","1.2"
"93","undefined","","Javorius Allen","NYG","vs. DAL","79","90","85.0","3.9","1.0"
"94","undefined","","Troymaine Pope","LAC","vs. GB","86","97","90.3","4.7","1.0"
"95","undefined","","Damien Harris","NE","at BAL","74","96","86.0","8.1","1.0"
"96","undefined","","Dexter Williams","GB","at LAC","77","92","87.5","6.2","1.0"
"97","undefined","","Devontae Booker","DEN","vs. CLE","77","96","87.7","7.9","1.0"
"98","undefined","","Justin Jackson","LAC","vs. GB","85","95","92.6","2.6","0.9"
"99","undefined","","Mike Boone","MIN","at KC","87","94","91.0","3.1","0.9"
"100","undefined","","Craig Reynolds","WAS","at BUF","76","91","83.5","7.5","0.9"
"101","undefined","","Tyler Ervin","JAC","vs. HOU","80","97","88.5","8.5","0.8"
"102","undefined","","Alec Ingold","OAK","vs. DET","84","94","89.0","5.0","0.8"
"103","undefined","","Travis Homer","SEA","vs. TB","88","98","93.0","4.1","0.8"
"104","undefined","","Trenton Cannon","NYJ ","at MIA","92","99","94.3","3.3","0.8"
"105","undefined","","Michael Burton","WAS","at BUF","86","100","93.0","7.0","0.7"
""
""
