"Rank","Tier","WSIS","Running Backs","Team","Opp","Best","Worst","Avg","Std Dev","Proj. Pts"
"41","undefined","","Alexander Mattison","MIN","at DAL","35","49","39.5","1.9","6.3"
"42","undefined","","Rashaad Penny","SEA","at SF","39","57","43.1","3.0","6.2"
"43","undefined","","Nyheim Hines","IND","vs. MIA","35","47","43.6","2.5","5.9"
"44","undefined","","DeAndre Washington","OAK","vs. LAC","41","56","44.5","2.8","5.9"
"45","undefined","","Dion Lewis","TEN","vs. KC","40","53","46.7","2.2","5.8"
"46","undefined","","Dare Ogunbowale","TB","vs. ARI","35","58","48.2","2.7","5.5"
"47","undefined","","Giovani Bernard","CIN","vs. BAL","42","55","48.9","2.3","5.2"
"48","undefined","","Jordan Wilkins","IND","vs. MIA","43","60","47.8","4.0","5.1"
"49","undefined","","Myles Gaskin","MIA","at IND","40","59","48.6","3.9","5.0"
"50","undefined","","Brian Hill","ATL","at NO","41","61","50.1","5.0","4.4"
"51","undefined","","Raheem Mostert","SF","vs. SEA","41","60","50.4","4.2","4.2"
"52","undefined","","Ty Montgomery","NYJ","vs. NYG","39","61","53.9","3.9","4.0"
"53","undefined","","Tony Pollard","DAL","vs. MIN","48","59","52.7","3.3","3.9"
"54","undefined","","Jalen Richard","OAK","vs. LAC","47","58","55.3","2.6","3.7"
"55","undefined","","Justice Hill","BAL","at CIN","48","61","54.3","3.0","3.6"
"56","undefined","","Bilal Powell","NYJ","vs. NYG","44","63","55.9","4.2","3.5"
"57","undefined","","Darrel Williams","KC","at TEN","44","59","54.8","2.8","3.4"
"58","undefined","","Jeff Wilson","SF","vs. SEA","47","64","54.5","4.7","3.3"
"59","undefined","","Paul Perkins","DET","at CHI","48","63","57.5","2.8","3.3"
"60","undefined","","Wayne Gallman","NYG","at NYJ","51","64","61.0","1.6","3.1"
"61","undefined","","Patrick Laird","MIA","at IND","50","89","63.0","8.5","3.1"
"62","undefined","","Reggie Bonnafon","CAR","at GB","60","66","63.3","1.7","3.1"
"63","undefined","","Malcolm Brown","LAR","at PIT","40","72","62.1","5.9","3.0"
"64","undefined","","Ameer Abdullah","MIN","at DAL","47","71","66.6","3.3","2.8"
"65","undefined","","Dontrell Hilliard","CLE","vs. BUF","50","76","64.7","4.1","2.7"
"66","undefined","","Mike Davis","CHI","vs. DET","48","74","65.5","3.0","2.7"
"67","undefined","","Alex Armah","CAR","at GB","62","73","67.5","2.7","2.6"
"68","undefined","","CJ Ham","MIN","at DAL","63","71","68.3","2.0","2.4"
"69","undefined","","Elijhaa Penny","NYG","at NYJ","65","81","72.4","3.0","2.4"
"70","undefined","","Zach Line","NO","vs. ATL","65","89","73.5","6.4","2.1"
"71","undefined","","Zach Zenner","ARI","at TB","60","75","68.8","4.1","2.2"
"72","undefined","","Patrick DiMarco","BUF","at CLE","70","84","77.1","3.9","1.9"
"73","undefined","","Derek Watt","LAC","at OAK","69","80","76.3","1.6","1.9"
"74","undefined","","C.J. Prosise","SEA","at SF","56","91","74.2","6.9","1.7"
"75","undefined","","Anthony Sherman","KC","at TEN","73","85","78.9","3.8","1.7"
"76","undefined","","Jordan Scarlett","CAR","at GB","66","85","76.7","3.9","1.7"
"77","undefined","","Dan Vitale","GB","vs. CAR","69","88","80.8","3.7","1.6"
"78","undefined","","Tony Brooks-James","PIT","vs. LAR","36","91","79.1","6.5","1.6"
"79","undefined","","Nick Bawden","DET","at CHI","72","92","83.5","4.6","1.6"
"80","undefined","","Dwayne Washington","NO","vs. ATL","63","86","77.9","6.0","1.6"
"81","undefined","","Alec Ingold","OAK","vs. LAC","68","89","80.4","5.6","1.6"
"82","undefined","","Javorius Allen","NYG","at NYJ","71","85","78.6","3.8","1.4"
"83","undefined","","Mike Boone","MIN","at DAL","74","87","80.9","2.8","1.2"
"84","undefined","","D'Ernest Johnson","CLE","vs. BUF","72","90","83.3","3.5","1.2"
"85","undefined","","Jamize Olawale","DAL","vs. MIN","71","94","85.6","5.6","1.2"
"86","undefined","","Troymaine Pope","LAC","at OAK","72","93","87.2","6.6","1.1"
"87","undefined","","Qadree Ollison","ATL","at NO","75","90","87.0","1.8","1.1"
"88","undefined","","Darwin Thompson","KC","at TEN","80","92","87.8","2.9","0.9"
"89","undefined","","John Kelly","LAR","at PIT","79","90","85.9","3.6","0.9"
"90","undefined","","Josh Adams","NYJ","vs. NYG","73","97","90.4","6.4","0.9"
"91","undefined","","T.J. Yeldon","BUF","at CLE","84","95","91.7","2.1","0.9"
"92","undefined","","Travis Homer","SEA","at SF","82","96","92.0","2.8","0.8"
"93","undefined","","Trayveon Williams","CIN","vs. BAL","84","95","91.7","3.0","0.8"
"94","undefined","","Kyle Juszczyk","SF","vs. SEA","87","97","93.6","3.8","0.6"
""
""
