"Rank","Tier","WSIS","Running Backs","Team","Opp","Best","Worst","Avg","Std Dev","Proj. Pts"
"27","undefined","","Sony Michel","NE","vs. BUF","25","46","27.3","1.4","8.9"
"28","undefined","","Kareem Hunt","CLE","vs. BAL","23","36","27.9","1.3","9.1"
"29","undefined","","Ronald Jones II","TB","vs. HOU","23","38","30.7","2.0","9.2"
"30","undefined","","Carlos Hyde","HOU ","at TB","26","39","30.7","2.1","8.3"
"31","undefined","","James White","NE","vs. BUF","25","36","32.6","1.9","8.7"
"32","undefined","","Patrick Laird","MIA","vs. CIN","29","43","32.6","3.3","8.7"
"33","undefined","","Boston Scott","PHI","vs. DAL","26","45","33.4","2.6","6.5"
"34","undefined","","Dion Lewis","TEN","vs. NO","23","58","33.4","7.2","8.3"
"35","undefined","","Royce Freeman","DEN","vs. DET","29","41","36.0","2.1","7.2"
"36","undefined","","Tarik Cohen","CHI","vs. KC","31","39","36.0","1.8","6.7"
"37","undefined","","Latavius Murray","NO","at TEN","29","41","37.8","2.0","6.6"
"38","undefined","","Kerryon Johnson","DET","at DEN","30","47","39.1","3.3","6.1"
"39","undefined","","Peyton Barber","TB","vs. HOU","32","47","39.4","1.9","7.2"
"40","undefined","","Jamaal Williams","GB","at MIN","35","46","40.4","2.7","6.3"
"41","undefined","","Duke Johnson","HOU","at TB","35","49","42.1","2.1","6.4"
"42","undefined","","Damien Williams","KC","at CHI","19","85","38.6","10.8","5.6"
"43","undefined","","Myles Gaskin","MIA","vs. CIN","36","59","43.6","4.1","6.2"
"44","undefined","","Matt Breida","SF","vs. LAR","38","50","43.8","1.7","4.7"
"45","undefined","","LeSean McCoy","KC","at CHI","38","60","47.1","3.8","3.6"
"46","undefined","","David Johnson","ARI","at SEA","44","55","48.9","2.5","4.4"
"47","undefined","","Jalen Richard","OAK","at LAC","40","63","49.3","3.3","5.4"
"48","undefined","","Rex Burkhead","NE","vs. BUF","44","65","50.0","3.3","4.5"
"49","undefined","","Giovani Bernard","CIN","at MIA","35","63","49.0","6.8","4.7"
"50","undefined","","Gus Edwards","BAL","at CLE","39","62","47.1","4.2","3.6"
"51","undefined","","Nyheim Hines","IND","vs. CAR","43","58","52.3","3.0","4.0"
"52","undefined","","Chris Thompson","WAS","vs. NYG","42","60","53.1","3.3","4.3"
"53","undefined","","Tevin Coleman","SF","vs. LAR","40","58","51.1","4.0","5.0"
"54","undefined","","Ameer Abdullah","MIN","vs. GB","34","68","54.5","5.0","5.1"
"55","undefined","","Brian Hill","ATL","vs. JAC","43","64","55.0","4.9","4.4"
"56","undefined","","Jaylen Samuels","PIT","at NYJ","54","67","57.8","2.7","3.3"
"57","undefined","","C.J. Prosise","SEA","vs. ARI","54","67","58.7","2.4","3.7"
"58","undefined","","Tony Pollard","DAL","at PHI","46","71","59.6","4.9","2.6"
"59","undefined","","Spencer Ware","KC","at CHI","50","72","59.0","5.4","4.2"
"60","undefined","","Frank Gore","BUF","at NE","48","64","61.4","2.5","3.8"
"61","undefined","","Darwin Thompson","KC","at CHI","47","90","63.2","8.8","3.5"
"62","undefined","","Dare Ogunbowale","TB","vs. HOU","51","72","63.3","4.3","4.0"
"63","undefined","","Jordan Wilkins","IND","vs. CAR","55","69","62.4","3.6","3.4"
"64","undefined","","J.D. McKissic","DET","at DEN","55","71","64.1","4.2","4.0"
"65","undefined","","Bo Scarbrough","DET","at DEN","41","74","62.6","5.1","3.5"
"66","undefined","","Benny Snell Jr.","PIT","at NYJ","65","81","69.1","4.0","1.9"
"67","undefined","","Khari Blasingame","TEN","vs. NO","40","95","58.4","17.2","2.1"
"68","undefined","","Ty Montgomery","NYJ","vs. PIT","61","82","68.5","3.5","3.3"
"69","undefined","","Malcolm Brown","LAR","at SF","58","76","68.9","4.3","2.4"
"70","undefined","","Ty Johnson","DET","at DEN","57","80","69.7","4.4","3.2"
"71","undefined","","Justice Hill","BAL","at CLE","64","83","73.7","3.6","2.4"
"72","undefined","","CJ Ham","MIN","vs. GB","60","82","72.1","4.7","1.6"
"73","undefined","","Justin Jackson","LAC ","vs. OAK","65","87","74.1","4.2","2.0"
"74","undefined","","Javorius Allen","NYG","at WAS","45","85","74.0","4.6","1.3"
"75","undefined","","Qadree Ollison","ATL","vs. JAC","63","80","72.4","5.0","2.2"
"76","undefined","","Brandon Bolden","NE","vs. BUF","62","89","76.8","5.4","1.0"
"77","undefined","","Chase Edmonds","ARI","at SEA","60","86","80.5","3.3","1.2"
"78","undefined","","Ryquell Armstead","JAC","at ATL","72","89","80.6","3.8","2.5"
"79","undefined","","Kyle Juszczyk","SF","vs. LAR","68","91","80.0","4.4","1.4"
"80","undefined","","Kerrith Whyte","PIT","at NYJ","68","88","78.2","4.5","2.1"
"81","undefined","","Alec Ingold","OAK","at LAC","66","92","76.3","5.5","3.3"
"82","undefined","","Jay Ajayi","PHI","vs. DAL","72","88","79.6","3.8","2.0"
"83","undefined","","Wes Hills","DET ","at DEN","60","98","78.2","9.5","0.9"
"84","undefined","","Travis Homer","SEA","vs. ARI","70","93","84.6","4.8","2.3"
"85","undefined","","Reggie Bonnafon","CAR","at IND","82","100","87.4","3.7","0.7"
"86","undefined","","Alexander Mattison","MIN ","vs. GB","50","92","77.8","11.9","0"
"87","undefined","","Wendell Smallwood","WAS","vs. NYG","68","101","86.0","5.5","1.4"
"88","undefined","","Alex Armah","CAR","at IND","76","96","86.3","3.8","1.0"
"89","undefined","","Kenjon Barner","ATL","vs. JAC","84","94","89.0","2.7","1.2"
"90","undefined","","Bilal Powell","NYJ","vs. PIT","64","97","85.3","9.5","2.8"
"91","undefined","","Devontae Booker","DEN","vs. DET","81","97","90.9","3.8","0.8"
"92","undefined","","Trey Edmunds","PIT","at NYJ","79","92","86.1","3.9","0"
"93","undefined","","Darrell Henderson","LAR","at SF","83","96","91.8","3.6","1.2"
"94","undefined","","Dalyn Dawkins","TEN","vs. NO","64","104","84.4","8.9","3.5"
"95","undefined","","Dontrell Hilliard","CLE ","vs. BAL","82","100","93.1","3.9","0"
"96","undefined","","Trayveon Williams","CIN","at MIA","48","87","75.2","10.6","4.7"
"97","undefined","","Derek Watt","LAC","vs. OAK","89","104","94.8","4.2","1.0"
"98","undefined","","Dan Vitale","GB","at MIN","91","107","98.9","4.5","0.7"
"99","undefined","","Patrick DiMarco","BUF","at NE","90","106","97.8","4.7","0.6"
"100","undefined","","Jonathan Williams","IND","vs. CAR","93","108","99.3","4.4","0.6"
"101","undefined","","Josh Adams","NYJ ","vs. PIT","81","90","87.0","2.3","0"
"102","undefined","","Josh Ferguson","WAS ","vs. NYG","71","94","89.6","4.0","0"
"103","undefined","","Zach Line","NO","at TEN","89","105","97.6","4.1","1.0"
"104","undefined","","Wayne Gallman","NYG ","at WAS","62","98","90.4","14.2","0"
"105","undefined","","Anthony Sherman","KC","at CHI","90","106","99.3","4.1","0.6"
"106","undefined","","Dwayne Washington","NO","at TEN","87","106","96.2","6.0","0.7"
"107","undefined","","Keith Smith","ATL","vs. JAC","90","109","100.8","6.6","0.7"
"108","undefined","","Elijhaa Penny","NYG","at WAS","88","111","99.7","6.8","0.8"
"109","undefined","","Rod Smith","OAK","at LAC","88","112","100.6","7.7","0.7"
"110","undefined","","Patrick Ricard","BAL","at CLE","83","100","91.5","8.5","0"
"111","undefined","","Ryan Nall","CHI","vs. KC","95","102","98.3","2.9","0.8"
"112","undefined","","De'Lance Turner","MIA","vs. CIN","97","100","98.7","1.2","0"
"113","undefined","","Troymaine Pope","LAC","vs. OAK","101","107","103.8","2.4","0.7"
"114","undefined","","Jamize Olawale","DAL","at PHI","99","110","106.6","3.0","0"
"115","undefined","","Mike Davis","CAR","at IND","101","104","102.5","1.5","0"
""
""
