"Player","Team","ATT","YDS","TDS","REC","YDS","TDS","FL","FPTS"
"","high","1.3","3.6","0.0","0.5","1.1","0.0","0.0","0.1"
"","low","0.1","0.3","0.0","0.0","0.2","0.0","0.0","0.1"
"Buddy Howell","HOU","0.5","1.8","0.0","0.2","0.6","0.0","0.0","0.2"
"","high","0.9","3.3","0.0","0.4","1.0","0.0","0.0","0.4"
"","low","0.1","0.2","0.0","0.0","0.0","0.0","0.0","0.0"
"Cullen Gillaspia","HOU","0.3","1.0","0.0","0.2","1.0","0.0","0.0","0.2"
"","high","0.3","1.0","0.0","0.2","1.0","0.0","0.0","0.3"
"","low","0.3","1.0","0.0","0.2","1.0","0.0","0.0","0.3"
"Nick Bellore","SEA","0.1","0.4","0.0","0.1","1.4","0.0","0.0","0.2"
"","high","0.1","1.0","0.0","0.2","2.8","0.0","0.0","0.3"
"","low","0.0","0.0","0.0","0.1","0.4","0.0","0.0","0.1"
"Senorise Perry","BUF","0.3","1.1","0.0","0.1","0.7","0.0","0.0","0.2"
"","high","0.6","2.0","0.0","0.1","1.0","0.0","0.0","0.4"
"","low","0.1","0.2","0.0","0.1","0.4","0.0","0.0","0.1"
"Jamize Olawale","DAL","0.2","0.9","0.0","0.2","1.0","0.0","0.0","0.2"
"","high","0.5","1.5","0.0","0.3","2.0","0.0","0.0","0.4"
"","low","0.1","0.2","0.0","0.0","0.3","0.0","0.0","0.1"
"Keith Smith","ATL","0.3","1.1","0.0","0.1","0.6","0.0","0.0","0.2"
"","high","0.4","2.0","0.0","0.2","1.0","0.0","0.0","0.4"
"","low","0.1","0.4","0.0","0.1","0.3","0.0","0.0","0.1"
"Mike Boone","MIN","0.5","1.3","0.0","0.2","0.4","0.0","0.0","0.2"
"","high","1.0","2.8","0.0","0.4","0.9","0.0","0.0","0.2"
"","low","0.1","0.2","0.0","0.0","0.0","0.0","0.0","0.1"
"Devine Ozigbo","JAC","0.2","0.8","0.0","0.1","0.5","0.0","0.0","0.1"
"","high","0.4","1.1","0.0","0.2","1.0","0.0","0.0","0.2"
"","low","0.0","0.1","0.0","0.0","0.1","0.0","0.0","0.0"
"Khari Blasingame","TEN","0.2","0.6","0.0","0.1","0.3","0.0","0.0","0.1"
"","high","0.6","1.6","0.0","0.2","0.7","0.0","0.0","0.1"
"","low","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1"
"Dalyn Dawkins","TEN","0.1","0.6","0.0","0.0","0.2","0.0","0.0","0.1"
"","high","0.1","0.6","0.0","0.0","0.2","0.0","0.0","0.1"
"","low","0.1","0.6","0.0","0.0","0.2","0.0","0.0","0.1"
"Dexter Williams","GB","0.1","0.5","0.0","0.0","0.2","0.0","0.0","0.1"
"","high","0.1","0.5","0.0","0.0","0.2","0.0","0.0","0.1"
"","low","0.1","0.5","0.0","0.0","0.2","0.0","0.0","0.1"
"Taiwan Jones","HOU","0.0","0.0","0.0","0.0","0.5","0.0","0.0","0.1"
"","high","0.0","0.1","0.0","0.1","1.0","0.0","0.0","0.1"
"","low","0.0","0.0","0.0","0.0","0.2","0.0","0.0","0.0"
"Tyler Ervin","JAC","0.1","0.2","0.0","0.0","0.2","0.0","0.0","0.0"
"","high","0.1","0.2","0.0","0.0","0.2","0.0","0.0","0.1"
"","low","0.1","0.2","0.0","0.0","0.2","0.0","0.0","0.1"
""
""
