"Player","Team","ATT","CMP","YDS","TDS","INTS","ATT","YDS","TDS","FL","FPTS"
"","high","5.5","3.1","27.8","0.1","0.1","0.4","0.4","0.0","0.0","0.7"
"","low","1.8","1.1","10.6","0.0","0.4","0.1","0.3","0.0","0.1","0.7"
"David Fales","NYJ","4.1","2.2","19.6","0.1","0.3","0.5","0.8","0.0","0.1","0.5"
"","high","7.0","3.6","29.6","0.1","0.1","0.7","0.9","0.0","0.0","0.7"
"","low","1.3","0.8","9.6","0.0","0.4","0.2","0.7","0.0","0.1","0.7"
"Geno Smith","SEA","6.0","3.4","30.5","0.0","0.4","0.4","0.3","0.0","0.1","0.4"
"","high","6.0","3.4","30.5","0.0","0.4","0.4","0.3","0.0","0.1","0.0"
"","low","6.0","3.4","30.5","0.0","0.4","0.4","0.3","0.0","0.1","0.0"
"Chad Henne","KC","1.3","0.7","9.1","0.0","0.0","0.2","0.2","0.0","0.0","0.4"
"","high","1.3","0.7","9.1","0.0","0.0","0.2","0.2","0.0","0.0","0.4"
"","low","1.3","0.7","9.1","0.0","0.0","0.2","0.2","0.0","0.0","0.4"
"Garrett Gilbert","CLE","3.4","2.0","18.4","0.0","0.2","0.2","0.2","0.0","0.1","0.3"
"","high","5.5","3.1","27.8","0.0","0.0","0.4","0.3","0.0","0.0","0.4"
"","low","1.2","0.8","9.1","0.0","0.4","0.1","0.2","0.0","0.1","0.4"
"Chad Kelly","IND","5.5","3.0","26.3","0.0","0.3","0.6","1.1","0.0","0.1","0.3"
"","high","5.5","3.0","26.3","0.0","0.3","0.6","1.1","0.0","0.1","0.0"
"","low","5.5","3.0","26.3","0.0","0.3","0.6","1.1","0.0","0.1","0.0"
"Cooper Rush","DAL","1.1","0.7","6.4","0.0","0.0","0.2","0.8","0.0","0.0","0.3"
"","high","1.1","0.7","6.4","0.0","0.0","0.2","0.8","0.0","0.0","0.3"
"","low","1.1","0.7","6.4","0.0","0.0","0.2","0.8","0.0","0.0","0.3"
"Sean Mannion","MIN","4.1","2.2","19.2","0.0","0.2","0.5","0.5","0.0","0.1","0.3"
"","high","6.9","3.6","29.3","0.0","0.0","0.7","0.9","0.0","0.0","0.4"
"","low","1.3","0.8","9.2","0.0","0.4","0.3","0.2","0.0","0.1","0.4"
"Will Grier","CAR","3.1","1.7","15.9","0.0","0.2","0.3","0.5","0.0","0.0","0.3"
"","high","5.2","2.8","24.8","0.0","0.0","0.6","1.0","0.0","0.0","0.3"
"","low","1.0","0.6","7.1","0.0","0.3","0.0","0.0","0.0","0.1","0.3"
"DeShone Kizer","OAK","5.2","2.8","24.8","0.0","0.3","0.6","1.0","0.0","0.1","0.3"
"","high","5.2","2.8","24.8","0.0","0.3","0.6","1.0","0.0","0.1","0.0"
"","low","5.2","2.8","24.8","0.0","0.3","0.6","1.0","0.0","0.1","0.0"
""
""
