"Player","Team","SACK","INT","FR","FF","TD","SAFETY","PA","YDS_AGN","FPTS"
"","high","3.3","1.0","0.9","1.2","0.2","0.1","21.1","318.0","7.0"
"","low","1.8","0.5","0.4","1.1","0.1","0.0","18.5","327.7","6.6"
"Buffalo Bills","","2.0","0.9","0.6","1.0","0.2","0.0","18.0","293.3","7.0"
"","high","3.0","1.2","0.8","1.1","0.2","0.1","19.0","273.0","7.8"
"","low","1.5","0.5","0.5","0.9","0.1","0.0","16.3","313.7","5.4"
"Arizona Cardinals","","2.7","1.0","0.6","1.1","0.2","0.0","24.2","358.6","6.8"
"","high","2.9","1.1","0.8","1.1","0.2","0.1","26.3","358.0","7.8"
"","low","2.5","0.9","0.5","1.1","0.1","0.0","21.5","359.1","6.2"
"Carolina Panthers","","3.2","0.7","0.7","1.1","0.1","0.0","26.4","373.8","6.7"
"","high","3.7","1.0","1.0","1.3","0.2","0.0","27.6","373.5","8.1"
"","low","2.9","0.6","0.5","0.9","0.0","0.0","23.1","374.0","5.3"
"Houston Texans","","3.0","0.7","0.7","1.0","0.1","0.0","24.5","356.0","6.6"
"","high","3.8","0.8","0.9","1.2","0.2","0.0","27.3","343.0","7.5"
"","low","2.1","0.4","0.5","0.8","0.1","0.0","21.0","369.0","5.2"
"Tennessee Titans","","3.1","0.8","0.6","0.7","0.1","0.0","21.8","360.5","6.6"
"","high","3.4","1.0","0.7","0.9","0.2","0.0","24.3","344.0","7.6"
"","low","2.8","0.7","0.4","0.5","0.1","0.0","18.8","376.9","6.3"
"Minnesota Vikings","","2.6","0.9","0.5","0.8","0.1","0.0","20.6","362.6","6.3"
"","high","3.5","1.1","0.6","0.9","0.2","0.0","22.3","341.0","7.4"
"","low","2.1","0.7","0.4","0.6","0.0","0.0","16.5","384.2","6.2"
"Los Angeles Rams","","2.4","0.8","0.6","0.9","0.2","0.0","21.7","376.9","6.2"
"","high","3.3","1.0","0.8","1.1","0.2","0.1","23.5","353.0","7.8"
"","low","1.3","0.6","0.5","0.7","0.1","0.0","19.6","400.8","5.2"
"Oakland Raiders","","2.4","0.8","0.7","1.1","0.1","0.0","20.2","345.4","6.2"
"","high","2.6","1.1","0.8","1.1","0.2","0.0","21.3","331.7","8.1"
"","low","2.1","0.5","0.6","1.1","0.0","0.0","18.8","359.0","6.3"
"Miami Dolphins","","2.1","1.0","0.6","0.9","0.2","0.0","24.3","362.2","6.1"
"","high","2.9","1.1","0.8","1.1","0.2","0.0","25.1","349.0","7.5"
"","low","1.1","0.8","0.4","0.7","0.1","0.0","22.7","375.3","4.6"
"Washington Redskins","","2.6","0.7","0.7","1.1","0.1","0.0","22.5","335.7","6.1"
"","high","3.0","0.8","1.1","1.4","0.2","0.0","24.7","334.3","8.0"
"","low","2.2","0.6","0.5","0.8","0.0","0.0","21.1","337.0","5.3"
"Dallas Cowboys","","2.2","0.8","0.6","1.0","0.1","0.0","22.8","382.2","5.9"
"","high","3.3","0.9","0.9","1.2","0.2","0.1","25.0","373.0","6.8"
"","low","1.5","0.6","0.5","0.8","0.0","0.0","18.0","391.4","5.3"
"Atlanta Falcons","","2.5","0.7","0.6","0.8","0.1","0.0","28.1","391.4","5.8"
"","high","3.1","1.1","0.7","0.9","0.2","0.0","31.0","381.9","7.0"
"","low","2.0","0.5","0.3","0.7","0.0","0.0","22.5","401.0","4.5"
"Jacksonville Jaguars","","2.2","0.6","0.6","0.9","0.1","0.0","25.0","376.8","5.5"
"","high","3.2","0.8","0.9","1.2","0.2","0.0","26.8","370.6","7.0"
"","low","1.6","0.4","0.4","0.6","0.1","0.0","22.1","383.0","4.8"
"Los Angeles Chargers","","2.3","0.6","0.6","0.8","0.1","0.0","21.3","365.5","5.5"
"","high","3.2","0.8","0.8","1.1","0.2","0.1","23.5","356.0","6.0"
"","low","1.8","0.3","0.4","0.5","0.0","0.0","17.2","375.0","5.3"
"Chicago Bears","","2.6","0.5","0.5","0.8","0.1","0.0","20.9","337.9","5.3"
"","high","3.3","0.7","0.8","1.0","0.2","0.0","22.3","311.0","6.0"
"","low","2.3","0.3","0.3","0.6","0.0","0.0","19.2","364.9","5.3"
"Cincinnati Bengals","","1.9","0.7","0.5","0.5","0.1","0.0","24.3","363.1","4.8"
"","high","2.5","0.8","0.7","0.6","0.2","0.0","26.0","332.1","6.6"
"","low","1.2","0.5","0.3","0.4","0.0","0.0","21.7","394.0","4.0"
"Denver Broncos","","1.9","0.6","0.6","0.8","0.1","0.0","26.6","393.9","4.8"
"","high","2.9","0.8","0.8","1.0","0.1","0.0","28.9","357.0","5.3"
"","low","1.3","0.4","0.4","0.6","0.0","0.0","22.4","430.9","4.0"
"New York Jets","","2.0","0.6","0.5","0.7","0.1","0.0","28.8","365.5","4.8"
"","high","2.8","0.7","0.7","1.0","0.2","0.0","31.8","352.0","5.4"
"","low","1.4","0.5","0.3","0.4","0.0","0.0","23.1","379.1","3.7"
"Indianapolis Colts","","1.7","0.6","0.5","0.9","0.1","0.0","27.7","394.0","4.7"
"","high","2.5","0.9","0.6","0.9","0.1","0.1","30.8","380.0","4.8"
"","low","1.2","0.3","0.5","0.9","0.0","0.0","24.2","408.0","3.7"
""
""
