"Player","Team","REC","YDS","TDS","FL","FPTS"
"","low","0.9","9.0","0.0","0.0","1.0"
"Kaden Smith","NYG","1.1","11.4","0.1","0.0","1.4"
"","high","1.2","12.8","0.1","0.0","1.4"
"","low","1.1","10.0","0.0","0.0","1.4"
"Luke Stocker","ATL","1.2","10.0","0.0","0.0","1.3"
"","high","1.9","15.6","0.1","0.0","1.5"
"","low","0.6","6.0","0.0","0.0","0.7"
"Zach Gentry","PIT","0.7","6.3","0.1","0.0","1.2"
"","high","0.7","6.3","0.1","0.0","1.2"
"","low","0.7","6.3","0.1","0.0","1.2"
"Ed Dickson","SEA","0.9","10.3","0.0","0.0","1.2"
"","high","1.3","13.6","0.1","0.0","1.9"
"","low","0.6","7.5","0.0","0.0","0.8"
"Virgil Green","LAC","0.9","10.2","0.0","0.0","1.2"
"","high","1.6","19.1","0.1","0.0","2.5"
"","low","0.1","1.0","0.0","0.0","0.2"
"Pharaoh Brown","CLE","0.8","8.8","0.0","0.0","1.1"
"","high","1.0","11.4","0.1","0.0","1.5"
"","low","0.5","5.5","0.0","0.0","0.8"
"Derek Carrier","OAK","1.0","9.7","0.0","0.0","1.1"
"","high","1.8","16.1","0.1","0.0","1.6"
"","low","0.6","5.0","0.0","0.0","0.7"
"Tommy Sweeney","BUF","0.7","7.1","0.1","0.0","1.0"
"","high","1.2","13.0","0.1","0.0","1.9"
"","low","0.1","1.2","0.0","0.0","0.2"
"Robert Tonyan","GB","0.6","7.5","0.0","0.0","0.9"
"","high","1.0","11.1","0.1","0.0","1.7"
"","low","0.1","0.6","0.0","0.0","0.1"
"Jace Sternberger","GB","0.7","7.4","0.0","0.0","0.9"
"","high","1.3","14.1","0.1","0.0","1.3"
"","low","0.1","1.0","0.0","0.0","0.1"
"Levine Toilolo","SF","0.6","6.8","0.0","0.0","0.9"
"","high","1.0","12.3","0.1","0.0","1.3"
"","low","0.3","2.0","0.0","0.0","0.4"
"Blake Bell","KC","0.7","7.7","0.0","0.0","0.8"
"","high","1.2","13.4","0.1","0.0","0.9"
"","low","0.5","5.1","0.0","0.0","0.5"
"Ian Thomas","CAR","0.6","6.5","0.0","0.0","0.8"
"","high","1.6","14.8","0.1","0.0","1.3"
"","low","0.1","1.0","0.0","0.0","0.1"
"Lee Smith","BUF","0.9","6.4","0.0","0.0","0.8"
"","high","2.5","17.3","0.1","0.0","0.8"
"","low","0.1","1.0","0.0","0.0","0.1"
"Jaeden Graham","ATL","0.6","7.0","0.0","0.0","0.8"
"","high","1.1","12.3","0.0","0.0","1.0"
"","low","0.1","1.0","0.0","0.0","0.1"
"Stephen Carlson","CLE","0.6","6.1","0.0","0.0","0.8"
"","high","0.8","8.3","0.1","0.0","1.1"
"","low","0.4","4.0","0.0","0.0","0.5"
"Durham Smythe","MIA","0.6","7.4","0.0","0.0","0.7"
"","high","1.2","13.4","0.0","0.0","1.0"
"","low","0.1","0.8","0.0","0.0","0.1"
"J.P. Holtz","CHI","0.6","6.7","0.0","0.0","0.7"
"","high","1.4","15.6","0.0","0.0","0.7"
"","low","0.1","1.2","0.0","0.0","0.2"
"Jordan Leggett","TB","0.4","4.4","0.0","0.0","0.7"
"","high","0.7","7.8","0.1","0.0","1.1"
"","low","0.1","0.5","0.0","0.0","0.1"
"Deon Yelder","KC","0.4","4.3","0.0","0.0","0.6"
"","high","0.9","11.0","0.1","0.0","1.7"
"","low","0.1","0.9","0.0","0.0","0.1"
"MyCole Pruitt","TEN","0.6","6.1","0.0","0.0","0.6"
"","high","1.1","10.5","0.0","0.0","0.9"
"","low","0.3","3.2","0.0","0.0","0.4"
"Drew Sample","CIN","0.6","6.3","0.0","0.0","0.6"
"","high","1.3","14.6","0.0","0.0","0.6"
"","low","0.1","1.1","0.0","0.0","0.2"
"Lance Kendricks","LAC","0.4","5.7","0.0","0.0","0.6"
"","high","0.9","11.1","0.0","0.0","1.1"
"","low","0.1","0.9","0.0","0.0","0.1"
"Ben Braunecker","CHI","0.5","5.5","0.0","0.0","0.6"
"","high","0.8","10.8","0.0","0.0","1.1"
"","low","0.1","1.2","0.0","0.0","0.2"
"Tyler Conklin","MIN","0.5","5.2","0.0","0.0","0.5"
"","high","0.7","7.8","0.0","0.0","0.8"
"","low","0.0","0.5","0.0","0.0","0.1"
"Dalton Schultz","DAL","0.5","4.9","0.0","0.0","0.5"
"","high","0.9","9.8","0.0","0.0","0.7"
"","low","0.1","1.0","0.0","0.0","0.2"
"Chris Manhertz","CAR","0.3","3.6","0.0","0.0","0.4"
"","high","0.9","10.0","0.0","0.0","0.1"
"","low","0.0","0.0","0.0","0.0","0.1"
"Johnny Mundt","LAR","0.3","3.2","0.0","0.0","0.3"
"","high","0.7","7.7","0.0","0.0","0.1"
"","low","0.1","0.8","0.0","0.0","0.1"
"Daniel Brown","NYJ","0.2","2.9","0.0","0.0","0.3"
"","high","0.5","6.4","0.0","0.0","0.6"
"","low","0.0","0.4","0.0","0.0","0.1"
"Clive Walford","MIA","0.2","2.3","0.0","0.0","0.3"
"","high","0.2","2.3","0.0","0.0","0.3"
"","low","0.2","2.3","0.0","0.0","0.3"
"Trevon Wesco","NYJ","0.3","2.7","0.0","0.0","0.3"
"","high","0.6","6.6","0.0","0.0","0.7"
"","low","0.1","0.5","0.0","0.0","0.1"
"Garrett Celek","SF","0.1","1.2","0.0","0.0","0.2"
"","high","0.1","1.2","0.0","0.0","0.2"
"","low","0.1","1.2","0.0","0.0","0.2"
"Darrell Daniels","ARI","0.1","1.4","0.0","0.0","0.2"
"","high","0.1","2.0","0.0","0.0","0.2"
"","low","0.1","0.8","0.0","0.0","0.1"
"Cethan Carter","CIN","0.1","0.8","0.0","0.0","0.1"
"","high","0.1","1.0","0.0","0.0","0.2"
"","low","0.1","0.7","0.0","0.0","0.1"
""
""
