"Player","Team","REC","YDS","TDS","FL","FPTS"
"Jeff Heuerman","DEN","1.7","17.3","0.1","0.0","2.2"
"Blake Jarwin","DAL","1.6","18.4","0.1","0.0","2.2"
"Irv Smith Jr.","MIN","1.6","17.8","0.1","0.0","2.2"
"Jonnu Smith","TEN","1.6","17.2","0.1","0.0","2.2"
"Maxx Williams","ARI","1.5","16.2","0.1","0.0","2.0"
"Tommy Sweeney","BUF","1.3","14.8","0.1","0.0","1.9"
"Jacob Hollister","SEA","1.5","15.9","0.0","0.0","1.9"
"Rhett Ellison","NYG","1.4","13.9","0.1","0.0","1.8"
"Jesse James","DET","1.4","13.8","0.1","0.0","1.8"
"Robert Tonyan","GB","1.3","14.6","0.0","0.0","1.6"
"Mo Alie-Cox","IND","1.1","12.5","0.1","0.0","1.6"
"Adam Shaheen","CHI","1.3","12.3","0.0","0.0","1.5"
"Dan Arnold","NO","1.2","12.4","0.0","0.0","1.5"
"Jace Sternberger","GB","1.0","11.9","0.1","0.0","1.5"
"Brian Parker","NO","1.6","13.4","0.0","0.0","1.3"
"Logan Paulsen","HOU","0.7","7.2","0.1","0.0","1.3"
"Luke Stocker","ATL","1.2","10.0","0.0","0.0","1.2"
"Logan Thomas","DET","1.2","10.5","0.0","0.0","1.2"
"Lee Smith","BUF","1.0","7.7","0.1","0.0","1.2"
"Ben Koyack","JAC","1.0","8.8","0.0","0.0","1.1"
"Virgil Green","LAC","0.8","8.8","0.0","0.0","1.1"
"Nick O'Leary","MIA","0.8","10.5","0.0","0.0","1.1"
"Andrew Beck","DEN","1.0","10.8","0.0","0.0","1.1"
"Drew Sample","CIN","0.9","8.9","0.0","0.0","1.0"
"Levine Toilolo","SF","0.6","6.6","0.0","0.0","0.9"
"Ross Dwelley","SF","0.8","7.0","0.0","0.0","0.8"
"Derek Carrier","OAK","0.8","8.0","0.0","0.0","0.8"
"J.P. Holtz","CHI","0.7","7.8","0.0","0.0","0.8"
"Eric Tomlinson","NE","0.7","7.7","0.0","0.0","0.8"
"Deon Yelder","KC","0.5","5.6","0.0","0.0","0.7"
"Blake Bell","KC","0.6","6.7","0.0","0.0","0.7"
"Hale Hentges","WAS","0.7","7.0","0.0","0.0","0.7"
"Durham Smythe","MIA","0.6","6.9","0.0","0.0","0.7"
"Garrett Celek","SF","0.4","4.8","0.0","0.0","0.7"
"Ben Braunecker","CHI","0.6","6.3","0.0","0.0","0.6"
"Jaeden Graham","ATL","0.5","5.4","0.0","0.0","0.6"
"Dalton Schultz","DAL","0.5","5.5","0.0","0.0","0.6"
"Anthony Firkser","TEN","0.5","5.6","0.0","0.0","0.5"
"MyCole Pruitt","TEN","0.5","5.0","0.0","0.0","0.5"
"Lance Kendricks","LAC","0.3","3.8","0.0","0.0","0.4"
"Tyler Conklin","MIN","0.3","4.0","0.0","0.0","0.4"
"Daniel Brown","NYJ","0.3","3.6","0.0","0.0","0.4"
"Trevon Wesco","NYJ","0.4","3.7","0.0","0.0","0.4"
"Jerome Cunningham","WAS","0.1","1.1","0.0","0.0","0.2"
"Darrell Daniels","ARI","0.1","1.0","0.0","0.0","0.1"
"Evan Baylis","GB","0.1","1.0","0.0","0.0","0.1"
"Cethan Carter","CIN","0.1","0.7","0.0","0.0","0.1"
"Garrett Dickerson","NYG","0.0","0.0","0.0","0.0","0.0"
"Kaden Smith","NYG","0.0","0.0","0.0","0.0","0.0"
""
""
