"Rank","Tier","WSIS","Wide Receivers","Team","Opp","Best","Worst","Avg","Std Dev","Proj. Pts"
"44","undefined","","Taylor Gabriel","CHI","vs. NYG","41","62","46.9","3.6","6.6"
"45","undefined","","Chris Conley","JAC","at TEN","42","52","47.1","2.8","6.5"
"46","undefined","","Josh Gordon","SEA","at PHI","39","62","47.9","6.9","6.2"
"47","undefined","","Robert Woods","LAR","vs. BAL","25","46","35.5","4.9","7.7"
"48","undefined","","Brandin Cooks","LAR","vs. BAL","22","52","36.1","6.8","7.5"
"49","undefined","","Russell Gage","ATL","vs. TB","27","60","50.0","4.9","6.2"
"50","undefined","","Hunter Renfrow","OAK","at NYJ","32","59","50.5","5.1","6.2"
"51","undefined","","Randall Cobb","DAL","at NE","37","58","51.6","3.0","6.1"
"52","undefined","","Alshon Jeffery","PHI ","vs. SEA","25","80","45.7","16.3","6.9"
"53","undefined","","Cole Beasley","BUF","vs. DEN","43","59","53.4","3.4","5.9"
"54","undefined","","Corey Davis","TEN","vs. JAC","42","65","53.6","5.1","5.8"
"55","undefined","","Ted Ginn","NO","vs. CAR","48","60","54.1","3.5","5.8"
"56","undefined","","Diontae Johnson","PIT","at CIN","31","72","53.2","10.5","5.9"
"57","undefined","","Danny Amendola","DET","at WAS","50","70","61.5","3.7","5.5"
"58","undefined","","Tim Patrick","DEN","at BUF","48","68","61.6","3.8","5.6"
"59","undefined","","Allen Hurns","MIA","at CLE","52","64","58.8","3.0","5.7"
"60","undefined","","Phillip Dorsett","NE ","vs. DAL","44","106","54.2","16.4","5.7"
"61","undefined","","Adam Humphries","TEN","vs. JAC","59","69","65.4","3.4","5.4"
"62","undefined","","Allen Lazard","GB","at SF","43","69","61.9","3.7","5.3"
"63","undefined","","Anthony Miller","CHI","vs. NYG","55","79","62.3","6.1","5.3"
"64","undefined","","Kendrick Bourne","SF","vs. GB","59","72","65.1","3.9","5.3"
"65","undefined","","N'Keal Harry","NE","vs. DAL","44","79","63.5","7.2","5.2"
"66","undefined","","Josh Reynolds","LAR","vs. BAL","44","86","66.4","10.9","5.2"
"67","undefined","","Tre'Quan Smith","NO","vs. CAR","61","78","67.6","4.5","5.1"
"68","undefined","","Alex Erickson","CIN","vs. PIT","57","74","69.5","2.7","5.0"
"69","undefined","","Albert Wilson","MIA","at CLE","54","78","71.5","3.2","4.9"
"70","undefined","","Jakeem Grant","MIA","at CLE","66","83","75.4","3.7","4.9"
"71","undefined","","Marquez Valdes-Scantling","GB","at SF","64","92","73.8","7.1","4.5"
"72","undefined","","Geronimo Allison","GB","at SF","65","82","75.0","3.9","4.5"
"73","undefined","","Jordan Matthews","PHI","vs. SEA","48","70","61.5","4.6","4.4"
"74","undefined","","Zay Jones","OAK","at NYJ","65","76","72.3","2.7","4.4"
"75","undefined","","Willie Snead","BAL","at LAR","74","85","78.8","3.1","4.4"
"76","undefined","","Nelson Agholor","PHI ","vs. SEA","50","96","66.6","12.9","4.3"
"77","undefined","","Rashard Higgins","CLE","vs. MIA","68","89","79.4","4.9","4.3"
"78","undefined","","Scott Miller","TB","at ATL","68","93","81.0","5.3","4.2"
"79","undefined","","Chester Rogers","IND","at HOU","71","88","81.6","5.3","4.1"
"80","undefined","","Isaiah McKenzie","BUF","vs. DEN","73","79","77.4","1.2","4.0"
"81","undefined","","Jakobi Meyers","NE","vs. DAL","66","99","80.3","11.2","3.9"
"82","undefined","","Johnny Holton","PIT","at CIN","49","87","75.9","11.3","4.0"
"83","undefined","","Kelvin Harmon","WAS","vs. DET","63","82","77.0","4.6","4.0"
"84","undefined","","Marquise Goodwin","SF","vs. GB","76","95","87.1","5.6","3.9"
"85","undefined","","Trey Quinn","WAS","vs. DET","76","84","82.7","1.6","3.8"
"86","undefined","","Breshad Perriman","TB","at ATL","78","85","82.7","2.5","3.7"
"87","undefined","","Marcus Johnson","IND","at HOU","73","96","88.7","6.0","3.7"
"88","undefined","","Tajae Sharpe","TEN","vs. JAC","84","102","93.7","6.4","3.6"
"89","undefined","","Jarius Wright","CAR","at NO","82","96","89.2","3.9","3.6"
"90","undefined","","Mack Hollins","PHI","vs. SEA","81","94","90.2","2.7","3.5"
"91","undefined","","Keelan Cole","JAC","at TEN","84","98","90.7","4.9","3.5"
"92","undefined","","Justin Hardy","ATL","vs. TB","86","103","96.7","4.5","3.4"
"93","undefined","","Tevin Jones","PIT","at CIN","63","112","83.0","16.4","3.4"
"94","undefined","","Marvin Hall","DET","at WAS","87","102","93.2","5.2","3.1"
"95","undefined","","Auden Tate","CIN ","vs. PIT","55","108","85.6","19.9","3.0"
"96","undefined","","Miles Boykin","BAL","at LAR","89","103","94.2","4.3","3.0"
"97","undefined","","DaeSean Hamilton","DEN","at BUF","87","107","100.3","3.0","3.0"
"98","undefined","","J.J. Arcega-Whiteside","PHI","vs. SEA","84","99","95.8","2.3","3.0"
"99","undefined","","Mohamed Sanu","NE ","vs. DAL","51","108","83.3","23.1","3.0"
"100","undefined","","Vyncint Smith","NYJ","vs. OAK","87","105","94.4","6.5","2.8"
"101","undefined","","Paul Richardson","WAS","vs. DET","66","110","94.8","15.0","2.8"
"102","undefined","","Cordarrelle Patterson","CHI","vs. NYG","97","106","101.2","3.0","2.8"
"103","undefined","","Jake Kumerow","GB","at SF","90","98","95.4","2.2","2.8"
"104","undefined","","Diontae Spencer","DEN","at BUF","89","103","96.8","4.7","2.7"
"105","undefined","","Richie James","SF","vs. GB","81","108","98.2","6.8","2.6"
"106","undefined","","Tavon Austin","DAL","at NE","97","103","100.0","2.5","2.6"
"107","undefined","","Fred Brown","DEN","at BUF","90","106","100.6","6.0","2.6"
"108","undefined","","Bennie Fowler","NYG","at CHI","79","109","97.8","11.7","2.5"
"109","undefined","","Seth Roberts","BAL","at LAR","100","108","104.8","1.7","2.6"
"110","undefined","","Dante Pettis","SF","vs. GB","104","119","109.6","5.9","2.5"
"111","undefined","","Keke Coutee","HOU","vs. IND","81","114","94.7","14.1","2.3"
"112","undefined","","Steven Sims","WAS","vs. DET","98","123","109.5","8.9","2.3"
"113","undefined","","David Moore","SEA","at PHI","80","95","87.5","7.5","2.2"
"114","undefined","","Cody Latimer","NYG","at CHI","107","113","110.5","2.3","2.2"
"115","undefined","","DeAndre Carter","HOU","vs. IND","109","115","113.0","2.4","2.1"
"116","undefined","","Marcell Ateman","OAK","at NYJ","107","111","109.3","1.7","2.1"
"117","undefined","","Stanley Morgan Jr.","CIN","vs. PIT","89","109","99.0","10.0","2.0"
"118","undefined","","Christian Blake","ATL","vs. TB","91","112","101.5","10.5","1.9"
"119","undefined","","Kalif Raymond","TEN","vs. JAC","99","118","108.5","9.5","1.8"
"120","undefined","","Robert Foster","BUF","vs. DEN","113","122","117.0","3.7","1.8"
"121","undefined","","Javon Wims","CHI","vs. NYG","111","116","113.5","2.5","1.8"
"122","undefined","","Khadarel Hodge","CLE","vs. MIA","107","125","116.0","9.0","1.7"
"123","undefined","","Ashton Dulin","IND","at HOU","115","121","118.0","3.0","1.7"
"124","undefined","","Keelan Doss","OAK","at NYJ","117","120","118.5","1.5","1.6"
"125","undefined","","Andre Roberts","BUF","vs. DEN","116","128","123.3","5.2","1.5"
"126","undefined","","Damion Willis","CIN","vs. PIT","117","123","120.0","3.0","1.4"
"127","undefined","","Mike Thomas","LAR","vs. BAL","114","129","121.5","7.5","1.4"
"128","undefined","","DeAndrew White","CAR","at NO","121","122","121.5","0.5","1.4"
"129","undefined","","Cody Core","NYG","at CHI","118","126","122.0","4.0","1.4"
"130","undefined","","Damion Ratley","CLE","vs. MIA","124","127","125.5","1.5","1.3"
"131","undefined","","Malik Turner","SEA","at PHI","120","132","126.0","6.0","1.3"
"132","undefined","","Donte Moncrief","CAR","at NO","127","128","127.5","0.5","1.1"
"133","undefined","","Justin Watson","TB","at ATL","125","135","130.0","5.0","1.1"
"134","undefined","","Braxton Berrios","NYJ","vs. OAK","129","139","134.0","5.0","1.0"
"135","undefined","","Krishawn Hogan","NO","vs. CAR","130","140","135.0","5.0","0.7"
"136","undefined","","Trevor Davis","OAK","at NYJ","131","133","132.0","1.0","0.4"
"137","undefined","","Cam Sims","WAS","vs. DET","132","142","137.0","5.0","0.4"
""
""
