"Rank","Tier","WSIS","Running Backs","Team","Opp","Best","Worst","Avg","Std Dev","Proj. Pts"
"77","undefined","","Kyle Juszczyk","SF","vs. GB","47","80","77.7","2.4","1.8"
"78","undefined","","Devontae Booker","DEN","at BUF","74","78","77.0","1.1","1.8"
"79","undefined","","C.J. Prosise","SEA","at PHI","74","83","79.0","2.9","1.8"
"80","undefined","","Dontrell Hilliard","CLE","vs. MIA","77","81","78.5","1.5","1.8"
"81","undefined","","Elijhaa Penny","NYG","at CHI","74","82","79.3","3.1","1.7"
"82","undefined","","Alec Ingold","OAK","at NYJ","75","75","75.0","0.0","1.7"
"83","undefined","","Patrick DiMarco","BUF","vs. DEN","79","88","83.7","3.7","1.5"
"84","undefined","","Dan Vitale","GB","at SF","80","91","85.3","4.5","1.4"
"85","undefined","","T.J. Yeldon","BUF","vs. DEN","83","85","84.0","1.0","1.3"
""
""
