,Id,First Name,Last Name,Position,Team,Opponent,Game,Time,Salary,FPPG,Injury Status,Starting,QB,TE,RB,DEF,WR,player,key
485,nfl.p.30180,Alvin,Kamara,RB,NO,LAR,NO@LAR,4:25PM EDT,35,20.4, ,No,0,0,1,0,0,AlvinKamara,ALVINKAMARA
486,nfl.p.30614,Taysom,Hill,QB,NO,LAR,NO@LAR,4:25PM EDT,20,8.2, ,No,1,0,0,0,0,TaysomHill,TAYSOMHILL
487,nfl.p.30656,Austin,Carr,WR,NO,LAR,NO@LAR,4:25PM EDT,10,2.7, ,No,0,0,0,0,1,AustinCarr,AUSTINCARR
488,nfl.p.31061,Tre'Quan,Smith,WR,NO,LAR,NO@LAR,4:25PM EDT,14,9.6, ,No,0,0,0,0,1,Tre'QuanSmith,TREQUANSMITH
489,nfl.p.31517,Keith,Kirkwood,WR,NO,LAR,NO@LAR,4:25PM EDT,10,5.9, ,No,0,0,0,0,1,KeithKirkwood,KEITHKIRKWOOD
490,nfl.p.32398,Deonte,Harris,WR,NO,LAR,NO@LAR,4:25PM EDT,10,0.0, ,No,0,0,0,0,1,DeonteHarris,DEONTEHARRIS
491,nfl.p.26664,Robert,Woods,WR,LAR,NO,NO@LAR,4:25PM EDT,23,12.6, ,No,0,0,0,0,1,RobertWoods,ROBERTWOODS
492,nfl.p.27531,Blake,Bortles,QB,LAR,NO,NO@LAR,4:25PM EDT,20,14.2, ,No,1,0,0,0,0,BlakeBortles,BLAKEBORTLES
493,nfl.p.27548,Brandin,Cooks,WR,LAR,NO,NO@LAR,4:25PM EDT,21,4.9, ,No,0,0,0,0,1,BrandinCooks,BRANDINCOOKS
494,nfl.p.28398,Todd,Gurley II,RB,LAR,NO,NO@LAR,4:25PM EDT,18,10.6, ,No,0,0,1,0,0,ToddGurley II,TODDGURLEYII
495,nfl.p.28990,Malcolm,Brown,RB,LAR,NO,NO@LAR,4:25PM EDT,16,17.3, ,No,0,0,1,0,0,MalcolmBrown,MALCOLMBROWN
496,nfl.p.29235,Jared,Goff,QB,LAR,NO,NO@LAR,4:25PM EDT,35,10.4, ,No,1,0,0,0,0,JaredGoff,JAREDGOFF
497,nfl.p.29344,Tyler,Higbee,TE,LAR,NO,NO@LAR,4:25PM EDT,10,10.0, ,No,0,1,0,0,0,TylerHigbee,TYLERHIGBEE
498,nfl.p.29440,Mike,Thomas,WR,LAR,NO,NO@LAR,4:25PM EDT,10,0.0, ,No,0,0,0,0,1,MikeThomas,MIKETHOMAS
499,nfl.p.30157,Gerald,Everett,TE,LAR,NO,NO@LAR,4:25PM EDT,10,1.2, ,No,0,1,0,0,0,GeraldEverett,GERALDEVERETT
500,nfl.p.30182,Cooper,Kupp,WR,LAR,NO,NO@LAR,4:25PM EDT,22,8.1, ,No,0,0,0,0,1,CooperKupp,COOPERKUPP
501,nfl.p.30230,Josh,Reynolds,WR,LAR,NO,NO@LAR,4:25PM EDT,10,0.0, ,No,0,0,0,0,1,JoshReynolds,JOSHREYNOLDS
502,nfl.p.30373,Johnny,Mundt,TE,LAR,NO,NO@LAR,4:25PM EDT,10,0.5, ,No,0,1,0,0,0,JohnnyMundt,JOHNNYMUNDT
503,nfl.p.30531,JoJo,Natson,WR,LAR,NO,NO@LAR,4:25PM EDT,10,0.0, ,No,0,0,0,0,1,JoJoNatson,JOJONATSON
504,nfl.p.31902,Darrell,Henderson Jr.,RB,LAR,NO,NO@LAR,4:25PM EDT,10,0.0, ,No,0,0,1,0,0,DarrellHenderson Jr.,DARRELLHENDERSONJR
505,nfl.p.32137,Nsimba,Webster,WR,LAR,NO,NO@LAR,4:25PM EDT,10,0.0, ,No,0,0,0,0,1,NsimbaWebster,NSIMBAWEBSTER
507,nfl.p.30365,Matt,Dayes,RB,NO,LAR,NO@LAR,4:25PM EDT,10,0.0, ,No,0,0,1,0,0,MattDayes,MATTDAYES
508,nfl.t.21,Philadelphia,Eagles,DEF,PHI,ATL,PHI@ATL,8:20PM EDT,12,1.0, ,No,0,0,0,1,0,PHI,PHI
509,nfl.t.1,Atlanta,Falcons,DEF,ATL,PHI,PHI@ATL,8:20PM EDT,10,0.0, ,No,0,0,0,1,0,ATL,ATL
510,nfl.p.8826,DeSean,Jackson,WR,PHI,ATL,PHI@ATL,8:20PM EDT,22,31.4, ,No,0,0,0,0,1,DeSeanJackson,DESEANJACKSON
511,nfl.p.25755,Alshon,Jeffery,WR,PHI,ATL,PHI@ATL,8:20PM EDT,22,19.6, ,No,0,0,0,0,1,AlshonJeffery,ALSHONJEFFERY
512,nfl.p.26658,Zach,Ertz,TE,PHI,ATL,PHI@ATL,8:20PM EDT,22,7.9, ,No,0,1,0,0,0,ZachErtz,ZACHERTZ
513,nfl.p.28408,Nelson,Agholor,WR,PHI,ATL,PHI@ATL,8:20PM EDT,11,2.1, ,No,0,0,0,0,1,NelsonAgholor,NELSONAGHOLOR
514,nfl.p.29236,Carson,Wentz,QB,PHI,ATL,PHI@ATL,8:20PM EDT,34,25.0, ,No,1,0,0,0,0,CarsonWentz,CARSONWENTZ
515,nfl.p.29384,Jordan,Howard,RB,PHI,ATL,PHI@ATL,8:20PM EDT,14,6.5, ,No,0,0,1,0,0,JordanHoward,JORDANHOWARD
517,nfl.p.30231,Mack,Hollins,WR,PHI,ATL,PHI@ATL,8:20PM EDT,10,0.0, ,No,0,0,0,0,1,MackHollins,MACKHOLLINS
518,nfl.p.30707,Corey,Clement,RB,PHI,ATL,PHI@ATL,8:20PM EDT,10,6.4, ,No,0,0,1,0,0,CoreyClement,COREYCLEMENT
519,nfl.p.31019,Dallas,Goedert,TE,PHI,ATL,PHI@ATL,8:20PM EDT,10,2.6, ,No,0,1,0,0,0,DallasGoedert,DALLASGOEDERT
520,nfl.p.31885,Miles,Sanders,RB,PHI,ATL,PHI@ATL,8:20PM EDT,16,3.2, ,No,0,0,1,0,0,MilesSanders,MILESSANDERS
521,nfl.p.31889,JJ,Arcega-Whiteside,WR,PHI,ATL,PHI@ATL,8:20PM EDT,10,0.0, ,No,0,0,0,0,1,JJArcega-Whiteside,JJARCEGAWHITESIDE
522,nfl.p.6849,Matt,Schaub,QB,ATL,PHI,PHI@ATL,8:20PM EDT,20,0.3, ,No,1,0,0,0,0,MattSchaub,MATTSCHAUB
523,nfl.p.8780,Matt,Ryan,QB,ATL,PHI,PHI@ATL,8:20PM EDT,37,20.6, ,No,1,0,0,0,0,MattRyan,MATTRYAN
524,nfl.p.24793,Julio,Jones,WR,ATL,PHI,PHI@ATL,8:20PM EDT,36,12.1, ,No,0,0,0,0,1,JulioJones,JULIOJONES
525,nfl.p.24891,Luke,Stocker,TE,ATL,PHI,PHI@ATL,8:20PM EDT,10,0.0, ,No,0,1,0,0,0,LukeStocker,LUKESTOCKER
526,nfl.p.25793,Mohamed,Sanu,WR,ATL,PHI,PHI@ATL,8:20PM EDT,16,8.2, ,No,0,0,0,0,1,MohamedSanu,MOHAMEDSANU
528,nfl.p.27631,Devonta,Freeman,RB,ATL,PHI,PHI@ATL,8:20PM EDT,17,2.6, ,No,0,0,1,0,0,DevontaFreeman,DEVONTAFREEMAN
529,nfl.p.28495,Justin,Hardy,WR,ATL,PHI,PHI@ATL,8:20PM EDT,10,6.1, ,No,0,0,0,0,1,JustinHardy,JUSTINHARDY
530,nfl.p.29315,Austin,Hooper,TE,ATL,PHI,PHI@ATL,8:20PM EDT,13,12.2, ,No,0,1,0,0,0,AustinHooper,AUSTINHOOPER
531,nfl.p.30269,Brian,Hill,RB,ATL,PHI,PHI@ATL,8:20PM EDT,10,3.0, ,No,0,0,1,0,0,BrianHill,BRIANHILL
532,nfl.p.30996,Calvin,Ridley,WR,ATL,PHI,PHI@ATL,8:20PM EDT,21,14.4, ,No,0,0,0,0,1,CalvinRidley,CALVINRIDLEY
533,nfl.p.31096,Ito,Smith,RB,ATL,PHI,PHI@ATL,8:20PM EDT,11,4.5, ,No,0,0,1,0,0,ItoSmith,ITOSMITH
535,nfl.p.31749,Jaeden,Graham,TE,ATL,PHI,PHI@ATL,8:20PM EDT,10,0.0, ,No,0,1,0,0,0,JaedenGraham,JAEDENGRAHAM
536,nfl.p.31984,Qadree,Ollison,RB,ATL,PHI,PHI@ATL,8:20PM EDT,10,0.0, ,No,0,0,1,0,0,QadreeOllison,QADREEOLLISON
537,nfl.p.32123,Olamide,Zaccheaus,WR,ATL,PHI,PHI@ATL,8:20PM EDT,10,0.0, ,No,0,0,0,0,1,OlamideZaccheaus,OLAMIDEZACCHEAUS
538,nfl.p.5967,Josh,McCown,QB,PHI,ATL,PHI@ATL,8:20PM EDT,20,6.2, ,No,1,0,0,0,0,JoshMcCown,JOSHMCCOWN
539,nfl.p.7306,Darren,Sproles,RB,PHI,ATL,PHI@ATL,8:20PM EDT,11,9.8, ,No,0,0,1,0,0,DarrenSproles,DARRENSPROLES
540,nfl.p.29944,Alex,Ellis,TE,PHI,ATL,PHI@ATL,8:20PM EDT,10,0.0, ,No,0,1,0,0,0,AlexEllis,ALEXELLIS
541,nfl.p.28141,Keith,Smith,RB,ATL,PHI,PHI@ATL,8:20PM EDT,10,0.5, ,No,0,0,1,0,0,KeithSmith,KEITHSMITH
542,nfl.p.27626,Richard,Rodgers,TE,PHI,ATL,PHI@ATL,8:20PM EDT,10,1.2, ,No,0,1,0,0,0,RichardRodgers,RICHARDRODGERS
