"Player","Team","ATT","CMP","YDS","TDS","INTS","ATT","YDS","TDS","FL","FPTS"
"Kyler Murray","ARI","35.1","22.6","241.0","1.5","0.9","6.0","33.7","0.2","0.1","18.3"
"","high","38.0","26.0","255.0","2.0","0.7","7.0","36.9","0.4","0.0","23.0"
"","low","33.3","20.8","224.0","0.9","1.3","5.4","31.7","0.0","0.3","16.9"
"Ryan Tannehill","TEN","30.7","21.1","252.3","1.9","0.8","4.0","19.2","0.1","0.3","18.3"
"","high","38.0","24.0","277.7","2.2","0.4","6.0","26.0","0.2","0.2","23.4"
"","low","24.0","18.0","220.0","1.6","1.0","3.1","14.9","0.0","0.3","17.5"
"Jimmy Garoppolo","SF","33.8","22.8","267.3","2.1","0.8","2.2","7.0","0.1","0.3","18.0"
"","high","35.9","27.0","283.0","2.3","0.6","4.0","14.1","0.2","0.2","22.0"
"","low","31.4","20.6","250.4","1.8","1.1","0.0","2.0","0.0","0.3","18.4"
"Tom Brady","NE","37.2","24.1","273.4","1.8","0.6","1.5","4.5","0.1","0.2","17.3"
"","high","45.0","32.0","348.0","2.0","0.0","3.9","12.9","0.1","0.1","20.6"
"","low","32.0","21.0","219.7","1.5","0.8","0.0","1.0","0.0","0.2","15.5"
"Aaron Rodgers","GB","32.6","21.3","247.0","1.6","0.3","3.4","16.0","0.1","0.2","17.2"
"","high","35.1","22.2","251.0","2.0","0.0","5.0","20.3","0.2","0.2","22.3"
"","low","29.0","19.0","239.0","1.4","0.4","1.8","12.2","0.0","0.3","16.2"
"Ryan Fitzpatrick","MIA","36.7","22.8","265.1","1.7","1.2","4.1","19.4","0.1","0.2","17.1"
"","high","44.0","27.0","313.0","2.0","1.0","5.1","23.0","0.2","0.1","22.9"
"","low","33.4","20.7","250.7","1.5","1.4","3.4","15.9","0.0","0.3","16.2"
"Carson Wentz","PHI","35.5","23.3","259.8","1.7","0.8","3.2","13.3","0.1","0.3","16.8"
"","high","38.0","26.0","287.0","2.0","0.7","3.9","18.0","0.1","0.2","23.4"
"","low","33.6","21.0","226.2","1.5","1.0","2.0","10.0","0.0","0.4","15.4"
"Baker Mayfield","CLE","34.5","22.1","267.9","1.8","1.0","1.7","7.3","0.1","0.2","16.7"
"","high","35.0","23.0","279.0","2.0","0.9","2.7","13.3","0.2","0.2","21.6"
"","low","33.2","21.5","251.4","1.5","1.1","1.0","3.0","0.0","0.3","16.5"
"Gardner Minshew","JAC","36.0","22.9","254.0","1.5","0.8","4.9","23.5","0.1","0.5","16.4"
"","high","38.0","26.0","268.0","2.0","0.4","6.0","29.2","0.2","0.2","23.0"
"","low","34.3","21.1","237.2","1.3","1.0","3.3","19.0","0.0","0.6","16.5"
"Derek Carr","OAK","32.3","22.6","251.5","1.7","0.7","2.1","7.3","0.1","0.2","16.3"
"","high","35.0","23.3","271.0","2.0","0.4","3.7","11.9","0.1","0.2","21.6"
"","low","29.0","21.0","228.0","1.3","1.0","1.0","4.0","0.0","0.3","16.1"
"Jared Goff","LAR","36.2","23.6","267.9","1.6","0.9","2.0","5.5","0.1","0.2","15.9"
"","high","38.0","25.0","282.9","2.0","0.8","3.9","13.1","0.1","0.2","22.3"
"","low","34.8","22.3","234.0","1.4","1.0","1.0","2.0","0.0","0.3","13.4"
"Eli Manning","NYG","35.5","22.4","263.3","1.7","0.9","1.4","4.1","0.1","0.2","15.8"
"","high","41.0","27.0","294.0","2.0","0.8","3.7","12.2","0.1","0.2","19.7"
"","low","29.0","18.0","234.0","1.4","1.1","0.0","0.0","0.0","0.3","16.4"
"Matt Ryan","ATL","36.2","24.2","267.8","1.6","0.9","1.8","6.9","0.0","0.3","15.7"
"","high","39.6","26.4","292.7","2.0","0.8","3.8","12.3","0.1","0.2","21.5"
"","low","33.0","21.5","248.1","1.4","1.0","0.9","4.0","0.0","0.3","15.5"
"Kirk Cousins","MIN","33.0","23.2","252.7","1.5","0.4","1.4","3.8","0.1","0.3","15.5"
"","high","35.0","24.4","266.0","1.6","0.0","2.6","5.8","0.2","0.2","17.3"
"","low","31.6","22.2","224.0","1.0","0.6","0.0","0.0","0.0","0.3","14.8"
"Josh Allen","BUF","30.6","18.2","211.9","1.0","0.9","6.5","32.7","0.3","0.3","15.1"
"","high","32.0","19.0","231.0","1.0","0.8","7.1","38.0","0.5","0.2","18.8"
"","low","29.2","16.7","198.0","0.9","1.0","4.4","25.0","0.0","0.3","14.7"
"Jacoby Brissett","IND","32.3","20.2","225.7","1.4","0.7","3.5","14.3","0.1","0.2","15.1"
"","high","35.0","23.0","246.0","2.0","0.4","4.4","18.3","0.3","0.2","21.8"
"","low","29.4","18.0","205.1","1.1","1.0","2.7","11.0","0.0","0.2","14.2"
"Mitch Trubisky","CHI","32.9","20.8","227.8","1.2","0.9","3.9","19.7","0.1","0.2","14.5"
"","high","34.8","22.4","235.0","1.4","0.7","5.0","28.0","0.2","0.1","18.6"
"","low","31.2","20.0","215.3","1.0","1.1","2.7","15.0","0.0","0.3","13.9"
"Philip Rivers","LAC","35.2","22.8","265.4","1.4","0.9","0.7","1.2","0.0","0.1","14.2"
"","high","39.0","25.0","292.5","1.6","0.8","1.7","1.9","0.0","0.1","17.6"
"","low","32.0","21.0","239.0","1.0","1.1","0.0","0.0","0.0","0.2","13.4"
"Kyle Allen","CAR","37.8","23.0","256.0","1.3","1.1","2.0","8.0","0.1","0.4","13.9"
"","high","41.0","25.0","271.0","1.5","0.9","2.8","13.0","0.1","0.3","18.9"
"","low","35.6","22.0","231.0","1.0","1.2","1.2","3.7","0.0","0.6","13.8"
"Drew Lock","DEN","32.5","20.8","230.1","1.3","1.0","2.4","10.1","0.0","0.2","13.4"
"","high","35.0","23.0","237.3","2.0","0.7","3.1","15.0","0.1","0.2","21.3"
"","low","31.0","19.0","213.0","1.1","1.2","1.9","3.9","0.0","0.2","12.0"
"David Blough","DET","35.1","21.0","240.5","1.3","1.1","1.6","4.9","0.0","0.2","13.1"
"","high","41.0","24.0","255.0","1.5","0.7","2.2","8.0","0.1","0.2","15.7"
"","low","31.0","18.0","211.0","1.0","1.5","0.0","1.0","0.0","0.3","12.7"
"Andy Dalton","CIN","34.5","20.3","226.2","1.0","1.1","2.4","8.3","0.1","0.3","11.6"
"","high","37.0","21.7","249.0","1.1","0.6","2.8","10.4","0.2","0.2","17.2"
"","low","29.8","18.5","209.0","0.9","1.4","2.0","7.0","0.0","0.3","10.3"
"Sam Darnold","NYJ","33.6","20.4","227.3","1.0","1.2","2.0","6.1","0.0","0.1","11.2"
"","high","37.0","23.0","251.7","1.2","0.9","2.8","8.4","0.1","0.1","17.0"
"","low","31.8","18.3","191.0","0.9","1.9","1.0","3.0","0.0","0.2","8.6"
"Devlin Hodges","PIT","29.3","18.6","194.4","1.0","0.9","3.0","12.5","0.1","0.2","11.1"
"","high","31.1","21.0","221.0","1.1","0.7","3.9","17.5","0.1","0.2","16.0"
"","low","28.0","16.9","173.0","0.8","1.1","2.0","9.0","0.0","0.2","10.6"
"Dwayne Haskins","WAS","28.9","17.5","195.7","1.0","1.0","2.0","6.7","0.0","0.2","10.4"
"","high","32.5","19.7","211.2","1.1","0.7","2.5","9.4","0.1","0.1","13.8"
"","low","25.0","16.0","180.0","0.9","1.5","1.5","5.2","0.0","0.3","9.1"
"Taysom Hill","NO","0.9","0.3","6.1","0.0","0.0","2.1","8.6","0.1","0.0","1.6"
"","high","1.6","1.3","15.9","0.1","0.0","2.8","10.2","0.1","0.0","3.3"
"","low","0.0","0.0","0.0","0.0","0.1","1.0","4.5","0.0","0.0","2.4"
"Tyrod Taylor","LAC","4.8","2.7","25.6","0.1","0.2","0.6","1.3","0.0","0.1","0.9"
"","high","8.2","4.5","40.3","0.1","0.0","0.9","1.8","0.0","0.0","0.9"
"","low","1.4","0.9","10.9","0.0","0.4","0.2","0.8","0.0","0.1","0.9"
"Blake Bortles","LAR","4.6","2.6","24.6","0.1","0.2","0.6","1.4","0.0","0.1","0.9"
"","high","7.7","4.2","37.8","0.1","0.0","0.9","1.7","0.0","0.0","1.0"
"","low","1.5","1.0","11.4","0.0","0.4","0.3","1.1","0.0","0.1","1.0"
"Robert Griffin","BAL","4.2","2.4","24.5","0.1","0.2","0.7","2.3","0.0","0.1","0.9"
"","high","7.5","4.1","41.5","0.1","0.0","1.1","3.3","0.0","0.0","0.8"
"","low","1.0","0.7","7.6","0.0","0.5","0.4","1.2","0.0","0.1","0.8"
"Josh McCown","PHI","4.7","2.6","24.3","0.1","0.2","0.6","1.5","0.0","0.1","0.9"
"","high","7.8","4.3","38.5","0.1","0.0","0.9","1.7","0.0","0.0","0.9"
"","low","1.5","1.0","10.0","0.0","0.4","0.3","1.2","0.0","0.1","0.9"
"Ryan Griffin","TB","5.1","2.9","28.3","0.1","0.2","0.4","0.4","0.0","0.1","0.9"
"","high","8.8","5.1","45.6","0.1","0.0","0.6","0.5","0.0","0.0","0.9"
"","low","1.3","0.8","10.9","0.0","0.4","0.1","0.2","0.0","0.1","0.9"
"Matt Moore","KC","4.7","2.6","24.9","0.1","0.2","0.5","1.0","0.0","0.1","0.9"
"","high","8.0","4.4","39.3","0.1","0.0","0.9","1.8","0.0","0.0","0.9"
"","low","1.5","0.8","10.4","0.0","0.4","0.2","0.3","0.0","0.1","0.9"
"Teddy Bridgewater","NO","4.6","2.7","24.7","0.1","0.2","0.5","1.0","0.0","0.1","0.9"
"","high","7.7","4.2","37.8","0.1","0.0","0.9","1.7","0.0","0.0","0.9"
"","low","1.5","1.2","11.6","0.0","0.4","0.1","0.4","0.0","0.1","0.9"
"Matt Schaub","ATL","5.7","3.1","27.1","0.1","0.2","0.7","0.9","0.0","0.1","0.9"
"","high","9.9","5.2","44.1","0.1","0.0","1.1","1.7","0.0","0.0","0.8"
"","low","1.5","1.0","10.2","0.0","0.5","0.2","0.2","0.0","0.1","0.8"
"Nick Foles","JAC","4.8","2.7","25.4","0.1","0.2","0.6","1.4","0.0","0.1","0.8"
"","high","8.1","4.4","39.8","0.1","0.0","0.9","1.8","0.0","0.1","1.0"
"","low","1.5","0.9","10.9","0.0","0.4","0.3","1.1","0.0","0.1","1.0"
"Chase Daniel","CHI","4.6","2.6","24.8","0.1","0.2","0.4","0.7","0.0","0.1","0.8"
"","high","7.8","4.5","40.0","0.1","0.0","0.6","1.0","0.0","0.0","0.9"
"","low","1.3","0.8","9.6","0.0","0.4","0.2","0.5","0.0","0.1","0.9"
"Chad Henne","KC","1.3","0.7","8.9","0.1","0.0","0.2","0.2","0.0","0.0","0.8"
"","high","1.3","0.7","8.9","0.1","0.0","0.2","0.2","0.0","0.0","0.8"
"","low","1.3","0.7","8.9","0.1","0.0","0.2","0.2","0.0","0.0","0.8"
"Mason Rudolph","PIT","4.6","2.7","24.0","0.1","0.2","0.4","0.8","0.0","0.1","0.8"
"","high","8.0","4.6","41.1","0.1","0.0","0.6","1.1","0.0","0.0","0.8"
"","low","1.2","0.8","7.0","0.0","0.4","0.3","0.5","0.0","0.1","0.8"
"Geno Smith","SEA","8.0","4.6","41.1","0.0","0.4","0.6","0.5","0.0","0.1","0.8"
"","high","8.0","4.6","41.1","0.0","0.4","0.6","0.5","0.0","0.1","0.0"
"","low","8.0","4.6","41.1","0.0","0.4","0.6","0.5","0.0","0.1","0.0"
"Brian Hoyer","IND","4.1","2.3","21.0","0.1","0.2","0.5","0.9","0.0","0.1","0.7"
"","high","6.9","3.8","33.7","0.1","0.0","0.8","1.5","0.0","0.0","0.8"
"","low","1.3","0.8","8.2","0.0","0.4","0.3","0.4","0.0","0.1","0.8"
"Kyle Sloter","DET","7.1","3.9","34.5","0.0","0.4","0.8","1.5","0.0","0.1","0.7"
"","high","7.1","3.9","34.5","0.0","0.4","0.8","1.5","0.0","0.1","0.0"
"","low","7.1","3.9","34.5","0.0","0.4","0.8","1.5","0.0","0.1","0.0"
"Nick Mullens","SF","1.1","0.7","7.9","0.1","0.1","1.3","3.8","0.0","0.0","0.7"
"","high","1.3","0.9","11.5","0.1","0.0","2.3","7.3","0.0","0.0","0.9"
"","low","0.9","0.5","4.3","0.0","0.2","0.3","0.3","0.0","0.1","0.9"
"Mike Glennon","OAK","5.1","2.7","24.9","0.1","0.2","0.7","0.9","0.0","0.1","0.6"
"","high","8.9","4.6","38.8","0.1","0.0","1.0","1.5","0.0","0.1","0.9"
"","low","1.3","0.9","11.0","0.0","0.4","0.3","0.3","0.0","0.1","0.9"
"Marcus Mariota","TEN","3.3","1.9","18.2","0.1","0.2","0.5","1.2","0.0","0.0","0.6"
"","high","5.5","3.0","26.3","0.1","0.0","0.6","1.2","0.0","0.0","0.9"
"","low","1.1","0.8","10.0","0.0","0.3","0.3","1.2","0.0","0.1","0.9"
"Matt Barkley","BUF","5.5","3.0","25.8","0.0","0.2","0.6","0.9","0.0","0.1","0.6"
"","high","9.8","5.1","43.5","0.0","0.0","1.1","1.7","0.0","0.0","0.3"
"","low","1.2","0.8","8.1","0.0","0.5","0.1","0.2","0.0","0.1","0.3"
"Case Keenum","WAS","5.0","2.7","25.3","0.0","0.2","0.5","1.2","0.0","0.1","0.6"
"","high","8.7","4.8","43.4","0.0","0.1","1.0","1.9","0.0","0.0","0.1"
"","low","1.2","0.7","7.3","0.0","0.4","0.1","0.5","0.0","0.1","0.1"
"Brandon Allen","DEN","2.3","1.3","12.2","0.1","0.1","0.5","1.9","0.0","0.0","0.6"
"","high","3.4","1.9","15.8","0.1","0.1","0.8","2.5","0.0","0.0","0.7"
"","low","1.3","0.8","8.5","0.0","0.2","0.3","1.3","0.0","0.1","0.7"
"AJ McCarron","HOU","4.5","2.6","24.6","0.0","0.2","0.3","0.3","0.0","0.1","0.6"
"","high","7.6","4.3","38.9","0.0","0.0","0.6","0.5","0.0","0.0","0.4"
"","low","1.3","0.9","10.3","0.0","0.4","0.1","0.1","0.0","0.1","0.4"
"Josh Rosen","MIA","3.8","2.2","20.9","0.1","0.2","0.3","0.6","0.0","0.1","0.5"
"","high","6.3","3.5","31.5","0.1","0.1","0.4","0.8","0.0","0.0","0.7"
"","low","1.4","0.9","10.3","0.0","0.4","0.2","0.4","0.0","0.1","0.7"
"Will Grier","CAR","4.3","2.3","21.7","0.0","0.2","0.4","0.8","0.0","0.1","0.5"
"","high","7.5","4.1","36.8","0.0","0.0","0.8","1.6","0.0","0.0","0.3"
"","low","1.1","0.6","6.7","0.0","0.4","0.0","0.0","0.0","0.1","0.3"
"Brett Hundley","ARI","3.1","1.7","16.1","0.1","0.2","0.4","1.0","0.0","0.0","0.5"
"","high","4.9","2.7","23.5","0.1","0.1","0.6","1.0","0.0","0.0","0.6"
"","low","1.3","0.8","8.6","0.0","0.3","0.2","1.0","0.0","0.1","0.6"
"Cooper Rush","DAL","3.6","2.0","18.3","0.0","0.2","0.3","0.5","0.0","0.1","0.4"
"","high","6.0","3.4","29.8","0.0","0.0","0.4","0.7","0.0","0.0","0.3"
"","low","1.2","0.7","6.8","0.0","0.4","0.2","0.3","0.0","0.1","0.3"
"Garrett Gilbert","CLE","3.4","1.9","18.1","0.0","0.2","0.3","0.3","0.0","0.1","0.3"
"","high","6.0","3.4","29.8","0.0","0.0","0.4","0.3","0.0","0.0","0.3"
"","low","0.8","0.5","6.3","0.0","0.4","0.2","0.2","0.0","0.1","0.3"
"Brett Rypien","DEN","1.0","0.6","6.4","0.0","0.0","0.1","0.3","0.0","0.0","0.3"
"","high","1.0","0.6","6.4","0.0","0.0","0.1","0.3","0.0","0.0","0.3"
"","low","1.0","0.6","6.4","0.0","0.0","0.1","0.3","0.0","0.0","0.3"
"Tim Boyle","GB","1.2","0.8","6.6","0.0","0.0","0.2","0.2","0.0","0.0","0.3"
"","high","1.2","0.8","6.6","0.0","0.0","0.2","0.2","0.0","0.0","0.3"
"","low","1.2","0.8","6.6","0.0","0.0","0.2","0.2","0.0","0.0","0.3"
"DeShone Kizer","OAK","5.1","2.7","24.3","0.0","0.3","0.6","1.1","0.0","0.1","0.3"
"","high","5.1","2.7","24.3","0.0","0.3","0.6","1.1","0.0","0.1","0.0"
"","low","5.1","2.7","24.3","0.0","0.3","0.6","1.1","0.0","0.1","0.0"
"Ryan Finley","CIN","3.1","1.7","17.2","0.0","0.3","0.4","1.4","0.0","0.1","0.3"
"","high","4.8","2.6","26.2","0.0","0.1","0.7","2.0","0.0","0.0","0.2"
"","low","1.4","0.8","8.3","0.0","0.4","0.2","0.9","0.0","0.1","0.2"
"David Fales","NYJ","3.9","2.0","17.7","0.0","0.3","0.5","0.9","0.0","0.1","0.2"
"","high","6.6","3.4","27.9","0.0","0.1","0.8","1.0","0.0","0.0","0.2"
"","low","1.3","0.7","7.5","0.0","0.4","0.2","0.7","0.0","0.1","0.2"
"Colt McCoy","WAS","1.2","0.7","7.3","0.0","0.1","0.2","0.6","0.0","0.0","0.2"
"","high","1.2","0.7","7.3","0.0","0.1","0.2","0.6","0.0","0.0","0.2"
"","low","1.2","0.7","7.3","0.0","0.1","0.2","0.6","0.0","0.0","0.2"
"Jarrett Stidham","NE","1.2","0.7","7.0","0.0","0.2","0.9","1.2","0.0","0.1","0.0"
"","high","1.2","0.7","8.7","0.0","0.0","1.6","2.2","0.0","0.0","0.4"
"","low","1.2","0.6","5.3","0.0","0.4","0.2","0.2","0.0","0.1","0.4"
"Sean Mannion","MIN","1.1","0.7","6.6","0.0","0.2","1.0","1.2","0.0","0.1","0.0"
"","high","1.3","0.9","9.4","0.0","0.0","1.6","2.1","0.0","0.0","0.4"
"","low","0.9","0.5","3.8","0.0","0.4","0.3","0.2","0.0","0.1","0.4"
""
""
