"Rank","Tier","WSIS","Running Backs","Team","Opp","Best","Worst","Avg","Std Dev","Proj. Pts"
"27","undefined","","David Montgomery","CHI","vs. NO","19","35","27.6","2.7","10.3"
"28","undefined","","Jordan Howard","PHI","at DAL","21","34","27.8","3.2","9.7"
"29","undefined","","James White","NE","at NYJ","25","41","29.8","2.1","9.6"
"30","undefined","","LeSean McCoy","KC","at DEN","26","36","30.1","2.0","9.3"
"31","undefined","","Damien Williams","KC","at DEN","21","35","30.3","2.5","9.2"
"32","undefined","","Devin Singletary","BUF","vs. MIA","25","38","31.8","3.0","9.1"
"33","undefined","","Adrian Peterson","WAS","vs. SF","26","64","32.2","3.4","9.0"
"34","undefined","","Jamaal Williams","GB","vs. OAK","21","36","32.8","1.9","8.6"
"35","undefined","","Miles Sanders","PHI","at DAL","24","36","33.2","2.7","8.6"
"36","undefined","","Kenyan Drake","MIA","at BUF","31","46","36.4","1.5","8.2"
"37","undefined","","Chase Edmonds","ARI","at NYG","33","42","37.7","2.1","8.2"
"38","undefined","","Darrell Henderson","LAR","at ATL","31","46","38.5","2.7","7.9"
"39","undefined","","Duke Johnson","HOU","at IND","36","51","38.8","1.8","7.9"
"40","undefined","","Gus Edwards","BAL","at SEA","37","49","40.8","3.0","7.6"
"41","undefined","","Ito Smith","ATL","vs. LAR","39","46","41.4","1.3","7.4"
"42","undefined","","Tarik Cohen","CHI","vs. NO","33","52","42.5","3.7","6.8"
"43","undefined","","Alexander Mattison","MIN","at DET","37","55","44.3","2.4","6.5"
"44","undefined","","Mark Walton","MIA","at BUF","37","55","43.6","2.7","6.5"
"45","undefined","","Giovani Bernard","CIN","vs. JAC","39","52","46.9","1.6","6.1"
"46","undefined","","Nyheim Hines","IND","vs. HOU","46","55","49.8","2.4","5.9"
"47","undefined","","Tony Pollard","DAL","vs. PHI","46","59","50.7","2.9","5.5"
"48","undefined","","Dion Lewis","TEN","vs. LAC","43","55","50.7","2.2","5.6"
"49","undefined","","Wendell Smallwood","WAS","vs. SF","40","69","51.3","6.6","4.7"
"50","undefined","","Raheem Mostert","SF","at WAS","40","67","50.0","6.8","5.4"
"51","undefined","","DeAndre Washington","OAK","at GB","44","64","52.2","5.9","4.5"
"52","undefined","","Darrel Williams","KC","at DEN","43","62","53.1","3.8","4.4"
"53","undefined","","Brandon Bolden","NE","at NYJ","40","62","52.2","5.9","4.3"
"54","undefined","","Rashaad Penny","SEA","vs. BAL","39","67","52.1","7.3","4.3"
"55","undefined","","Rex Burkhead","NE ","at NYJ","37","66","55.1","5.8","4.2"
"56","undefined","","Justice Hill","BAL","at SEA","49","68","58.0","4.0","4.2"
"57","undefined","","Jordan Wilkins","IND","vs. HOU","47","66","56.2","4.8","4.1"
"58","undefined","","C.J. Prosise","SEA","vs. BAL","50","70","60.2","3.9","3.9"
"59","undefined","","Jalen Richard","OAK","at GB","54","66","59.1","2.5","3.9"
"60","undefined","","Kalen Ballage","MIA","at BUF","41","69","60.8","3.9","3.8"
"61","undefined","","Ty Johnson","DET","vs. MIN","50","69","62.6","5.5","3.4"
"62","undefined","","J.D. McKissic","DET","vs. MIN","50","68","59.9","4.0","3.4"
"63","undefined","","Wayne Gallman","NYG","vs. ARI","44","71","58.0","6.0","3.2"
"64","undefined","","Ryquell Armstead","JAC","at CIN","58","67","63.4","2.6","3.2"
"65","undefined","","Ty Montgomery","NYJ","vs. NE","48","70","63.3","4.8","3.1"
"66","undefined","","Boston Scott","PHI","at DAL","58","76","64.3","3.4","3.0"
"67","undefined","","Mike Davis","CHI","vs. NO","52","72","68.4","2.8","3.0"
"68","undefined","","Dwayne Washington","NO","at CHI","46","78","66.4","8.2","2.8"
"69","undefined","","Elijhaa Penny","NYG","vs. ARI","67","78","70.0","2.4","2.8"
"70","undefined","","Bilal Powell","NYJ","vs. NE","67","76","71.2","2.2","2.8"
"71","undefined","","Ameer Abdullah","MIN","at DET","70","77","74.1","1.9","2.8"
"72","undefined","","Jeff Wilson","SF","at WAS","40","73","69.4","5.3","2.6"
"73","undefined","","Tavon Austin","DAL","vs. PHI","44","79","57.3","12.2","0"
"74","undefined","","CJ Ham","MIN","at DET","71","80","76.2","2.4","2.2"
"75","undefined","","Zach Line","NO","at CHI","50","83","76.8","3.1","2.2"
"76","undefined","","John Kelly","LAR","at ATL","65","81","75.2","2.8","1.9"
"77","undefined","","T.J. Yeldon","BUF ","vs. MIA","53","70","65.7","3.2","2.3"
"78","undefined","","Derek Watt","LAC","at TEN","48","84","78.5","3.6","1.9"
"79","undefined","","Javorius Allen","NYG","vs. ARI","60","78","74.8","2.5","1.7"
"80","undefined","","Dan Vitale","GB","vs. OAK","51","88","82.1","4.5","1.6"
"81","undefined","","Zach Zenner","NO","at CHI","58","80","67.8","7.5","1.5"
"82","undefined","","Troymaine Pope","LAC","at TEN","74","84","79.6","2.3","1.5"
"83","undefined","","Trayveon Williams","CIN","vs. JAC","72","87","80.5","3.2","1.4"
"84","undefined","","Jonathan Hilliman","NYG","vs. ARI","62","77","72.6","3.7","1.4"
"85","undefined","","Devontae Booker","DEN","vs. KC","73","92","82.7","5.1","1.3"
"86","undefined","","Patrick DiMarco","BUF","vs. MIA","74","91","83.8","5.5","1.2"
"87","undefined","","Mike Boone","MIN","at DET","49","86","83.4","2.7","1.1"
"88","undefined","","Jamize Olawale","DAL","vs. PHI","78","93","86.4","4.0","1.0"
"89","undefined","","Andy Janovich","DEN","vs. KC","79","94","87.6","5.4","1.0"
"90","undefined","","Brian Hill","ATL","vs. LAR","74","88","86.0","1.7","0.9"
"91","undefined","","Damien Harris","NE","at NYJ","81","87","86.0","1.5","0.9"
"92","undefined","","Travis Homer","SEA","vs. BAL","85","90","87.8","1.8","0.9"
"93","undefined","","Anthony Sherman","KC","at DEN","76","94","89.2","5.7","0.8"
"94","undefined","","Nick Bawden","DET ","vs. MIN","79","94","84.3","6.8","0.8"
"95","undefined","","Qadree Ollison","ATL ","vs. LAR","86","90","88.8","1.6","0.8"
""
""
