"Player","Team","SACK","INT","FR","FF","TD","SAFETY","PA","YDS_AGN","FPTS"
"","high","3.4","0.9","1.0","1.3","0.2","0.0","20.0","321.0","8.6"
"","low","2.4","0.6","0.5","0.6","0.0","0.0","16.6","343.6","6.3"
"Atlanta Falcons","","3.4","1.0","0.6","0.9","0.2","0.1","22.5","349.0","7.6"
"","high","4.4","1.3","0.8","0.9","0.2","0.1","25.5","330.0","11.0"
"","low","2.2","0.7","0.5","0.9","0.1","0.0","20.5","368.0","7.0"
"Houston Texans","","2.5","0.9","0.5","1.0","0.2","0.0","16.9","323.1","7.5"
"","high","3.4","1.2","0.7","1.0","0.2","0.1","18.5","309.0","8.7"
"","low","1.8","0.7","0.4","0.9","0.1","0.0","15.7","337.3","7.1"
"Baltimore Ravens","","2.6","0.9","0.6","1.0","0.1","0.0","18.2","319.7","7.5"
"","high","3.3","1.2","0.7","1.0","0.2","0.0","19.0","302.0","8.2"
"","low","2.2","0.7","0.5","0.9","0.1","0.0","17.2","337.4","6.8"
"Carolina Panthers","","3.1","0.9","0.7","1.2","0.1","0.0","25.3","358.9","7.3"
"","high","3.6","1.0","1.0","1.4","0.2","0.0","27.5","358.9","8.8"
"","low","2.5","0.7","0.6","0.9","0.0","0.0","22.6","359.0","5.6"
"Los Angeles Rams","","3.3","0.6","0.7","1.1","0.2","0.0","22.2","361.4","7.0"
"","high","3.9","0.8","1.0","1.4","0.2","0.1","23.8","342.0","8.8"
"","low","2.9","0.5","0.5","0.8","0.1","0.0","20.9","380.8","5.8"
"Oakland Raiders","","3.0","0.8","0.7","0.9","0.1","0.1","23.5","340.7","6.8"
"","high","4.2","1.0","0.9","0.9","0.2","0.1","25.3","339.0","8.7"
"","low","2.4","0.4","0.6","0.9","0.0","0.0","21.7","342.5","5.8"
"New Orleans Saints","","2.8","0.8","0.7","1.2","0.2","0.0","20.2","350.3","6.8"
"","high","3.2","1.3","1.0","1.3","0.3","0.0","21.0","332.0","9.0"
"","low","2.1","0.5","0.5","1.1","0.0","0.0","19.0","368.5","6.0"
"Miami Dolphins","","2.6","1.0","0.5","0.7","0.1","0.1","24.6","329.7","6.7"
"","high","2.9","1.5","0.6","0.7","0.2","0.1","25.5","316.0","7.4"
"","low","2.2","0.9","0.3","0.6","0.1","0.0","23.3","343.4","6.3"
"Denver Broncos","","3.0","0.7","0.6","0.8","0.1","0.0","24.2","357.0","6.4"
"","high","3.3","1.0","0.7","0.9","0.2","0.0","26.0","339.0","7.9"
"","low","2.6","0.6","0.5","0.7","0.1","0.0","21.3","375.0","5.9"
"Jacksonville Jaguars","","2.5","0.9","0.6","0.9","0.1","0.0","22.2","368.8","6.3"
"","high","3.6","1.1","0.7","1.0","0.2","0.0","23.0","366.0","7.4"
"","low","2.1","0.7","0.4","0.8","0.1","0.0","20.4","371.7","5.9"
"Cincinnati Bengals","","2.4","0.9","0.5","0.7","0.1","0.0","23.5","387.4","6.2"
"","high","2.9","1.0","0.6","0.9","0.2","0.0","26.5","377.9","7.4"
"","low","1.9","0.8","0.3","0.4","0.0","0.0","18.9","397.0","5.7"
"Tampa Bay Buccaneers","","2.3","0.7","0.7","1.3","0.1","0.1","22.7","319.9","6.0"
"","high","2.9","0.9","1.1","1.4","0.2","0.1","23.8","312.0","6.8"
"","low","1.8","0.5","0.5","1.1","0.1","0.0","22.0","327.9","5.5"
"New York Giants","","2.4","0.7","0.6","1.0","0.1","0.0","26.8","347.8","5.8"
"","high","2.7","0.9","0.9","1.2","0.2","0.0","28.3","333.6","6.5"
"","low","2.0","0.6","0.4","0.7","0.0","0.0","24.0","362.0","5.1"
"Chicago Bears","","2.2","0.8","0.6","0.9","0.1","0.0","20.4","370.0","5.8"
"","high","3.5","1.0","0.8","1.1","0.2","0.0","23.0","348.0","6.7"
"","low","1.3","0.6","0.5","0.7","0.1","0.0","17.4","391.9","5.3"
"San Francisco 49ers","","2.3","0.6","0.6","1.1","0.1","0.0","22.3","356.8","5.7"
"","high","3.5","0.8","0.9","1.2","0.2","0.0","23.6","316.0","7.6"
"","low","1.3","0.4","0.5","0.9","0.1","0.0","18.7","397.5","4.9"
"New England Patriots","","2.0","0.8","0.6","1.2","0.1","0.0","21.0","391.0","5.7"
"","high","2.9","1.1","1.0","1.4","0.2","0.1","23.3","354.0","6.8"
"","low","1.3","0.6","0.5","1.0","0.0","0.0","17.0","428.0","5.0"
"Seattle Seahawks","","1.9","0.8","0.7","1.3","0.1","0.0","22.7","377.6","5.7"
"","high","2.8","0.9","1.3","1.7","0.2","0.0","24.3","369.0","7.0"
"","low","1.4","0.7","0.5","0.8","0.0","0.0","19.6","386.1","5.7"
"Arizona Cardinals","","1.9","0.8","0.6","1.0","0.2","0.0","21.9","323.9","5.6"
"","high","2.9","1.0","0.6","1.0","0.2","0.1","23.5","316.7","7.0"
"","low","1.0","0.6","0.6","0.9","0.1","0.0","19.1","331.0","4.1"
"Kansas City Chiefs","","2.0","0.8","0.5","0.8","0.2","0.0","24.7","364.9","5.6"
"","high","2.6","0.9","0.7","0.9","0.2","0.0","26.3","350.8","6.8"
"","low","1.6","0.5","0.3","0.8","0.1","0.0","22.9","379.0","4.0"
"Tennessee Titans","","2.2","0.7","0.6","0.8","0.1","0.0","20.6","343.8","5.5"
"","high","3.4","0.9","0.8","1.1","0.2","0.0","22.5","326.0","6.4"
"","low","1.7","0.4","0.4","0.5","0.1","0.0","17.9","361.5","5.5"
"Detroit Lions","","2.2","0.6","0.7","1.1","0.1","0.0","26.7","386.6","5.4"
"","high","2.9","0.7","1.1","1.5","0.2","0.1","28.3","377.1","6.1"
"","low","1.7","0.4","0.5","0.7","0.0","0.0","23.1","396.0","4.4"
"Buffalo Bills","","2.1","0.7","0.5","0.9","0.1","0.0","23.5","372.3","5.3"
"","high","2.6","0.8","0.8","1.1","0.2","0.0","25.0","365.0","6.4"
"","low","1.7","0.4","0.4","0.6","0.0","0.0","19.1","379.6","4.5"
"Washington Redskins","","2.6","0.5","0.5","0.9","0.1","0.0","26.3","361.6","5.2"
"","high","3.1","0.7","0.7","0.9","0.1","0.0","27.3","356.0","5.9"
"","low","2.2","0.3","0.3","0.8","0.0","0.0","24.3","367.2","3.8"
""
""
