"Rank","Tier","WSIS","Wide Receivers","Team","Opp","Best","Worst","Avg","Std Dev","Proj. Pts"
"45","undefined","","Dede Westbrook","JAC","vs. LAC","36","50","46.0","3.1","7.1"
"46","undefined","","Emmanuel Sanders","SF","at NO","29","52","46.8","3.0","6.7"
"47","undefined","","Darius Slayton","NYG","at PHI","42","62","47.2","4.1","6.6"
"48","undefined","","Golden Tate","NYG","at PHI","29","68","47.5","8.3","6.7"
"49","undefined","","Sammy Watkins","KC","at NE","43","56","49.0","3.3","6.5"
"50","undefined","","Cole Beasley","BUF","vs. BAL","39","57","50.7","2.3","6.5"
"51","undefined","","Larry Fitzgerald","ARI","vs. PIT","39","63","52.7","3.2","6.5"
"52","undefined","","Diontae Johnson","PIT","at ARI","33","68","54.3","5.0","6.5"
"53","undefined","","Randall Cobb","DAL","at CHI","41","67","54.9","3.7","6.4"
"54","undefined","","Corey Davis","TEN","at OAK","45","63","55.2","3.0","6.1"
"55","undefined","","Auden Tate","CIN","at CLE","49","65","56.3","3.1","6.1"
"56","undefined","","Allen Hurns","MIA","at NYJ","53","67","57.5","2.8","5.8"
"57","undefined","","Russell Gage","ATL","vs. CAR","49","67","57.5","4.9","5.9"
"58","undefined","","Chris Conley","JAC","vs. LAC","48","65","58.4","2.9","5.8"
"59","undefined","","Allen Lazard","GB","vs. WAS","28","73","59.9","5.2","5.6"
"60","undefined","","Kenny Stills","HOU","vs. DEN","32","69","54.1","9.9","5.5"
"61","undefined","","Demaryius Thomas","NYJ ","vs. MIA","55","76","63.8","4.0","5.4"
"62","undefined","","Mohamed Sanu","NE ","vs. KC","53","83","66.3","6.3","5.5"
"63","undefined","","Phillip Dorsett","NE","vs. KC","60","81","65.4","5.3","5.3"
"64","undefined","","Danny Amendola","DET","at MIN","57","78","72.4","2.8","5.2"
"65","undefined","","Kelvin Harmon","WAS","at GB","55","82","68.9","6.2","5.0"
"66","undefined","","Albert Wilson","MIA","at NYJ","49","79","71.4","5.6","5.0"
"67","undefined","","Ted Ginn","NO","vs. SF","61","84","68.1","6.1","4.9"
"68","undefined","","John Ross","CIN","at CLE","51","97","69.7","12.7","4.7"
"69","undefined","","Mecole Hardman","KC","at NE","62","88","69.8","6.1","4.7"
"70","undefined","","Nelson Agholor","PHI","vs. NYG","56","86","66.3","5.3","4.7"
"71","undefined","","Kendrick Bourne","SF","at NO","66","80","71.9","3.7","4.6"
"72","undefined","","Tim Patrick","DEN","at HOU","64","91","76.6","5.6","4.4"
"73","undefined","","Jakobi Meyers","NE","vs. KC","59","87","73.1","6.7","4.4"
"74","undefined","","Josh Gordon","SEA","at LAR","63","93","73.8","8.2","4.4"
"75","undefined","","Olabisi Johnson","MIN","vs. DET","56","87","80.6","5.9","4.2"
"76","undefined","","Will Fuller","HOU ","vs. DEN","21","101","41.9","23.1","5.3"
"77","undefined","","Zay Jones","OAK","vs. TEN","65","89","79.7","4.8","4.3"
"78","undefined","","Marcus Johnson","IND","at TB","64","84","76.1","4.2","4.2"
"79","undefined","","Demarcus Robinson","KC","at NE","65","103","80.5","7.6","4.3"
"80","undefined","","Parris Campbell","IND","at TB","44","126","74.3","18.5","3.9"
"81","undefined","","Geronimo Allison","GB","vs. WAS","63","91","81.2","5.2","4.1"
"82","undefined","","Willie Snead","BAL","at BUF","68","98","86.5","5.7","3.8"
"83","undefined","","Tre'Quan Smith","NO","vs. SF","72","94","82.4","5.4","3.8"
"84","undefined","","Alex Erickson","CIN","at CLE","66","123","87.6","14.1","3.8"
"85","undefined","","Breshad Perriman","TB","vs. IND","66","89","77.8","4.9","3.8"
"86","undefined","","Javon Wims","CHI","vs. DAL","65","90","80.3","6.9","3.5"
"87","undefined","","J.J. Arcega-Whiteside","PHI","vs. NYG","74","116","88.6","8.5","3.4"
"88","undefined","","Isaiah McKenzie","BUF","vs. BAL","71","92","85.6","4.4","3.5"
"89","undefined","","Marquez Valdes-Scantling","GB","vs. WAS","70","107","92.9","5.2","3.4"
"90","undefined","","Jarius Wright","CAR","at ATL","88","115","94.7","6.1","3.3"
"91","undefined","","Andy Isabella","ARI","vs. PIT","82","105","92.3","4.1","3.3"
"92","undefined","","Josh Reynolds","LAR","vs. SEA","86","109","94.1","5.2","3.2"
"93","undefined","","Kalif Raymond","TEN","at OAK","77","104","94.7","6.7","3.2"
"94","undefined","","Christian Blake","ATL","vs. CAR","74","107","87.2","8.8","2.9"
"95","undefined","","N'Keal Harry","NE","vs. KC","80","119","95.5","10.7","3.1"
"96","undefined","","Pharoh Cooper","ARI","vs. PIT","73","105","92.5","8.8","3.1"
"97","undefined","","Rashard Higgins","CLE","vs. CIN","72","120","100.9","9.5","2.9"
"98","undefined","","David Moore","SEA","at LAR","81","106","97.8","4.1","2.7"
"99","undefined","","Greg Ward","PHI","vs. NYG","73","107","95.4","7.0","2.7"
"100","undefined","","Laquon Treadwell","MIN","vs. DET","87","115","103.0","6.4","2.7"
"101","undefined","","Keelan Cole","JAC","vs. LAC","96","112","101.9","4.1","2.7"
"102","undefined","","Seth Roberts","BAL","at BUF","78","119","104.1","6.0","2.6"
"103","undefined","","DaeSean Hamilton","DEN","at HOU","83","124","107.4","6.0","2.6"
"104","undefined","","Cody Latimer","NYG","at PHI","97","124","105.0","6.6","2.6"
"105","undefined","","Miles Boykin","BAL","at BUF","89","121","109.1","7.0","2.6"
"106","undefined","","Tavon Austin","DAL","at CHI","62","114","98.3","7.8","2.5"
"107","undefined","","Keelan Doss","OAK","vs. TEN","71","109","93.3","11.5","2.4"
"108","undefined","","Steven Sims","WAS","at GB","78","118","102.1","13.1","2.5"
"109","undefined","","Justin Hardy","ATL","vs. CAR","97","130","112.7","7.6","2.5"
"110","undefined","","Tevin Jones","PIT","at ARI","76","101","90.9","8.9","2.5"
"111","undefined","","Andre Patton","LAC","at JAC","84","112","104.7","5.8","2.3"
"112","undefined","","KeeSean Johnson","ARI","vs. PIT","92","142","116.3","13.7","2.1"
"113","undefined","","Cordarrelle Patterson","CHI","vs. DAL","82","125","112.8","7.0","2.3"
"114","undefined","","Deon Cain","PIT","at ARI","90","127","112.8","6.1","2.0"
"115","undefined","","Robert Foster","BUF","vs. BAL","103","115","112.0","2.3","2.2"
"116","undefined","","Jesper Horsted","CHI","vs. DAL","43","83","67.8","15.1","1.9"
"117","undefined","","Jake Kumerow","GB","vs. WAS","98","133","118.4","9.2","1.8"
"118","undefined","","Vyncint Smith","NYJ","vs. MIA","100","112","107.2","3.7","2.1"
"119","undefined","","Ashton Dulin","IND","at TB","76","123","107.5","9.4","1.9"
"120","undefined","","Tajae Sharpe","TEN ","at OAK","89","138","114.9","15.0","2.0"
"121","undefined","","Isaiah Ford","MIA","at NYJ","108","125","120.0","3.5","1.5"
"122","undefined","","Marcell Ateman","OAK","vs. TEN","102","116","114.3","2.2","1.7"
"123","undefined","","Keke Coutee","HOU","vs. DEN","70","147","115.0","26.7","1.4"
"124","undefined","","Diontae Spencer","DEN","at HOU","109","122","115.3","4.4","1.6"
"125","undefined","","Malik Turner","SEA","at LAR","116","134","124.1","4.7","1.6"
"126","undefined","","Khadarel Hodge","CLE","vs. CIN","106","138","126.3","7.6","1.3"
"127","undefined","","Cody Hollister","TEN","at OAK","97","113","107.8","6.4","1.5"
"128","undefined","","Braxton Berrios","NYJ","vs. MIA","121","135","128.3","3.4","1.4"
"129","undefined","","Johnny Holton","PIT","at ARI","105","131","124.0","5.5","1.1"
"130","undefined","","Jaron Brown","SEA","at LAR","114","130","124.4","5.6","1.1"
"131","undefined","","DeAndre Carter","HOU","vs. DEN","117","133","125.2","6.9","0.6"
"132","undefined","","Richie James","SF","at NO","120","155","132.5","11.9","1.1"
"133","undefined","","Trevor Davis","MIA","at NYJ","126","130","128.4","1.4","1.1"
"134","undefined","","Damiere Byrd","ARI","vs. PIT","105","138","131.2","7.6","1.3"
"135","undefined","","Justin Watson","TB","vs. IND","124","137","132.4","4.4","1.0"
"136","undefined","","Marquise Goodwin","SF ","at NO","113","143","133.2","5.5","1.1"
"137","undefined","","Fred Brown","DEN","at HOU","117","149","130.0","12.0","0.6"
"138","undefined","","Cam Sims","WAS","at GB","126","145","136.8","6.2","0.7"
"139","undefined","","Michael Walker","JAC","vs. LAC","118","128","124.3","4.5","1.0"
"140","undefined","","Andre Roberts","BUF","vs. BAL","127","156","139.6","9.5","0.6"
"141","undefined","","Chad Williams","IND","at TB","121","139","128.3","7.7","0.7"
"142","undefined","","Chris Moore","BAL","at BUF","136","143","140.0","2.7","0.5"
"143","undefined","","Cedrick Wilson","DAL","at CHI","120","125","122.5","2.5","0.6"
"144","undefined","","Krishawn Hogan","NO","vs. SF","130","148","141.0","7.0","0.5"
"145","undefined","","Scott Miller","TB","vs. IND","116","157","141.3","18.1","0.2"
"146","undefined","","Cody Core","NYG","at PHI","139","144","141.3","2.1","0.4"
"147","undefined","","Dante Pettis","SF ","at NO","141","149","143.7","3.8","0.4"
"148","undefined","","Duke Williams","BUF","vs. BAL","131","152","144.0","9.3","0.3"
"149","undefined","","Taywan Taylor","CLE","vs. CIN","143","147","144.7","1.7","0.4"
"150","undefined","","Ventell Bryant","DAL","at CHI","135","146","140.5","5.5","0.5"
"151","undefined","","Mack Hollins","MIA","at NYJ","139","154","147.0","6.2","0.4"
"152","undefined","","Riley Ridley","CHI","vs. DAL","140","151","147.0","5.0","0.4"
"153","undefined","","Stanley Morgan Jr.","CIN","at CLE","144","152","149.0","3.6","0.3"
"154","undefined","","Chris Lacy","DET","at MIN","145","158","150.0","5.7","0.3"
"155","undefined","","Byron Pringle","KC","at NE","145","154","150.7","4.0","0.2"
"156","undefined","","Mike Thomas","LAR","vs. SEA","142","158","151.7","6.9","0.2"
"157","undefined","","Damion Ratley","CLE","vs. CIN","146","159","153.7","5.6","0.2"
"158","undefined","","Greg Dortch","CAR","at ATL","150","153","151.5","1.5","0.3"
"159","undefined","","Trent Sherfield","ARI","vs. PIT","148","160","155.0","5.1","0.1"
""
""
