"Player","Team","ATT","YDS","TDS","REC","YDS","TDS","FL","FPTS"
"Dontrell Hilliard","CLE","3.5","13.2","0.0","1.2","9.2","0.0","0.0","2.5"
"Elijhaa Penny","NYG","4.1","16.6","0.0","0.7","4.9","0.0","0.0","2.4"
"Ryquell Armstead","JAC","3.8","13.8","0.1","1.0","6.0","0.0","0.0","2.4"
"Justice Hill","BAL","3.3","13.3","0.1","1.0","6.3","0.0","0.0","2.4"
"Ty Montgomery","NYJ","3.5","13.1","0.1","1.1","6.8","0.0","0.0","2.2"
"C.J. Prosise","SEA","3.3","9.5","0.0","1.3","8.2","0.0","0.0","2.1"
"J.D. McKissic","DET","2.0","11.0","0.0","0.9","6.6","0.0","0.0","2.0"
"Darrel Williams","KC","3.0","10.7","0.1","0.9","5.3","0.0","0.0","1.9"
"Reggie Bonnafon","CAR","2.8","11.0","0.1","0.4","2.7","0.0","0.0","1.8"
"Wendell Smallwood","WAS","2.5","8.9","0.1","0.8","4.0","0.0","0.0","1.6"
"Tra Carson","GB","1.7","6.1","0.0","0.8","5.2","0.0","0.0","1.4"
"Jeff Wilson","SF","2.2","6.7","0.1","0.4","1.5","0.0","0.0","1.2"
"Ameer Abdullah","MIN","2.0","6.9","0.0","0.7","3.7","0.0","0.0","1.1"
"D'Ernest Johnson","CLE","1.2","4.7","0.0","0.8","4.6","0.0","0.0","1.1"
"Jakob Johnson","NE","0.7","3.0","0.0","1.1","7.0","0.0","0.0","1.0"
"Alex Armah","CAR","0.8","3.6","0.1","0.5","2.2","0.0","0.0","1.0"
"Qadree Ollison","ATL","1.5","5.4","0.1","0.4","1.2","0.0","0.0","0.9"
"CJ Ham","MIN","0.5","1.8","0.0","1.0","6.6","0.0","0.0","0.9"
"Boston Scott","PHI","1.6","5.3","0.0","0.4","1.5","0.0","0.0","0.9"
"Dan Vitale","GB","0.6","2.0","0.0","0.7","6.4","0.0","0.0","0.8"
"Travis Homer","SEA","1.1","4.5","0.0","0.2","1.5","0.0","0.0","0.8"
"T.J. Logan","TB","0.8","3.0","0.0","0.3","1.9","0.0","0.0","0.7"
"Dwayne Washington","NO","2.3","6.2","0.0","0.4","0.6","0.0","0.0","0.7"
"Andy Janovich","DEN","0.5","1.7","0.0","0.6","3.2","0.0","0.0","0.7"
"Mike Boone","MIN","1.3","5.3","0.0","0.3","1.1","0.0","0.0","0.6"
"Derek Watt","LAC","1.0","3.6","0.0","0.4","2.5","0.0","0.0","0.6"
"Bilal Powell","NYJ","1.2","4.8","0.0","0.4","1.5","0.0","0.0","0.6"
"Devontae Booker","DEN","1.0","4.1","0.0","0.4","2.0","0.0","0.0","0.6"
"Zach Line","NO","0.6","2.3","0.0","0.5","2.0","0.0","0.0","0.6"
"Trayveon Williams","CIN","0.7","2.5","0.1","0.1","0.5","0.0","0.0","0.6"
"John Kelly","LAR","1.3","4.2","0.0","0.4","1.4","0.0","0.0","0.6"
"Anthony Sherman","KC","0.5","1.3","0.0","0.4","2.9","0.0","0.0","0.6"
"Buddy Howell","HOU","0.9","4.1","0.0","0.1","1.1","0.0","0.0","0.5"
"Taiwan Jones","HOU","0.7","3.7","0.0","0.1","1.1","0.0","0.0","0.5"
"Brian Hill","ATL","0.9","3.7","0.0","0.2","0.9","0.0","0.0","0.5"
"Darwin Thompson","KC","0.9","2.9","0.0","0.2","0.6","0.0","0.0","0.5"
"Justin Jackson","LAC","1.9","2.8","0.0","0.3","1.3","0.0","0.0","0.4"
"Nick Bawden","DET","0.4","1.5","0.0","0.4","2.6","0.0","0.0","0.4"
"Patrick Laird","MIA","0.7","3.0","0.0","0.1","1.0","0.0","0.0","0.4"
"Tyler Ervin","JAC","0.6","1.6","0.0","0.5","2.2","0.0","0.0","0.4"
"Patrick Ricard","BAL","0.1","0.3","0.0","0.3","1.3","0.0","0.0","0.4"
"Jamize Olawale","DAL","0.4","1.2","0.0","0.5","1.9","0.0","0.0","0.3"
"Myles Gaskin","MIA","0.4","1.5","0.0","0.2","1.5","0.0","0.0","0.3"
"Trey Edmunds","PIT","1.1","2.8","0.0","0.3","0.9","0.0","0.0","0.3"
"Troymaine Pope","LAC","0.9","2.5","0.0","0.2","0.9","0.0","0.0","0.3"
"Jordan Scarlett","CAR","0.8","2.5","0.0","0.3","0.8","0.0","0.0","0.3"
"Kenjon Barner","ATL","1.1","2.8","0.0","0.7","1.0","0.0","0.0","0.3"
"Roosevelt Nix","PIT","1.0","2.6","0.0","0.3","0.8","0.0","0.0","0.3"
"Detrez Newsome","LAC","0.9","2.4","0.0","0.4","0.7","0.0","0.0","0.3"
"Trenton Cannon","NYJ","0.5","1.5","0.0","0.4","1.5","0.0","0.0","0.3"
"Elijah Holyfield","CAR","0.8","2.1","0.0","0.3","0.9","0.0","0.0","0.3"
"D.J. Foster","ARI","0.6","1.8","0.0","0.3","0.4","0.0","0.0","0.2"
"Paul Perkins","DET","0.3","1.3","0.0","0.0","0.2","0.0","0.0","0.2"
"Cullen Gillaspia","HOU","0.3","1.1","0.0","0.2","0.8","0.0","0.0","0.2"
"Keith Smith","ATL","0.4","1.3","0.0","0.2","0.7","0.0","0.0","0.2"
"Dexter Williams","GB","0.5","1.5","0.0","0.2","0.6","0.0","0.0","0.2"
"Samaje Perine","CIN","0.2","1.1","0.0","0.1","0.6","0.0","0.0","0.2"
"Nick Bellore","SEA","0.1","1.0","0.0","0.1","0.0","0.0","0.0","0.1"
"Tavon Austin","DAL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
""
""
