"Rank","Tier","WSIS","Wide Receivers","Team","Opp","Best","Worst","Avg","Std Dev","Proj. Pts"
"70","undefined","","Anthony Miller","CHI","at OAK","54","81","69.6","4.6","4.1"
"71","undefined","","Hunter Renfrow","OAK","vs. CHI","61","86","77.7","5.5","4.0"
"72","undefined","","Mack Hollins","PHI","vs. NYJ","56","81","74.0","4.4","3.8"
"73","undefined","","Trent Sherfield","ARI","at CIN","55","76","71.4","4.5","3.8"
"74","undefined","","Deon Cain","IND","at KC","56","94","75.7","8.0","3.8"
"75","undefined","","Miles Boykin","BAL","at PIT","67","92","77.2","8.0","3.5"
"76","undefined","","DaeSean Hamilton","DEN","at LAC","72","89","79.3","5.0","3.5"
"77","undefined","","Antonio Callaway","CLE","at SF","57","100","78.7","11.4","3.4"
"78","undefined","","Chester Rogers","IND","at KC","55","89","79.1","7.6","3.4"
"79","undefined","","Devin Smith","DAL","vs. GB","62","99","77.4","10.8","3.4"
"80","undefined","","Javon Wims","CHI","at OAK","55","99","82.3","12.8","3.4"
"81","undefined","","Kenny Stills","HOU","vs. ATL","44","109","73.7","15.9","3.3"
"82","undefined","","Zay Jones","BUF","at TEN","68","91","81.8","5.5","3.3"
"83","undefined","","David Moore","SEA","vs. LAR","74","92","82.1","3.9","3.3"
"84","undefined","","Cordarrelle Patterson","CHI","at OAK","67","96","83.3","6.6","3.2"
"85","undefined","","Jarius Wright","CAR","vs. JAC","74","95","86.3","5.6","3.2"
"86","undefined","","Richie James","SF","vs. CLE","65","99","90.3","5.8","3.1"
"87","undefined","","Jaron Brown","SEA","vs. LAR","76","91","84.1","3.9","3.0"
"88","undefined","","Darius Slayton","NYG","vs. MIN","71","101","88.1","7.1","3.0"
"89","undefined","","Andy Isabella","ARI","at CIN","70","102","89.0","8.0","2.9"
"90","undefined","","Damion Ratley","CLE","at SF","76","97","85.2","7.1","2.9"
"91","undefined","","Jake Kumerow","GB","at DAL","66","89","77.8","6.5","2.9"
"92","undefined","","Alex Erickson","CIN","vs. ARI","78","103","95.5","5.9","2.8"
"93","undefined","","Damion Willis","CIN","vs. ARI","81","119","99.5","8.7","2.8"
"94","undefined","","Seth Roberts","BAL","at PIT","89","106","96.5","5.4","2.8"
"95","undefined","","Isaiah McKenzie","BUF","at TEN","82","112","96.7","10.1","2.7"
"96","undefined","","Tajae Sharpe","TEN","vs. BUF","86","100","92.9","4.4","2.7"
"97","undefined","","Tre'Quan Smith","NO","vs. TB","77","104","90.0","8.5","2.5"
"98","undefined","","Cody Latimer","NYG","vs. MIN","87","107","96.4","7.5","2.5"
"99","undefined","","Olabisi Johnson","MIN","at NYG","78","110","101.6","6.5","2.5"
"100","undefined","","J.J. Arcega-Whiteside","PHI","vs. NYJ","88","115","99.8","8.9","2.4"
"101","undefined","","Josh Reynolds","LAR","at SEA","80","112","97.8","7.9","2.4"
"102","undefined","","Jakobi Meyers","NE","at WAS","83","121","103.7","9.2","2.3"
"103","undefined","","Pharoh Cooper","ARI","at CIN","84","107","90.2","7.7","2.2"
"104","undefined","","Travis Benjamin","LAC","vs. DEN","68","119","92.0","17.9","2.1"
"105","undefined","","Marqise Lee","JAC","at CAR","93","120","104.5","9.3","2.3"
"106","undefined","","Kelvin Harmon","WAS","vs. NE","98","114","105.8","5.4","2.2"
"107","undefined","","Justin Hardy","ATL","at HOU","87","122","107.3","8.6","2.0"
"108","undefined","","Kendrick Bourne","SF","vs. CLE","82","113","103.3","8.0","2.2"
"109","undefined","","J.J. Nelson","OAK","vs. CHI","80","124","107.8","13.9","2.0"
"110","undefined","","Geremy Davis","LAC","vs. DEN","80","105","92.8","10.3","2.1"
"111","undefined","","Keelan Doss","OAK","vs. CHI","85","107","96.2","7.2","1.8"
"112","undefined","","Ryan Switzer","PIT","vs. BAL","102","121","113.6","6.3","1.9"
"113","undefined","","Andre Patton","LAC","vs. DEN","97","105","101.3","3.0","1.7"
"114","undefined","","Trevor Davis","OAK","vs. CHI","91","116","108.2","8.4","1.8"
"115","undefined","","Bobo Wilson","TB","at NO","84","130","113.3","12.3","1.7"
"116","undefined","","Justin Watson","TB","at NO","101","131","115.3","12.9","1.6"
"117","undefined","","Damiere Byrd","ARI","at CIN","98","117","105.5","7.0","1.7"
"118","undefined","","Braxton Berrios","NYJ","at PHI","95","122","111.8","9.0","1.4"
"119","undefined","","Scott Miller","TB","at NO","95","132","108.3","14.9","1.4"
"120","undefined","","Allen Lazard","GB","at DAL","108","111","108.8","1.3","1.3"
"121","undefined","","Darrius Shepherd","GB","at DAL","106","131","115.6","9.3","1.4"
"122","undefined","","Johnny Holton","PIT","vs. BAL","111","114","112.5","1.1","1.7"
"123","undefined","","Keelan Cole","JAC","at CAR","103","126","119.0","8.5","1.0"
"124","undefined","","Demaryius Thomas","NYJ","at PHI","95","135","116.0","15.3","1.1"
"125","undefined","","Malik Turner","SEA","vs. LAR","117","121","118.8","1.5","1.2"
"126","undefined","","Austin Carr","NO","vs. TB","115","124","119.8","4.3","1.0"
"127","undefined","","Josh Bellamy","NYJ","at PHI","113","123","119.3","4.5","0.6"
"128","undefined","","Tavon Austin","DAL","vs. GB","113","128","124.3","6.5","0.6"
"129","undefined","","Darius Jennings","TEN","vs. BUF","122","129","124.3","2.8","0.9"
"130","undefined","","Andre Roberts","BUF","at TEN","124","133","127.0","3.2","0.9"
"131","undefined","","Taywan Taylor","CLE","at SF","121","127","124.3","2.5","0.9"
"132","undefined","","Russell Gage","ATL","at HOU","126","132","129.2","2.3","0.6"
"133","undefined","","Chris Moore","BAL","at PIT","116","133","126.3","7.4","0.9"
"134","undefined","","DeAndre Carter","HOU","vs. ATL","127","131","128.8","1.5","0.6"
"135","undefined","","Byron Pringle","KC","vs. IND","123","126","124.5","1.5","0.6"
"136","undefined","","Deonte Harris","NO","vs. TB","125","134","129.5","4.5","0.5"
"137","undefined","","Laquon Treadwell","MIN","at NYG","128","134","131.7","2.6","0.5"
"138","undefined","","Donte Moncrief","PIT","vs. BAL","132","136","134.0","2.0","0.3"
""
""
