"Player","Team","ATT","CMP","YDS","TDS","INTS","ATT","YDS","TDS","FL","FPTS"
"Daniel Jones","NYG","34.2","20.2","223.1","0.9","1.2","4.1","20.4","0.1","0.2","12.1"
"Sam Darnold","NYJ","34.2","21.5","218.7","1.1","1.1","2.3","8.0","0.1","0.2","11.9"
"Devlin Hodges","PIT","32.3","21.1","226.4","1.0","1.0","2.2","7.9","0.0","0.1","11.9"
"Joe Flacco","DEN","34.7","22.9","226.8","1.1","0.9","1.2","2.9","0.0","0.1","11.8"
"Josh Rosen","MIA","31.9","19.8","214.1","1.2","1.1","1.9","9.3","0.0","0.2","11.6"
"Taysom Hill","NO","6.5","3.9","40.4","0.1","0.2","1.6","5.9","0.0","0.1","2.2"
"Jeff Driskel","DET","1.4","0.8","9.7","0.1","0.0","0.4","2.7","0.0","0.0","1.1"
"Blake Bortles","LAR","3.7","2.0","19.2","0.1","0.2","0.7","3.6","0.0","0.1","1.0"
"Matt Moore","KC","1.5","1.0","13.0","0.1","0.0","0.2","0.3","0.0","0.0","1.0"
"Tyrod Taylor","LAC","1.4","0.9","10.8","0.1","0.0","0.2","0.8","0.0","0.0","0.9"
"Ryan Tannehill","TEN","4.9","3.0","31.5","0.1","0.3","0.5","1.2","0.0","0.1","0.9"
"Jarrett Stidham","NE","5.9","3.2","28.6","0.1","0.2","0.6","0.9","0.0","0.1","0.9"
"Ryan Fitzpatrick","MIA","3.6","2.0","23.2","0.1","0.3","0.5","1.7","0.0","0.0","0.9"
"Robert Griffin","BAL","4.6","2.5","25.3","0.1","0.2","0.6","2.1","0.0","0.1","0.9"
"Dwayne Haskins","WAS","6.1","3.3","30.1","0.1","0.3","0.6","1.0","0.0","0.1","0.9"
"Josh McCown","PHI","1.4","0.9","8.9","0.1","0.0","0.3","0.9","0.0","0.0","0.8"
"Geno Smith","SEA","7.5","4.4","40.1","0.0","0.4","0.6","0.5","0.0","0.1","0.8"
"Ryan Griffin","TB","1.1","0.7","8.4","0.1","0.0","0.1","0.2","0.0","0.0","0.8"
"Tim Boyle","GB","1.1","0.7","8.2","0.1","0.0","0.1","0.2","0.0","0.0","0.7"
"Brett Hundley","ARI","8.3","3.9","23.0","0.1","0.5","1.1","3.4","0.0","0.1","0.7"
"AJ McCarron","HOU","3.3","2.0","17.6","0.0","0.0","0.1","0.1","0.0","0.0","0.6"
"Garrett Gilbert","CLE","4.2","2.5","24.4","0.0","0.2","0.3","0.4","0.0","0.1","0.6"
"Nick Mullens","SF","2.4","1.4","13.4","0.1","0.1","0.5","1.2","0.0","0.0","0.5"
"Ryan Finley","CIN","3.3","1.8","17.0","0.1","0.2","0.3","0.6","0.0","0.0","0.5"
"Eli Manning","NYG","6.3","3.5","34.5","0.0","0.3","0.4","1.0","0.0","0.2","0.5"
"Paxton Lynch","PIT","6.1","3.3","31.2","0.0","0.5","0.8","2.4","0.0","0.1","0.4"
"Joshua Dobbs","JAC","3.7","2.2","20.0","0.0","0.2","0.4","0.8","0.0","0.1","0.4"
"Matt Schaub","ATL","0.8","0.6","4.8","0.1","0.0","0.1","0.1","0.0","0.0","0.4"
"Cooper Rush","DAL","1.1","0.7","7.1","0.0","0.0","0.2","0.7","0.0","0.0","0.4"
"Sean Mannion","MIN","4.1","2.2","19.3","0.0","0.2","0.5","0.6","0.0","0.1","0.3"
"David Fales","NYJ","4.4","2.3","20.1","0.0","0.3","0.5","0.9","0.0","0.1","0.3"
"Will Grier","CAR","0.6","0.3","3.0","0.0","0.3","1.5","2.6","0.0","0.1","-0.3"
""
""
