"Rank","Tier","WSIS","Wide Receivers","Team","Opp","Best","Worst","Avg","Std Dev","Proj. Pts"
"27","undefined","","D.K. Metcalf","SEA","vs. BAL","22","40","28.1","2.5","9.1"
"28","undefined","","Amari Cooper","DAL ","vs. PHI","5","121","25.6","21.8","8.2"
"29","undefined","","Golden Tate","NYG","vs. ARI","20","35","29.8","2.7","8.9"
"30","undefined","","Marvin Jones","DET","vs. MIN","24","38","29.9","2.5","9.1"
"31","undefined","","Dede Westbrook","JAC","at CIN","29","42","31.6","2.1","8.8"
"32","undefined","","Robby Anderson","NYJ","vs. NE","23","44","33.0","3.9","8.7"
"33","undefined","","Emmanuel Sanders","DEN","vs. KC","24","61","34.9","3.6","8.4"
"34","undefined","","Jamison Crowder","NYJ","vs. NE","29","40","34.9","2.3","8.3"
"35","undefined","","Auden Tate","CIN","vs. JAC","18","40","35.0","3.1","8.7"
"36","undefined","","Dante Pettis","SF","at WAS","27","46","37.4","3.4","8.2"
"37","undefined","","Phillip Dorsett","NE ","at NYJ","24","72","37.4","8.5","8.0"
"38","undefined","","Mohamed Sanu","ATL","vs. LAR","32","42","38.5","2.5","7.6"
"39","undefined","","Marquez Valdes-Scantling","GB","vs. OAK","29","71","40.0","7.4","6.8"
"40","undefined","","Mecole Hardman","KC","at DEN","33","54","40.3","3.8","7.6"
"41","undefined","","Demarcus Robinson","KC","at DEN","28","61","40.7","6.2","7.3"
"42","undefined","","Corey Davis","TEN","vs. LAC","39","58","44.1","4.6","7.1"
"43","undefined","","Darius Slayton","NYG","vs. ARI","37","58","44.8","4.3","7.0"
"44","undefined","","A.J. Brown","TEN","vs. LAC","23","52","46.0","3.8","6.9"
"45","undefined","","Preston Williams","MIA","at BUF","36","57","46.0","5.3","6.8"
"46","undefined","","Marquise Goodwin","SF","at WAS","37","51","43.7","2.4","6.7"
"47","undefined","","Cole Beasley","BUF","vs. MIA","31","75","49.6","7.8","6.6"
"48","undefined","","Devante Parker","MIA","at BUF","42","57","51.0","3.7","6.6"
"49","undefined","","Jakobi Meyers","NE","at NYJ","41","64","48.9","3.7","6.6"
"50","undefined","","Allen Lazard","GB","vs. OAK","22","75","52.3","11.3","7.1"
"51","undefined","","Nelson Agholor","PHI","at DAL","44","72","49.7","5.1","6.5"
"52","undefined","","KeeSean Johnson","ARI","at NYG","43","58","52.6","2.5","6.5"
"53","undefined","","Willie Snead","BAL","at SEA","45","68","54.6","3.5","6.5"
"54","undefined","","Ted Ginn","NO","at CHI","44","80","55.1","6.1","6.4"
"55","undefined","","Duke Williams","BUF","vs. MIA","20","64","47.5","10.1","6.2"
"56","undefined","","Chris Conley","JAC","at CIN","53","71","59.4","3.9","6.4"
"57","undefined","","Adam Humphries","TEN","vs. LAC","48","76","59.8","6.3","6.2"
"58","undefined","","Demaryius Thomas","NYJ ","vs. NE","52","74","57.9","3.8","6.2"
"59","undefined","","Anthony Miller","CHI","vs. NO","41","73","61.3","6.6","6.2"
"60","undefined","","Keke Coutee","HOU","at IND","50","84","62.3","7.8","6.2"
"61","undefined","","Jaron Brown","SEA","vs. BAL","45","69","61.7","4.4","6.1"
"62","undefined","","Paul Richardson","WAS","vs. SF","54","79","64.6","6.1","5.9"
"63","undefined","","Damiere Byrd","ARI","at NYG","47","87","69.5","6.6","5.8"
"64","undefined","","Albert Wilson","MIA","at BUF","47","80","65.2","6.9","6.0"
"65","undefined","","Byron Pringle","KC","at DEN","41","82","65.8","8.0","5.8"
"66","undefined","","Miles Boykin","BAL","at SEA","51","79","65.9","5.6","5.8"
"67","undefined","","Kenny Stills","HOU","at IND","43","89","67.0","8.6","5.7"
"68","undefined","","Hunter Renfrow","OAK","at GB","58","86","71.4","7.0","5.3"
"69","undefined","","Jake Kumerow","GB","vs. OAK","56","75","67.7","5.2","5.8"
"70","undefined","","Trey Quinn","WAS","vs. SF","59","83","72.8","5.2","5.4"
"71","undefined","","Danny Amendola","DET","vs. MIN","66","86","75.9","4.5","5.3"
"72","undefined","","Geronimo Allison","GB","vs. OAK","37","132","66.7","26.5","4.1"
"73","undefined","","Tavon Austin","DAL","vs. PHI","37","109","72.3","11.6","5.7"
"74","undefined","","Alex Erickson","CIN","vs. JAC","40","92","77.3","7.8","5.0"
"75","undefined","","Trevor Davis","OAK","at GB","44","98","67.7","12.4","4.9"
"76","undefined","","DaeSean Hamilton","DEN","vs. KC","63","89","76.8","5.9","5.0"
"77","undefined","","Taylor Gabriel","CHI","vs. NO","39","96","77.2","8.5","4.9"
"78","undefined","","Trent Sherfield","ARI","at NYG","62","92","80.4","6.6","4.9"
"79","undefined","","Randall Cobb","DAL ","vs. PHI","58","124","78.7","17.0","4.3"
"80","undefined","","David Moore","SEA","vs. BAL","66","90","78.1","4.8","4.7"
"81","undefined","","Zach Pascal","IND","vs. HOU","66","91","79.3","5.7","4.4"
"82","undefined","","Cody Latimer","NYG","vs. ARI","63","92","81.9","4.0","4.3"
"83","undefined","","Seth Roberts","BAL","at SEA","71","91","82.8","4.6","4.2"
"84","undefined","","Mack Hollins","PHI","at DAL","75","88","83.6","3.1","4.1"
"85","undefined","","Kendrick Bourne","SF","at WAS","67","94","84.2","5.8","4.0"
"86","undefined","","Deon Cain","IND","vs. HOU","80","100","89.1","4.7","3.8"
"87","undefined","","Cedrick Wilson","DAL","vs. PHI","48","112","80.3","14.3","3.9"
"88","undefined","","Olabisi Johnson","MIN","at DET","66","98","89.2","6.3","3.7"
"89","undefined","","Isaiah McKenzie","BUF","vs. MIA","68","94","87.8","4.1","3.6"
"90","undefined","","Devin Smith","DAL","vs. PHI","70","126","87.7","10.7","3.7"
"91","undefined","","Cordarrelle Patterson","CHI","vs. NO","67","107","94.3","5.7","3.6"
"92","undefined","","Pharoh Cooper","ARI","at NYG","82","110","91.5","5.9","3.6"
"93","undefined","","Richie James","SF","at WAS","82","108","95.3","4.3","3.6"
"94","undefined","","Chester Rogers","IND","vs. HOU","81","108","94.6","6.7","3.5"
"95","undefined","","Zay Jones","OAK ","at GB","65","89","74.8","6.0","5.1"
"96","undefined","","Keelan Doss","OAK","at GB","61","107","84.3","9.7","3.5"
"97","undefined","","Allen Hurns","MIA","at BUF","90","108","97.6","4.6","3.5"
"98","undefined","","Chris Moore","BAL","at SEA","86","111","99.3","4.2","3.3"
"99","undefined","","Damion Willis","CIN","vs. JAC","89","110","100.5","4.3","3.3"
"100","undefined","","Josh Reynolds","LAR","at ATL","81","114","98.8","7.7","3.2"
"101","undefined","","Marquise Brown","BAL ","at SEA","42","126","81.9","23.1","3.2"
"102","undefined","","Justin Hardy","ATL","vs. LAR","73","124","104.4","8.4","3.1"
"103","undefined","","Steven Sims","WAS","vs. SF","97","121","105.8","6.2","3.0"
"104","undefined","","Marvin Hall","DET","vs. MIN","76","112","91.2","9.9","2.9"
"105","undefined","","Tajae Sharpe","TEN","vs. LAC","100","115","106.5","4.4","2.8"
"106","undefined","","Geremy Davis","LAC","at TEN","95","112","104.3","4.1","2.8"
"107","undefined","","Gunner Olszewski","NE ","at NYJ","75","110","97.9","6.5","2.6"
"108","undefined","","Darrius Shepherd","GB","vs. OAK","84","116","107.1","6.1","2.5"
"109","undefined","","Javon Wims","CHI","vs. NO","94","122","107.2","6.5","2.5"
"110","undefined","","Kelvin Harmon","WAS","vs. SF","96","119","108.6","7.8","2.1"
"111","undefined","","Keelan Cole","JAC","at CIN","96","113","108.0","4.7","2.4"
"112","undefined","","Fred Brown","DEN","vs. KC","78","111","102.8","7.0","2.3"
"113","undefined","","Vyncint Smith","NYJ","vs. NE","95","116","107.0","4.5","2.2"
"114","undefined","","Andy Isabella","ARI","at NYG","103","126","114.1","7.0","2.3"
"115","undefined","","Lil'Jordan Humphrey","NO","at CHI","77","116","105.0","7.6","1.9"
"116","undefined","","Malik Turner","SEA","vs. BAL","99","117","111.4","4.8","2.1"
"117","undefined","","Austin Carr","NO","at CHI","97","128","112.0","8.7","2.0"
"118","undefined","","Robert Foster","BUF ","vs. MIA","55","111","92.0","21.8","2.8"
"119","undefined","","Laquon Treadwell","MIN","at DET","111","125","119.3","3.7","1.9"
"120","undefined","","Deebo Samuel","SF ","at WAS","46","93","69.5","23.5","2.5"
"121","undefined","","Ryan Grant","GB ","vs. OAK","83","125","110.6","9.4","2.3"
"122","undefined","","Andre Roberts","BUF","vs. MIA","111","132","122.2","5.6","1.7"
"123","undefined","","Cody Core","NYG","vs. ARI","110","128","122.7","3.7","1.8"
"124","undefined","","De'Anthony Thomas","KC","at DEN","101","126","122.0","4.6","1.8"
"125","undefined","","Jason Moore","LAC","at TEN","93","123","115.4","5.4","1.7"
"126","undefined","","J.J. Arcega-Whiteside","PHI","at DAL","100","128","122.0","4.6","1.7"
"127","undefined","","Andre Patton","LAC","at TEN","99","115","109.3","7.3","1.7"
"128","undefined","","Russell Gage","ATL","vs. LAR","111","129","122.8","4.1","1.4"
"129","undefined","","Isaiah Ford","MIA","at BUF","106","132","125.8","4.9","1.5"
"130","undefined","","Braxton Berrios","NYJ","vs. NE","105","129","125.0","4.8","1.2"
"131","undefined","","Jakeem Grant","MIA ","at BUF","113","130","119.0","6.5","1.1"
"132","undefined","","Diontae Spencer","DEN","vs. KC","100","126","114.3","10.8","1.4"
"133","undefined","","Josh Bellamy","NYJ","vs. NE","118","131","125.6","3.8","1.3"
"134","undefined","","Jordan Matthews","SF","at WAS","107","129","117.3","9.0","1.2"
"135","undefined","","Darius Jennings","TEN","vs. LAC","115","134","129.3","4.4","1.0"
"136","undefined","","Deonte Harris","NO","at CHI","126","133","128.0","2.5","1.1"
"137","undefined","","DeAndre Carter","HOU","at IND","114","131","124.7","7.6","1.0"
""
""
