"Player","Team","ATT","CMP","YDS","TDS","INTS","ATT","YDS","TDS","FL","FPTS"
"Jameis Winston","TB","38.4","23.2","305.1","1.7","1.4","3.0","13.2","0.1","0.4","17.4"
"","high","43.0","25.0","349.0","2.0","1.0","4.0","17.5","0.2","0.3","24.4"
"","low","36.3","21.9","285.6","1.4","1.8","2.0","11.0","0.0","0.4","15.1"
"Tom Brady","NE","37.1","24.7","272.4","1.8","0.5","1.1","1.6","0.0","0.1","17.2"
"","high","38.8","27.0","286.8","2.0","0.0","1.8","2.7","0.1","0.1","22.2"
"","low","36.0","23.7","253.0","1.5","0.8","0.0","0.0","0.0","0.2","16.1"
"Philip Rivers","LAC","37.5","24.3","282.8","1.8","1.0","0.9","1.4","0.0","0.1","16.5"
"","high","43.0","28.0","301.0","2.0","0.9","1.7","2.3","0.0","0.1","23.1"
"","low","35.2","22.5","274.5","1.7","1.1","0.0","0.0","0.0","0.2","15.8"
"Kyle Allen","CAR","36.3","22.6","266.3","1.9","0.9","1.3","4.0","0.0","0.3","16.3"
"","high","40.0","24.0","297.0","2.0","0.7","2.3","6.3","0.1","0.2","21.4"
"","low","33.7","20.7","240.8","1.6","1.4","0.0","1.9","0.0","0.3","16.1"
"Kirk Cousins","MIN","31.7","22.2","246.0","1.7","0.4","1.9","5.2","0.1","0.3","16.2"
"","high","35.0","24.0","264.0","2.0","0.0","2.7","6.3","0.2","0.2","21.6"
"","low","29.0","21.0","226.0","1.5","0.6","1.0","4.0","0.0","0.3","15.2"
"Jimmy Garoppolo","SF","32.1","21.6","249.5","1.8","0.9","2.3","4.8","0.1","0.3","15.8"
"","high","33.0","24.0","274.5","2.0","0.6","3.3","9.1","0.2","0.3","21.2"
"","low","30.9","20.0","226.0","1.5","1.1","1.0","3.0","0.0","0.3","15.2"
"Jared Goff","LAR","35.5","22.2","266.2","1.6","0.8","1.4","3.4","0.1","0.3","15.4"
"","high","36.0","23.0","276.0","2.0","0.7","2.4","5.6","0.1","0.2","21.9"
"","low","34.8","21.4","254.0","1.4","1.0","0.0","1.0","0.0","0.4","15.0"
"Jacoby Brissett","IND","32.8","21.0","231.8","1.4","0.7","3.7","14.8","0.1","0.3","15.4"
"","high","37.0","26.0","272.0","1.8","0.4","4.6","18.2","0.2","0.2","18.4"
"","low","29.0","18.0","214.0","1.0","1.0","3.0","13.0","0.0","0.3","15.3"
"Kyler Murray","ARI","35.0","22.2","239.1","1.0","0.9","5.3","28.9","0.1","0.2","15.3"
"","high","37.0","23.7","262.6","1.2","0.5","7.0","35.0","0.2","0.0","20.1"
"","low","33.1","19.7","202.0","0.7","1.0","4.0","21.0","0.0","0.4","14.1"
"Nick Foles","JAC","34.9","22.9","244.5","1.5","0.7","1.4","4.4","0.1","0.2","14.8"
"","high","38.0","24.0","265.0","2.0","0.4","1.8","7.3","0.2","0.2","22.0"
"","low","32.1","20.8","224.6","1.2","1.0","1.0","2.0","0.0","0.2","13.6"
"Carson Wentz","PHI","34.0","21.6","239.7","1.3","0.8","3.4","14.0","0.1","0.3","14.3"
"","high","35.2","23.0","256.0","1.5","0.6","4.0","19.0","0.1","0.2","18.7"
"","low","33.0","20.9","222.0","1.0","1.0","2.0","9.0","0.0","0.3","14.0"
"Baker Mayfield","CLE","34.2","21.5","254.5","1.3","1.1","2.1","8.1","0.0","0.2","13.8"
"","high","37.0","24.0","264.0","1.5","0.8","3.0","11.0","0.1","0.1","17.5"
"","low","33.0","20.3","243.0","1.0","1.3","1.3","6.0","0.0","0.3","13.3"
"Ryan Finley","CIN","35.0","20.4","237.3","1.3","1.0","2.3","10.6","0.1","0.2","13.6"
"","high","41.0","23.0","268.0","1.5","0.6","4.0","18.7","0.1","0.2","15.6"
"","low","29.0","17.0","209.0","1.0","1.2","1.0","4.8","0.0","0.3","13.6"
"Jeff Driskel","DET","35.4","21.1","225.1","1.1","1.0","3.5","18.2","0.1","0.3","13.1"
"","high","44.0","25.0","248.0","1.4","0.5","5.0","24.7","0.2","0.2","18.3"
"","low","29.0","18.3","205.0","0.8","1.8","2.2","9.2","0.0","0.4","10.8"
"Ryan Fitzpatrick","MIA","33.5","20.7","235.2","1.1","1.2","2.9","13.3","0.1","0.2","13.1"
"","high","36.0","22.2","274.1","1.3","1.0","3.8","17.0","0.2","0.1","16.9"
"","low","30.8","18.4","193.0","1.0","1.5","2.0","11.0","0.0","0.3","11.6"
"Mason Rudolph","PIT","33.7","21.7","242.1","1.2","0.9","1.6","4.7","0.0","0.1","13.0"
"","high","36.0","23.0","255.0","1.3","0.7","2.2","8.0","0.1","0.1","16.5"
"","low","31.0","20.0","231.0","1.0","1.1","1.0","3.0","0.0","0.2","12.9"
"Sam Darnold","NYJ","33.0","21.3","227.3","1.3","1.0","2.2","7.3","0.1","0.2","13.0"
"","high","37.0","23.0","247.0","1.6","0.8","2.8","10.4","0.2","0.1","17.0"
"","low","30.4","20.0","211.0","1.0","1.3","1.2","4.0","0.0","0.2","12.0"
"Mitch Trubisky","CHI","32.0","20.3","217.3","1.1","0.8","2.7","13.4","0.1","0.2","12.5"
"","high","39.0","26.0","286.0","1.2","0.6","3.9","19.7","0.2","0.2","15.3"
"","low","27.0","16.0","187.0","0.9","1.0","1.8","10.0","0.0","0.3","12.1"
"Dwayne Haskins","WAS","30.0","18.7","202.2","1.2","1.0","2.4","8.2","0.0","0.2","11.6"
"","high","34.8","21.5","237.4","1.4","0.9","4.0","13.0","0.1","0.2","16.9"
"","low","26.9","16.0","153.0","1.0","1.1","1.4","4.9","0.0","0.2","10.4"
"Brandon Allen","DEN","30.4","19.2","207.2","0.7","0.8","2.8","11.6","0.0","0.3","10.4"
"","high","37.0","23.0","232.0","0.9","0.0","4.5","20.9","0.1","0.2","12.7"
"","low","24.0","16.0","184.0","0.0","1.5","1.7","6.6","0.0","0.3","9.6"
"Brian Hoyer","IND","15.3","9.4","102.9","0.4","0.3","1.8","5.1","0.0","0.1","5.5"
"","high","29.3","18.1","197.3","0.7","0.0","3.2","9.2","0.0","0.0","0.8"
"","low","1.4","0.8","8.5","0.1","0.7","0.3","0.9","0.0","0.2","0.8"
"Robert Griffin","BAL","14.4","8.5","96.4","0.4","0.4","2.0","8.6","0.0","0.1","5.3"
"","high","27.5","16.2","183.8","0.7","0.0","3.6","15.6","0.1","0.0","0.9"
"","low","1.2","0.8","9.0","0.1","0.9","0.4","1.6","0.0","0.2","0.9"
"Blake Bortles","LAR","15.1","9.3","101.3","0.4","0.3","1.7","4.9","0.0","0.1","5.3"
"","high","28.8","17.8","192.4","0.7","0.0","3.2","8.9","0.0","0.0","0.9"
"","low","1.4","0.9","10.3","0.1","0.7","0.3","0.9","0.0","0.2","0.9"
"Gardner Minshew","JAC","13.1","8.1","85.3","0.3","0.2","2.1","9.0","0.0","0.1","4.9"
"","high","24.8","15.2","160.6","0.4","0.0","3.9","16.8","0.1","0.0","0.9"
"","low","1.4","0.9","10.1","0.1","0.5","0.3","1.2","0.0","0.1","0.9"
"Case Keenum","WAS","14.5","8.9","95.6","0.3","0.4","1.6","4.4","0.0","0.1","4.8"
"","high","28.0","17.1","183.6","0.6","0.1","3.1","8.5","0.0","0.0","0.5"
"","low","1.1","0.7","7.5","0.1","0.7","0.1","0.4","0.0","0.2","0.5"
"Taysom Hill","NO","7.0","4.3","49.0","0.2","0.1","1.7","6.6","0.0","0.0","3.2"
"","high","31.2","20.0","220.8","0.9","0.0","2.1","9.4","0.1","0.0","3.5"
"","low","0.0","0.0","0.0","0.0","0.7","1.4","3.7","0.0","0.2","1.1"
"Andy Dalton","CIN","6.8","3.8","36.5","0.1","0.3","0.8","1.7","0.0","0.1","1.2"
"","high","12.0","6.7","62.0","0.1","0.1","1.3","2.7","0.0","0.0","0.7"
"","low","1.5","0.9","11.0","0.0","0.4","0.2","0.7","0.0","0.1","0.7"
"Drew Lock","DEN","3.2","2.1","21.1","0.1","0.1","0.2","0.7","0.0","0.0","1.1"
"","high","3.2","2.1","21.1","0.1","0.1","0.2","0.7","0.0","0.0","1.1"
"","low","3.2","2.1","21.1","0.1","0.1","0.2","0.7","0.0","0.0","1.1"
"Tyrod Taylor","LAC","4.8","2.7","26.0","0.1","0.2","0.5","1.4","0.0","0.1","0.9"
"","high","8.3","4.6","41.1","0.1","0.0","0.9","1.7","0.0","0.0","0.9"
"","low","1.4","0.9","11.0","0.0","0.4","0.2","1.0","0.0","0.1","0.9"
"Matt Moore","KC","4.8","2.7","26.2","0.1","0.2","0.5","1.1","0.0","0.1","0.9"
"","high","8.2","4.5","40.6","0.1","0.0","0.9","1.7","0.0","0.0","0.9"
"","low","1.5","0.9","11.9","0.0","0.4","0.2","0.5","0.0","0.1","0.9"
"Teddy Bridgewater","NO","4.9","2.8","26.2","0.1","0.2","0.5","1.0","0.0","0.1","0.9"
"","high","8.3","4.6","41.1","0.1","0.0","0.9","1.7","0.0","0.0","0.9"
"","low","1.5","1.1","11.4","0.0","0.4","0.1","0.3","0.0","0.1","0.9"
"Chad Kelly","IND","8.1","4.5","40.0","0.0","0.4","0.9","1.7","0.0","0.1","0.9"
"","high","8.1","4.5","40.0","0.0","0.4","0.9","1.7","0.0","0.1","0.0"
"","low","8.1","4.5","40.0","0.0","0.4","0.9","1.7","0.0","0.1","0.0"
"Josh McCown","PHI","4.6","2.6","23.9","0.1","0.2","0.6","1.4","0.0","0.1","0.9"
"","high","7.9","4.3","38.8","0.1","0.0","0.8","1.6","0.0","0.0","0.9"
"","low","1.4","0.8","9.0","0.0","0.4","0.3","1.2","0.0","0.1","0.9"
"Josh Rosen","MIA","5.4","3.2","29.1","0.1","0.3","0.4","0.7","0.0","0.1","0.9"
"","high","9.6","5.5","50.3","0.1","0.1","0.7","0.8","0.0","0.0","0.6"
"","low","1.3","0.8","7.9","0.0","0.4","0.2","0.5","0.0","0.1","0.6"
"Matt Barkley","BUF","6.0","3.2","28.3","0.1","0.2","0.6","0.9","0.0","0.1","0.8"
"","high","10.7","5.6","47.1","0.1","0.0","1.1","1.5","0.0","0.0","0.8"
"","low","1.3","0.8","9.6","0.0","0.5","0.1","0.3","0.0","0.1","0.8"
"Mike Glennon","OAK","6.0","3.3","29.9","0.1","0.2","0.7","0.9","0.0","0.1","0.8"
"","high","10.8","5.7","47.6","0.1","0.0","1.1","1.5","0.0","0.1","0.9"
"","low","1.3","1.0","12.1","0.0","0.5","0.2","0.3","0.0","0.1","0.9"
"Devlin Hodges","PIT","5.0","2.9","27.2","0.1","0.2","0.3","0.4","0.0","0.1","0.8"
"","high","8.3","4.7","42.8","0.1","0.1","0.6","0.4","0.0","0.0","0.7"
"","low","1.8","1.1","11.6","0.0","0.4","0.1","0.3","0.0","0.1","0.7"
"Matt Schaub","ATL","6.0","3.3","28.9","0.1","0.2","0.6","0.8","0.0","0.1","0.8"
"","high","10.5","5.5","46.2","0.1","0.0","1.1","1.5","0.0","0.1","0.9"
"","low","1.5","1.1","11.5","0.0","0.5","0.2","0.2","0.0","0.1","0.9"
"Nick Mullens","SF","2.5","1.5","13.9","0.1","0.1","0.6","1.6","0.0","0.0","0.7"
"","high","3.7","2.1","17.6","0.1","0.0","0.9","2.9","0.0","0.0","0.8"
"","low","1.3","0.9","10.3","0.0","0.2","0.3","0.3","0.0","0.1","0.8"
"Chase Daniel","CHI","5.0","2.9","26.5","0.0","0.2","0.4","0.7","0.0","0.1","0.7"
"","high","8.6","5.0","45.0","0.0","0.0","0.6","0.9","0.0","0.0","0.4"
"","low","1.3","0.8","8.0","0.0","0.4","0.2","0.5","0.0","0.1","0.4"
"Brett Hundley","ARI","4.6","2.5","23.2","0.0","0.2","0.5","1.3","0.0","0.1","0.6"
"","high","7.8","4.3","38.5","0.0","0.0","0.8","1.6","0.0","0.0","0.4"
"","low","1.3","0.8","7.8","0.0","0.4","0.2","1.0","0.0","0.1","0.4"
"Will Grier","CAR","3.8","2.1","19.4","0.1","0.2","0.3","0.6","0.0","0.1","0.6"
"","high","6.4","3.5","31.1","0.1","0.0","0.7","1.3","0.0","0.0","0.7"
"","low","1.1","0.7","7.6","0.0","0.4","0.0","0.0","0.0","0.1","0.7"
"David Fales","NYJ","5.0","2.7","23.2","0.1","0.3","0.6","0.9","0.0","0.1","0.6"
"","high","8.8","4.6","38.2","0.1","0.1","0.9","1.2","0.0","0.0","0.6"
"","low","1.2","0.8","8.3","0.0","0.5","0.2","0.7","0.0","0.1","0.6"
"Garrett Gilbert","CLE","4.4","2.6","24.6","0.0","0.2","0.3","0.3","0.0","0.1","0.6"
"","high","7.7","4.4","39.6","0.0","0.0","0.5","0.4","0.0","0.0","0.4"
"","low","1.2","0.8","9.6","0.0","0.4","0.1","0.2","0.0","0.1","0.4"
"Sean Mannion","MIN","5.7","3.0","26.5","0.0","0.2","0.7","0.8","0.0","0.1","0.6"
"","high","10.1","5.3","44.3","0.0","0.0","1.0","1.4","0.0","0.0","0.4"
"","low","1.3","0.8","8.8","0.0","0.5","0.3","0.2","0.0","0.1","0.4"
"AJ McCarron","HOU","4.4","2.6","24.4","0.0","0.2","0.3","0.2","0.0","0.1","0.6"
"","high","7.6","4.3","38.8","0.0","0.0","0.5","0.4","0.0","0.0","0.4"
"","low","1.3","0.8","10.0","0.0","0.4","0.1","0.1","0.0","0.1","0.4"
"Colt McCoy","WAS","1.1","0.7","7.5","0.1","0.1","0.2","0.6","0.0","0.0","0.6"
"","high","1.1","0.7","7.5","0.1","0.1","0.2","0.6","0.0","0.0","0.6"
"","low","1.1","0.7","7.5","0.1","0.1","0.2","0.6","0.0","0.0","0.6"
"Ryan Griffin","TB","4.6","2.6","24.6","0.0","0.2","0.5","0.9","0.0","0.1","0.5"
"","high","8.1","4.5","40.3","0.0","0.1","0.9","1.7","0.0","0.0","0.2"
"","low","1.1","0.7","9.0","0.0","0.4","0.1","0.2","0.0","0.1","0.2"
"Jarrett Stidham","NE","5.3","2.9","24.5","0.0","0.2","0.6","0.7","0.0","0.1","0.5"
"","high","9.4","4.9","41.0","0.0","0.0","1.0","1.3","0.0","0.0","0.3"
"","low","1.2","0.8","8.1","0.0","0.5","0.2","0.2","0.0","0.1","0.3"
"Joshua Dobbs","JAC","6.2","3.5","31.6","0.0","0.4","0.4","0.3","0.0","0.1","0.5"
"","high","6.2","3.5","31.6","0.0","0.4","0.4","0.3","0.0","0.1","0.0"
"","low","6.2","3.5","31.6","0.0","0.4","0.4","0.3","0.0","0.1","0.0"
"Cooper Rush","DAL","3.7","2.1","19.7","0.0","0.2","0.3","0.5","0.0","0.1","0.4"
"","high","6.2","3.5","31.3","0.0","0.0","0.4","0.8","0.0","0.0","0.4"
"","low","1.2","0.7","8.0","0.0","0.4","0.2","0.3","0.0","0.1","0.4"
"Chad Henne","KC","1.4","0.8","10.2","0.0","0.0","0.2","0.2","0.0","0.0","0.4"
"","high","1.4","0.8","10.2","0.0","0.0","0.2","0.2","0.0","0.0","0.4"
"","low","1.4","0.8","10.2","0.0","0.0","0.2","0.2","0.0","0.0","0.4"
"Brett Rypien","DEN","5.8","3.2","28.1","0.0","0.4","0.6","1.2","0.0","0.1","0.4"
"","high","5.8","3.2","28.1","0.0","0.4","0.6","1.2","0.0","0.1","0.0"
"","low","5.8","3.2","28.1","0.0","0.4","0.6","1.2","0.0","0.1","0.0"
"David Blough","DET","1.1","0.7","7.5","0.0","0.0","0.1","0.2","0.0","0.0","0.3"
"","high","1.1","0.7","7.5","0.0","0.0","0.1","0.2","0.0","0.0","0.3"
"","low","1.1","0.7","7.5","0.0","0.0","0.1","0.2","0.0","0.0","0.3"
""
""
