"Rank","Tier","WSIS","Wide Receivers","Team","Opp","Best","Worst","Avg","Std Dev","Proj. Pts"
"24","undefined","","Robert Woods","LAR","at PIT","18","27","23.5","1.6","8.3"
"25","undefined","","Golden Tate","NYG","at NYJ","18","32","26.3","3.9","8.3"
"26","undefined","","Curtis Samuel","CAR","at GB","24","34","26.8","1.9","8.3"
"27","undefined","","Tyrell Williams","OAK","vs. LAC","18","35","27.2","2.8","8.3"
"28","undefined","","Marquise Brown","BAL","at CIN","8","36","28.6","3.1","8.1"
"29","undefined","","Zach Pascal","IND","vs. MIA","15","37","28.9","2.2","7.9"
"30","undefined","","Sammy Watkins","KC","at TEN","18","37","29.0","4.3","7.9"
"31","undefined","","D.K. Metcalf","SEA","at SF","22","46","30.4","3.1","7.8"
"32","undefined","","Robby Anderson","NYJ","vs. NYG","16","35","31.0","2.9","7.8"
"33","undefined","","Devante Parker","MIA","at IND","14","40","31.7","3.4","7.8"
"34","undefined","","Jamison Crowder","NYJ","vs. NYG","28","38","33.7","1.8","7.7"
"35","undefined","","Jarvis Landry","CLE","vs. BUF","26","38","34.0","2.5","7.7"
"36","undefined","","Tyler Boyd","CIN","vs. BAL","22","39","35.0","2.9","7.6"
"37","undefined","","A.J. Brown","TEN","vs. KC","32","48","38.4","1.9","7.6"
"38","undefined","","Larry Fitzgerald","ARI","at TB","31","41","38.5","2.7","7.5"
"39","undefined","","Josh Reynolds","LAR","at PIT","33","57","40.2","4.2","7.5"
"40","undefined","","Diontae Johnson","PIT","vs. LAR","36","51","42.1","2.5","7.5"
"41","undefined","","Darius Slayton","NYG","at NYJ","36","71","42.4","3.2","7.4"
"42","undefined","","Ted Ginn","NO","vs. ATL","33","59","43.8","4.8","7.4"
"43","undefined","","Cole Beasley","BUF","at CLE","40","59","44.3","2.8","7.3"
"44","undefined","","Deebo Samuel","SF","vs. SEA","40","49","45.9","1.8","7.3"
"45","undefined","","Demaryius Thomas","NYJ","vs. NYG","41","57","47.1","2.8","6.9"
"46","undefined","","Auden Tate","CIN","vs. BAL","28","65","47.3","4.5","6.7"
"47","undefined","","Chester Rogers","IND","vs. MIA","41","66","48.7","4.7","6.7"
"48","undefined","","Marquez Valdes-Scantling","GB","vs. CAR","43","72","49.2","4.9","6.4"
"49","undefined","","Danny Amendola","DET","at CHI","42","60","49.8","2.9","6.3"
"50","undefined","","Hunter Renfrow","OAK","vs. LAC","45","57","50.6","1.6","6.2"
"51","undefined","","Adam Humphries","TEN","vs. KC","45","64","53.1","2.8","6.1"
"52","undefined","","Taylor Gabriel","CHI","vs. DET","42","65","53.5","3.7","6.0"
"53","undefined","","Corey Davis","TEN","vs. KC","36","50","38.4","2.7","5.9"
"54","undefined","","Olabisi Johnson","MIN","at DAL","45","68","54.7","4.2","5.8"
"55","undefined","","Josh Gordon","SEA","at SF","43","66","55.2","4.9","5.6"
"56","undefined","","Anthony Miller","CHI","vs. DET","44","70","55.8","5.1","5.4"
"57","undefined","","James Washington","PIT","vs. LAR","53","69","58.5","3.3","5.4"
"58","undefined","","Allen Lazard","GB","vs. CAR","44","64","56.7","3.1","5.4"
"59","undefined","","Russell Gage","ATL","at NO","40","67","59.4","4.6","5.3"
"60","undefined","","Albert Wilson","MIA","at IND","39","78","60.5","7.2","5.2"
"61","undefined","","Randall Cobb","DAL","vs. MIN","52","72","61.6","4.4","5.2"
"62","undefined","","Mecole Hardman","KC","at TEN","49","77","62.8","5.2","5.1"
"63","undefined","","Geronimo Allison","GB","vs. CAR","50","75","63.3","5.5","5.0"
"64","undefined","","Alex Erickson","CIN","vs. BAL","41","79","65.6","8.8","4.8"
"65","undefined","","Zay Jones","OAK","vs. LAC","49","75","63.5","4.1","4.7"
"66","undefined","","Dante Pettis","SF","vs. SEA","50","81","66.5","5.9","4.7"
"67","undefined","","Allen Hurns","MIA","at IND","43","83","68.3","7.6","4.7"
"68","undefined","","Demarcus Robinson","KC","at TEN","54","76","66.9","3.5","4.7"
"69","undefined","","Willie Snead","BAL","at CIN","62","81","71.2","3.5","4.4"
"70","undefined","","Jakeem Grant","MIA","at IND","46","79","67.7","6.3","4.4"
"71","undefined","","KeeSean Johnson","ARI","at TB","64","86","73.4","4.4","4.3"
"72","undefined","","Antonio Callaway","CLE","vs. BUF","51","78","71.3","2.5","4.3"
"73","undefined","","Cody Latimer","NYG","at NYJ","55","90","77.4","5.4","4.3"
"74","undefined","","Breshad Perriman","TB","vs. ARI","62","83","73.4","5.6","4.2"
"75","undefined","","Laquon Treadwell","MIN","at DAL","64","98","78.6","5.5","4.2"
"76","undefined","","Marvin Hall","DET","at CHI","56","83","69.8","5.5","4.1"
"77","undefined","","Miles Boykin","BAL","at CIN","64","91","81.6","6.2","4.1"
"78","undefined","","Tajae Sharpe","TEN","vs. KC","50","87","80.2","5.1","3.9"
"79","undefined","","David Moore","SEA","at SF","63","90","80.6","5.8","3.9"
"80","undefined","","Vyncint Smith","NYJ","vs. NYG","66","93","75.6","5.6","3.8"
"81","undefined","","Deon Cain","IND","vs. MIA","56","87","78.0","5.7","3.7"
"82","undefined","","Cordarrelle Patterson","CHI","vs. DET","65","99","81.7","4.5","3.6"
"83","undefined","","Isaiah McKenzie","BUF","at CLE","69","88","79.9","3.6","3.6"
"84","undefined","","Andy Isabella","ARI","at TB","69","91","85.4","5.1","3.6"
"85","undefined","","Tre'Quan Smith","NO","vs. ATL","58","104","79.7","12.0","3.6"
"86","undefined","","Jarius Wright","CAR","at GB","73","93","86.6","3.2","3.5"
"87","undefined","","Andre Patton","LAC","at OAK","55","93","83.0","8.0","3.4"
"88","undefined","","Jaron Brown","SEA","at SF","64","109","88.0","9.0","3.3"
"89","undefined","","Kendrick Bourne","SF","vs. SEA","82","98","89.3","3.7","3.3"
"90","undefined","","Bennie Fowler","NYG","at NYJ","78","99","87.5","5.0","3.2"
"91","undefined","","Ashton Dulin","IND","vs. MIA","69","103","88.5","8.5","3.2"
"92","undefined","","Tavon Austin","DAL","vs. MIN","67","102","94.1","2.7","3.2"
"93","undefined","","Marcell Ateman","OAK","vs. LAC","78","102","91.7","5.5","3.2"
"94","undefined","","Pharoh Cooper","ARI","at TB","77","103","95.6","4.9","3.1"
"95","undefined","","Jake Kumerow","GB","vs. CAR","87","104","95.1","3.1","3.1"
"96","undefined","","Robert Foster","BUF","at CLE","75","104","95.5","5.7","3.0"
"97","undefined","","Seth Roberts","BAL","at CIN","90","113","97.2","3.9","3.0"
"98","undefined","","Justin Hardy","ATL","at NO","69","105","98.7","4.8","2.8"
"99","undefined","","Johnny Holton","PIT","vs. LAR","89","105","95.1","3.7","2.8"
"100","undefined","","Trent Sherfield","ARI","at TB","76","107","98.2","3.5","2.8"
"101","undefined","","Austin Carr","NO","vs. ATL","91","105","100.1","3.0","2.8"
"102","undefined","","Trevor Davis","OAK","vs. LAC","92","110","100.4","3.3","2.7"
"103","undefined","","Rashard Higgins","CLE","vs. BUF","94","112","102.5","3.1","2.7"
"104","undefined","","Scott Miller","TB","vs. ARI","101","118","106.3","3.5","2.6"
"105","undefined","","Richie James","SF","vs. SEA","99","114","106.3","3.7","2.6"
"106","undefined","","Damiere Byrd","ARI","at TB","101","119","109.0","3.8","2.6"
"107","undefined","","Kalif Raymond","TEN","vs. KC","96","115","108.9","4.1","2.5"
"108","undefined","","Marquise Goodwin","SF","vs. SEA","76","122","106.9","9.2","2.5"
"109","undefined","","Deonte Harris","NO","vs. ATL","98","120","109.8","5.0","2.4"
"110","undefined","","Javon Wims","CHI","vs. DET","104","116","110.6","2.8","2.3"
"111","undefined","","Jason Moore","LAC","at OAK","80","114","106.5","5.9","2.3"
"112","undefined","","Cedrick Wilson","DAL","vs. MIN","80","121","108.1","5.3","2.3"
"113","undefined","","Chris Moore","BAL","at CIN","110","119","115.0","2.2","2.2"
"114","undefined","","Isaiah Ford","MIA","at IND","106","118","114.3","2.9","2.2"
"115","undefined","","Duke Williams","BUF","at CLE","100","114","105.0","4.5","2.2"
"116","undefined","","DeAndrew White","CAR","at GB","104","114","109.0","3.0","2.2"
"117","undefined","","Ryan Switzer","PIT","vs. LAR","111","124","118.8","3.1","2.1"
"118","undefined","","Malik Turner","SEA","at SF","112","124","118.5","2.3","2.0"
"119","undefined","","Andre Roberts","BUF","at CLE","113","125","120.4","3.3","1.9"
"120","undefined","","Olamide Zaccheaus","ATL","at NO","110","116","112.7","2.5","1.9"
"121","undefined","","Byron Pringle","KC","at TEN","116","124","121.4","2.2","1.9"
"122","undefined","","Brandon Zylstra","CAR","at GB","114","127","122.9","2.5","1.8"
"123","undefined","","Braxton Berrios","NYJ","vs. NYG","116","128","122.9","2.9","1.8"
"124","undefined","","Keelan Doss","OAK","vs. LAC","109","111","110.0","0.8","1.8"
"125","undefined","","Donte Moncrief","CAR","at GB","111","123","120.8","2.0","1.8"
"126","undefined","","Khadarel Hodge","CLE","vs. BUF","112","129","123.1","3.4","1.6"
"127","undefined","","Justin Watson","TB","vs. ARI","117","129","125.3","2.7","1.4"
"128","undefined","","Krishawn Hogan","NO","vs. ATL","111","129","121.3","7.6","1.3"
"129","undefined","","Devin Smith","DAL","vs. MIN","117","129","126.8","2.0","1.3"
"130","undefined","","Taywan Taylor","CLE","vs. BUF","120","126","123.0","3.0","1.2"
"131","undefined","","Geremy Davis","LAC","at OAK","123","123","123.0","0.0","1.1"
"132","undefined","","De'Anthony Thomas","BAL","at CIN","121","128","124.5","3.5","1.1"
"133","undefined","","Riley Ridley","CHI","vs. DET","125","130","127.5","2.5","1.0"
""
""
