"Player","Team","SACK","INT","FR","FF","TD","SAFETY","PA","YDS_AGN","FPTS"
"","high","3.3","1.0","0.9","1.2","0.2","0.0","26.3","366.0","6.4"
"","low","1.8","0.3","0.5","0.7","0.0","0.0","21.4","380.9","4.8"
"Carolina Panthers","","2.3","0.7","0.6","0.9","0.1","0.1","26.5","337.1","5.6"
"","high","2.7","0.8","0.8","1.1","0.2","0.1","27.9","336.0","6.7"
"","low","1.8","0.5","0.4","0.7","0.0","0.0","24.0","338.1","4.3"
"Buffalo Bills","","2.1","0.7","0.5","0.8","0.1","0.0","20.3","321.9","5.5"
"","high","2.9","1.0","0.6","0.8","0.2","0.0","22.0","309.0","6.9"
"","low","1.7","0.5","0.4","0.8","0.1","0.0","17.5","334.8","5.2"
"Chicago Bears","","1.9","0.6","0.6","0.9","0.1","0.0","24.2","386.5","5.1"
"","high","3.4","0.7","0.8","1.1","0.2","0.0","26.3","358.0","5.5"
"","low","1.4","0.4","0.5","0.7","0.0","0.0","20.1","415.1","4.5"
"Cleveland Browns","","2.0","0.6","0.5","0.8","0.1","0.0","28.2","397.8","4.8"
"","high","2.6","0.8","0.6","0.9","0.1","0.0","29.8","389.5","5.1"
"","low","1.3","0.5","0.4","0.7","0.0","0.0","24.9","406.0","3.8"
"Tennessee Titans","","1.7","0.6","0.5","0.5","0.1","0.0","24.8","381.2","4.6"
"","high","3.2","0.7","0.6","0.6","0.2","0.0","26.5","353.0","4.9"
"","low","1.1","0.4","0.4","0.5","0.0","0.0","21.8","409.4","4.1"
""
""
