"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","salary","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"49","Darren Fells","HST","te","10","@KC","4.9","13","0","0","0","0","0","0","0","0","0","3.156","2.3553","23.1343","0.2318","0.0084","0.0042","0.0049","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50","Jimmy Graham","GB","te","11","SEA","4.8","14","0","0","0","0","0","0","0","0","0","3.1837","2.2096","23.927","0.2218","0.0121","0.0061","0.009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"51","Olabisi Johnson","MIN","wr","12","@SF","3.4","11","0","0","0","0","0","0","0","0","0","2.3607","1.5931","18.4302","0.1254","0.0069","0.0035","0.0045","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"52","Irv Smith Jr.","MIN","te","12","@SF","4.6","10","0","0","0","0","0","0","0","0","0","3.4359","2.4708","24.6706","0.1551","0.016","0.008","0.0061","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"53","Hayden Hurst","BLT","te","8","TEN","4.5","10","0","0","0","0","0","0","0","0","0","3.0585","2.1599","23.0797","0.1799","0.0081","0.004","0.0042","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"54","Dion Lewis","TEN","rb","11","@BLT","3.2","10","0","0","0","0","0","0","3.0781","11.9826","0.0595","1.5141","1.2323","8.669","0.0346","0.0197","0.0099","0.0017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"55","Kyle Juszczyk","SF","rb","4","MIN","2.9","10","0","0","0","0","0","0","0.5602","2.1231","0.0183","2.182","1.8227","12.4225","0.0726","0.0116","0.0058","0.0014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"56","Geronimo Allison","GB","wr","11","SEA","2.8","10","0","0","0","0","0","0","0","0","0","2.5001","1.6395","15.0291","0.0842","0.0272","0.0136","0.0081","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"57","Justice Hill","BLT","rb","8","TEN","2.8","11","0","0","0","0","0","0","2.9372","11.2081","0.0972","0.9725","0.7437","5.2848","0.0286","0.0137","0.0068","0.0017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"58","Darwin Thompson","KC","rb","12","HST","2.6","10","0","0","0","0","0","0","2.5354","10.109","0.0661","1.0393","0.8337","5.6446","0.0378","0.0131","0.0065","0.0024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"59","Russell Wilson","SEA","qb","11","@GB","18","31","19.238","32.5758","225.9936","1.4717","0.7374","3.4132","6.6892","32.6694","0.1778","0","0","0","0","0.6931","0.3466","0.0708","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60","Miles Boykin","BLT","wr","8","TEN","2.4","10","0","0","0","0","0","0","0.0834","0.5633","0.0033","1.5931","0.9714","12.2622","0.1072","0.0049","0.0025","0.0023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"61","Nick Boyle","BLT","te","8","TEN","3.5","10","0","0","0","0","0","0","0","0","0","2.6805","2.0691","17.3031","0.1131","0.0069","0.0034","0.0073","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"62","Aaron Rodgers","GB","qb","11","SEA","17.7","28","21.8111","34.5291","234.3971","1.6694","0.3865","2.8496","5.0281","14.2859","0.1308","0","0","0","0","0.3179","0.1589","0.0737","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"63","Anthony Firkser","TEN","te","11","@BLT","3.3","10","0","0","0","0","0","0","0","0","0","2.37","1.631","19.5721","0.094","0.0064","0.0032","0.0054","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"64","Marquez Valdes-Scantling","GB","wr","11","SEA","1.8","10","0","0","0","0","0","0","0","0","0","1.463","0.818","11.0174","0.0531","0.0029","0.0015","0.0018","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"65","DeAndre Carter","HST","wr","10","@KC","1.7","10","0","0","0","0","0","0","0","0","0","1.2013","0.8976","9.6509","0.0319","0.0588","0.0294","0.0023","53.3625","0.0168","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"66","C.J. Ham","MIN","rb","12","@SF","1.6","10","0","0","0","0","0","0","0.6298","2.0433","0.0233","1.1782","0.9197","6.3997","0.0295","0.0135","0.0068","0.0011","9.4637","0.0025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"67","Jake Kumerow","GB","wr","11","SEA","1.5","10","0","0","0","0","0","0","0","0","0","0.9942","0.6254","8.8481","0.0504","0.0028","0.0014","0.0018","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"68","John Ursua","SEA","wr","11","@GB","1.5","10","0","0","0","0","0","0","0","0","0","1.1906","0.7394","8.4676","0.0491","0.0035","0.0017","0.0025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"69","Ameer Abdullah","MIN","rb","12","@SF","1.2","10","0","0","0","0","0","0","0.6276","2.4611","0.0078","0.8562","0.653","4.1382","0.0221","0.0363","0.0182","0.0008","39.8378","0.0093","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70","Jordan Thomas","HST","te","10","@KC","2.2","10","0","0","0","0","0","0","0","0","0","1.5949","1.1153","11.8714","0.0744","0.0044","0.0022","0.0026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"71","Cody Hollister","TEN","wr","11","@BLT","0.9","10","0","0","0","0","0","0","0","0","0","0.6561","0.4083","4.9736","0.0256","0.0019","0.001","0.0016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"72","Ryan Tannehill","TEN","qb","11","@BLT","16.3","21","19.4341","32.7356","232.6003","1.2426","0.961","3.2106","4.5691","20.0095","0.2182","0","0","0","0","0.5114","0.2557","0.0726","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"73","Khari Blasingame","TEN","rb","11","@BLT","0.8","10","0","0","0","0","0","0","0","0","0","0.7535","0.5874","3.8259","0.0155","0.0027","0.0013","0.0006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"74","Malik Turner","SEA","wr","11","@GB","0.7","10","0","0","0","0","0","0","0","0","0","0.4691","0.307","3.9274","0.0213","0.0014","0.0007","0.001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"75","Marcedes Lewis","GB","te","11","SEA","1.9","10","0","0","0","0","0","0","0","0","0","1.2395","0.855","9.6214","0.0916","0.003","0.0015","0.0041","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"76","Jimmy Garoppolo","SF","qb","4","MIN","16.2","27","22.7022","33.1635","246.4949","1.5861","0.9079","3.5571","2.9116","6.101","0.0785","0","0","0","0","0.3367","0.1683","0.0603","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"77","Robert Turbin","SEA","rb","11","@GB","0.5","10","0","0","0","0","0","0","0.7382","2.9225","0.0153","0.1201","0.0934","0.6265","0.0036","0.0047","0.0023","0.0006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"78","Tyler Conklin","MIN","te","12","@SF","1.6","10","0","0","0","0","0","0","0","0","0","1.1377","0.7869","8.9457","0.049","0.0032","0.0016","0.0021","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
