"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","salary","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"31","Greg Ward","PHI","wr","10","SEA","8.6","13","0","0","0","0","0","0","0","0","0","6.7551","4.5993","44.6941","0.2846","0.0434","0.0217","0.0106","14.3865","0.0189","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32","Latavius Murray","NO","rb","9","MIN","7.9","14","0","0","0","0","0","0","8.9286","36.7351","0.3132","1.8776","1.6236","11.9831","0.0619","0.024","0.012","0.0012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"33","Marshawn Lynch","SEA","rb","11","@PHI","7.8","15","0","0","0","0","0","0","11.7136","47.2518","0.3494","0.8837","0.6855","4.9533","0.0282","0.0463","0.0231","0.004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"34","Jared Cook","NO","te","9","MIN","9","18","0","0","0","0","0","0","0","0","0","5.3057","3.6909","52.5361","0.3175","0.0196","0.0098","0.0045","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35","Duke Johnson Jr.","HST","rb","10","BUF","7.4","13","0","0","0","0","0","0","4.1838","18.1203","0.0957","4.2639","3.4317","26.426","0.1062","0.0425","0.0212","0.0106","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"36","Rex Burkhead","NE","rb","10","TEN","6.7","13","0","0","0","0","0","0","5.8995","23.319","0.2327","2.4607","1.9803","15.2294","0.091","0.0459","0.0229","0.0032","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"37","Corey Davis","TEN","wr","11","@NE","6.3","10","0","0","0","0","0","0","0","0","0","5.419","3.1389","38.8718","0.1461","0.0299","0.0149","0.0049","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"38","Mohamed Sanu","NE","wr","10","TEN","6.1","12","0","0","0","0","0","0","0","0","0","4.1628","2.9615","32.3815","0.2235","0.0494","0.0247","0.01","16.3584","0.0191","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"39","Jacob Hollister","SEA","te","11","@PHI","7.4","14","0","0","0","0","0","0","0","0","0","5.7038","3.938","37.2159","0.2872","0.0143","0.0072","0.0107","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40","Tajae Sharpe","TEN","wr","11","@NE","5.8","10","0","0","0","0","0","0","0","0","0","4.6308","2.6057","34.5308","0.1656","0.0104","0.0052","0.007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41","Tre'Quan Smith","NO","wr","9","MIN","5.5","14","0","0","0","0","0","0","0","0","0","3.1942","2.1215","29.0652","0.2553","0.0085","0.0043","0.0046","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"42","David Moore","SEA","wr","11","@PHI","5.4","10","0","0","0","0","0","0","0.119","0.7971","0.0032","3.486","1.8421","30.3168","0.2156","0.0602","0.0301","0.0053","27.0286","0.0208","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"43","N'Keal Harry","NE","wr","10","TEN","5.4","10","0","0","0","0","0","0","0.3144","2.2514","0.0118","3.5491","2.2237","26.4197","0.2228","0.0118","0.0059","0.0056","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44","Jonnu Smith","TEN","te","11","@NE","6.7","13","0","0","0","0","0","0","0.2607","2.0926","0.0057","4.7808","3.3103","35.8135","0.2064","0.022","0.011","0.0075","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45","Kyle Rudolph","MIN","te","12","@NO","6.6","14","0","0","0","0","0","0","0","0","0","3.922","3.0452","31.1433","0.3152","0.0122","0.0061","0.0138","6.9119","0.002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46","Zach Ertz","PHI","te","10","SEA","6.5","25","0","0","0","0","0","0","0","0","0","4.4448","3.1197","33.5672","0.2585","0.0282","0.0141","0.0079","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"47","Isaiah McKenzie","BUF","wr","6","@HST","4.5","10","0","0","0","0","0","0","0.4691","2.9846","0.011","3.4","2.4427","22.9363","0.1024","0.012","0.006","0.0041","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"48","Olabisi Johnson","MIN","wr","12","@NO","4.4","14","0","0","0","0","0","0","0","0","0","2.8493","2.0133","23.7975","0.1699","0.0087","0.0044","0.0068","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"49","Alexander Mattison","MIN","rb","12","@NO","4","15","0","0","0","0","0","0","5.86","23.1285","0.0677","1.2033","0.9736","6.3852","0.0312","0.0346","0.0173","0.0043","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50","Ted Ginn Jr.","NO","wr","9","MIN","4","11","0","0","0","0","0","0","0","0","0","2.6288","1.7545","22.7533","0.148","0.0162","0.0081","0.0067","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"51","Irv Smith Jr.","MIN","te","12","@NO","5.2","11","0","0","0","0","0","0","0","0","0","3.6175","2.7021","27.8529","0.179","0.0175","0.0087","0.008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"52","Dion Lewis","TEN","rb","11","@NE","3.3","10","0","0","0","0","0","0","3.1445","12.6039","0.059","1.6009","1.2828","9.0557","0.0343","0.0203","0.0101","0.0014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"53","Jakobi Meyers","NE","wr","10","TEN","3.3","10","0","0","0","0","0","0","0","0","0","2.2706","1.4827","18.8121","0.1162","0.0064","0.0032","0.0036","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"54","Deontay Burnett","PHI","wr","10","SEA","3.2","10","0","0","0","0","0","0","0","0","0","2.4567","1.5225","17.4177","0.1186","0.007","0.0035","0.0041","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"55","Dawson Knox","BUF","te","6","@HST","4.6","10","0","0","0","0","0","0","0","0","0","3.1476","2.1406","27.1177","0.1368","0.0081","0.004","0.0034","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"56","Darren Fells","HST","te","10","BUF","4.5","10","0","0","0","0","0","0","0","0","0","2.6298","2.0612","21.3671","0.2191","0.0074","0.0037","0.0028","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"57","Keke Coutee","HST","wr","10","BUF","3","10","0","0","0","0","0","0","0","0","0","2.3726","1.7005","16.8534","0.0777","0.0119","0.006","0.0026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"58","Robert Davis","PHI","wr","10","SEA","2.9","10","0","0","0","0","0","0","0","0","0","2.1558","1.3279","15.693","0.1034","0.0062","0.0031","0.0036","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"59","Frank Gore","BUF","rb","6","@HST","2.7","12","0","0","0","0","0","0","4.1736","16.381","0.0595","0.6584","0.5084","3.7996","0.0138","0.0317","0.0159","0.0003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60","Jordan Akins","HST","te","10","BUF","4.1","10","0","0","0","0","0","0","0","0","0","2.8265","2.1035","24.8957","0.1007","0.0075","0.0038","0.0028","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"61","Jordan Howard","PHI","rb","10","SEA","2.6","13","0","0","0","0","0","0","3.5714","14.8021","0.1161","0.3889","0.2826","1.8704","0.0113","0.0177","0.0089","0.0002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"62","Phillip Dorsett","NE","wr","10","TEN","2.6","11","0","0","0","0","0","0","0","0","0","1.4785","0.9633","14.0803","0.1103","0.0034","0.0017","0.0019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"63","J.J. Arcega-Whiteside","PHI","wr","10","SEA","2.6","10","0","0","0","0","0","0","0","0","0","1.8929","1.1249","14.4974","0.1051","0.0051","0.0026","0.003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"64","DeAndre Carter","HST","wr","10","BUF","2.2","10","0","0","0","0","0","0","0","0","0","1.3923","1.1188","12.4532","0.047","0.0628","0.0314","0.0018","54.5625","0.0206","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"65","Joshua Perkins","PHI","te","10","SEA","3.3","10","0","0","0","0","0","0","0","0","0","2.3279","1.5386","17.1941","0.1363","0.0062","0.0031","0.0037","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"66","C.J. Ham","MIN","rb","12","@NO","1.9","10","0","0","0","0","0","0","0.2548","0.7761","0.0092","1.5691","1.2539","8.7236","0.0419","0.0119","0.0059","0.0015","7.1099","0.002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"67","John Ursua","SEA","wr","11","@PHI","1.3","10","0","0","0","0","0","0","0","0","0","0.9708","0.6096","6.8959","0.0486","0.0029","0.0014","0.0021","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"68","Robert Foster","BUF","wr","6","@HST","1.3","10","0","0","0","0","0","0","0","0","0","1.0513","0.5602","7.8077","0.0378","0.0023","0.0012","0.001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"69","Matt LaCosse","NE","te","10","TEN","2.6","10","0","0","0","0","0","0","0","0","0","1.804","1.3073","12.3203","0.1149","0.0049","0.0025","0.0028","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70","Anthony Firkser","TEN","te","11","@NE","2.6","10","0","0","0","0","0","0","0","0","0","1.8817","1.2845","15.3183","0.073","0.005","0.0025","0.0034","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"71","Benjamin Watson","NE","te","10","TEN","2.5","10","0","0","0","0","0","0","0","0","0","1.6305","1.1934","12.1597","0.1092","0.0068","0.0034","0.0021","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"72","Laquon Treadwell","MIN","wr","12","@NO","1.1","10","0","0","0","0","0","0","0","0","0","0.8653","0.5934","5.7906","0.032","0.0043","0.0022","0.0018","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"73","Malik Turner","SEA","wr","11","@PHI","1.1","10","0","0","0","0","0","0","0","0","0","0.7489","0.4954","6.2674","0.0411","0.0022","0.0011","0.0017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"74","Ameer Abdullah","MIN","rb","12","@NO","0.9","10","0","0","0","0","0","0","0.3447","1.2834","0.0034","0.7196","0.5621","3.5616","0.0199","0.0268","0.0134","0.0007","29.9292","0.0075","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"75","Josh Hill","NO","te","9","MIN","2.3","10","0","0","0","0","0","0","0","0","0","1.5605","1.1997","10.443","0.1086","0.0106","0.0053","0.0023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"76","Ryan Izzo","NE","te","10","TEN","2.3","10","0","0","0","0","0","0","0","0","0","1.4581","1.034","11.8793","0.1037","0.0043","0.0021","0.0024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"77","Khari Blasingame","TEN","rb","11","@NE","0.8","10","0","0","0","0","0","0","0","0","0","0.8225","0.6309","4.1243","0.0159","0.0029","0.0014","0.0006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"78","Robert Turbin","SEA","rb","11","@PHI","0.7","10","0","0","0","0","0","0","1.1963","4.4624","0.0204","0.1234","0.0973","0.6571","0.004","0.0073","0.0037","0.0009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"79","Cody Hollister","TEN","wr","11","@NE","0.7","10","0","0","0","0","0","0","0","0","0","0.529","0.3226","3.9109","0.0175","0.0015","0.0008","0.001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
