"Rank","Tier","WSIS","Wide Receivers","Team","Opp","Best","Worst","Avg","Std Dev","Proj. Pts"
"47","undefined","","Diontae Johnson","PIT","at LAC","37","57","49.3","3.2","6.6"
"48","undefined","","Corey Davis","TEN","at DEN","45","71","50.7","5.5","6.4"
"49","undefined","","A.J. Brown","TEN","at DEN","43","71","51.1","4.2","6.4"
"50","undefined","","Devante Parker","MIA","vs. WAS","36","67","52.1","5.7","6.3"
"51","undefined","","Marquise Goodwin","SF","at LAR","44","59","50.7","3.5","6.1"
"52","undefined","","Deebo Samuel","SF","at LAR","45","61","53.5","4.0","6.1"
"53","undefined","","KeeSean Johnson","ARI","vs. ATL","37","70","53.1","6.9","6.0"
"54","undefined","","Willie Snead","BAL","vs. CIN","41","69","54.0","6.9","6.0"
"55","undefined","","Nelson Agholor","PHI","at MIN","40","91","58.2","8.6","5.8"
"56","undefined","","Darius Slayton","NYG","at NE","44","76","56.4","5.9","5.8"
"57","undefined","","Paul Richardson","WAS","at MIA","39","62","55.0","3.9","5.7"
"58","undefined","","Keke Coutee","HOU","at KC","35","81","57.3","6.8","5.7"
"59","undefined","","Dante Pettis","SF","at LAR","54","79","62.9","3.8","5.6"
"60","undefined","","Chris Conley","JAC","vs. NO","50","73","63.1","4.1","5.6"
"61","undefined","","Trey Quinn","WAS","at MIA","51","69","63.2","4.2","5.5"
"62","undefined","","Ted Ginn","NO","at JAC","44","80","61.3","4.9","5.4"
"63","undefined","","Albert Wilson","MIA","vs. WAS","35","72","63.2","5.0","5.3"
"64","undefined","","Demaryius Thomas","NYJ ","vs. DAL","52","83","63.8","5.6","5.2"
"65","undefined","","Jakobi Meyers","NE","vs. NYG","43","80","65.1","6.5","5.1"
"66","undefined","","Byron Pringle","KC","vs. HOU","46","84","65.6","9.2","5.1"
"67","undefined","","Miles Boykin","BAL","vs. CIN","44","88","64.9","9.5","4.8"
"68","undefined","","Randall Cobb","DAL ","at NYJ","49","95","68.2","8.6","4.9"
"69","undefined","","Adam Humphries","TEN","at DEN","66","84","70.8","3.4","4.8"
"70","undefined","","Antonio Callaway","CLE","vs. SEA","56","90","70.7","7.5","4.8"
"71","undefined","","Danny Amendola","DET ","at GB","59","80","73.3","4.0","4.8"
"72","undefined","","David Moore","SEA","at CLE","64","83","74.3","5.2","4.7"
"73","undefined","","Cody Latimer","NYG","at NE","60","94","75.5","6.0","4.7"
"74","undefined","","Trent Sherfield","ARI","vs. ATL","56","101","75.9","7.8","4.5"
"75","undefined","","Jake Kumerow","GB","vs. DET","62","93","74.5","8.2","4.3"
"76","undefined","","Mack Hollins","PHI","at MIN","69","84","76.4","4.2","4.4"
"77","undefined","","Seth Roberts","BAL","vs. CIN","67","89","77.0","6.2","4.4"
"78","undefined","","DaeSean Hamilton","DEN","vs. TEN","69","97","83.0","7.0","4.3"
"79","undefined","","Olabisi Johnson","MIN","vs. PHI","62","94","79.5","6.1","4.1"
"80","undefined","","Jaron Brown","SEA","at CLE","72","91","79.6","3.8","3.9"
"81","undefined","","Damion Willis","CIN","at BAL","55","90","80.8","5.8","3.9"
"82","undefined","","Jarius Wright","CAR","at TB","70","112","83.4","6.5","3.8"
"83","undefined","","Travis Benjamin","LAC","vs. PIT","70","87","80.4","3.5","3.9"
"84","undefined","","Johnny Holton","PIT","at LAC","60","88","76.8","8.3","3.7"
"85","undefined","","Richie James","SF","at LAR","68","95","88.2","4.5","3.7"
"86","undefined","","Steven Sims","WAS","at MIA","67","101","88.6","8.1","3.6"
"87","undefined","","Kendrick Bourne","SF","at LAR","80","99","89.0","3.2","3.7"
"88","undefined","","Damiere Byrd","ARI ","vs. ATL","65","105","86.5","12.3","3.3"
"89","undefined","","Josh Reynolds","LAR","vs. SF","67","105","90.2","8.0","3.6"
"90","undefined","","Christian Kirk","ARI ","vs. ATL","28","93","55.5","23.2","3.7"
"91","undefined","","Andy Isabella","ARI","vs. ATL","58","109","91.4","8.9","3.4"
"92","undefined","","Pharoh Cooper","ARI","vs. ATL","73","102","90.0","5.7","3.5"
"93","undefined","","Bobo Wilson","TB","vs. CAR","81","112","95.2","5.9","3.3"
"94","undefined","","Alex Erickson","CIN","at BAL","75","101","90.5","4.9","3.5"
"95","undefined","","Marqise Lee","JAC","vs. NO","85","98","92.7","2.5","3.3"
"96","undefined","","Rashard Higgins","CLE","vs. SEA","49","112","88.9","12.3","2.9"
"97","undefined","","Tajae Sharpe","TEN","at DEN","88","104","96.7","3.2","3.2"
"98","undefined","","Devin Smith","DAL","at NYJ","69","113","94.3","8.9","3.2"
"99","undefined","","Justin Hardy","ATL","at ARI","75","110","96.8","7.9","3.1"
"100","undefined","","Marvin Hall","DET","at GB","77","96","89.1","4.6","2.8"
"101","undefined","","Keelan Cole","JAC","vs. NO","82","122","104.8","7.6","2.8"
"102","undefined","","Laquon Treadwell","MIN","vs. PHI","98","123","105.9","7.3","2.8"
"103","undefined","","Kelvin Harmon","WAS","at MIA","92","115","102.8","6.0","2.4"
"104","undefined","","Josh Bellamy","NYJ ","vs. DAL","97","120","106.2","7.3","2.7"
"105","undefined","","Tavon Austin","DAL","at NYJ","91","110","103.2","3.7","2.6"
"106","undefined","","Vyncint Smith","NYJ","vs. DAL","77","103","92.3","6.3","2.7"
"107","undefined","","Geremy Davis","LAC","vs. PIT","97","118","107.4","6.5","2.5"
"108","undefined","","Ryan Switzer","PIT","at LAC","85","122","104.4","6.7","2.5"
"109","undefined","","Austin Carr","NO","at JAC","90","118","104.9","7.7","2.4"
"110","undefined","","Allen Hurns","MIA","vs. WAS","90","114","107.8","3.8","2.4"
"111","undefined","","Stanley Morgan Jr.","CIN","at BAL","88","112","103.8","7.5","2.1"
"112","undefined","","Scott Miller","TB","vs. CAR","85","124","113.8","11.0","2.2"
"113","undefined","","Allen Lazard","GB","vs. DET","99","121","108.8","5.4","2.2"
"114","undefined","","Cody Core","NYG","at NE","88","126","111.9","9.5","2.2"
"115","undefined","","J.J. Arcega-Whiteside","PHI","at MIN","81","121","114.6","4.8","2.2"
"116","undefined","","Donte Moncrief","PIT","at LAC","74","125","113.8","6.0","2.2"
"117","undefined","","Russell Gage","ATL","at ARI","95","122","116.3","4.8","1.9"
"118","undefined","","Darrius Shepherd","GB","vs. DET","100","125","116.7","6.3","1.9"
"119","undefined","","Damion Ratley","CLE ","vs. SEA","91","109","98.6","6.0","2.2"
"120","undefined","","Gunner Olszewski","NE","vs. NYG","83","121","108.9","8.0","1.8"
"121","undefined","","Chris Moore","BAL","vs. CIN","98","125","117.8","8.0","1.5"
"122","undefined","","Justin Watson","TB","vs. CAR","99","129","119.8","8.0","1.5"
"123","undefined","","Malik Turner","SEA","at CLE","107","120","116.8","3.5","1.7"
"124","undefined","","Braxton Berrios","NYJ","vs. DAL","93","123","118.6","5.1","1.7"
"125","undefined","","Jordan Matthews","SF","at LAR","109","128","114.4","5.8","1.5"
"126","undefined","","Isaiah Ford","MIA","vs. WAS","95","127","120.0","6.7","1.4"
"127","undefined","","Diontae Spencer","DEN","vs. TEN","102","127","115.2","6.0","1.5"
"128","undefined","","Darius Jennings","TEN","at DEN","109","128","122.6","5.3","1.4"
"129","undefined","","Deonte Harris","NO","at JAC","105","130","120.8","7.8","1.4"
"130","undefined","","Lil'Jordan Humphrey","NO","at JAC","108","119","114.7","4.8","1.1"
"131","undefined","","De'Anthony Thomas","KC","vs. HOU","122","132","126.8","2.8","1.2"
"132","undefined","","DeAndre Carter","HOU","at KC","116","131","127.4","3.0","1.2"
"133","undefined","","Ray-Ray McCloud","CAR","at TB","127","131","129.0","2.0","1.0"
""
""
