"Rank","Tier","WSIS","Wide Receivers","Team","Opp","Best","Worst","Avg","Std Dev","Proj. Pts"
"35","undefined","","Marquise Brown","BAL","vs. SF","26","57","37.0","4.2","7.9"
"36","undefined","","Dede Westbrook","JAC","vs. TB","30","44","37.1","2.8","7.8"
"37","undefined","","Sterling Shepard","NYG","vs. GB","28","53","37.6","4.6","7.8"
"38","undefined","","Deebo Samuel","SF","at BAL","25","55","38.7","4.9","7.7"
"39","undefined","","Marvin Jones","DET","vs. CHI","28","46","38.9","3.8","7.4"
"40","undefined","","Curtis Samuel","CAR","vs. WAS","24","50","39.2","2.6","7.4"
"41","undefined","","Robby Anderson","NYJ","at CIN","22","61","39.7","7.4","7.3"
"42","undefined","","Mike Williams","LAC","at DEN","28","53","42.5","3.5","7.3"
"43","undefined","","Adam Thielen","MIN ","at SEA","11","76","31.6","15.2","7.0"
"44","undefined","","A.J. Brown","TEN","at IND","19","51","43.7","3.9","6.9"
"45","undefined","","James Washington","PIT","vs. CLE","32","55","44.6","4.1","6.8"
"46","undefined","","Darius Slayton","NYG","vs. GB","37","53","45.1","3.0","6.7"
"47","undefined","","Emmanuel Sanders","SF","at BAL","34","62","45.7","4.7","6.6"
"48","undefined","","Russell Gage","ATL","vs. NO","37","54","46.5","4.9","6.6"
"49","undefined","","Chris Conley","JAC","vs. TB","37","56","48.2","2.7","6.6"
"50","undefined","","Cole Beasley","BUF","at DAL","37","61","51.5","4.8","6.6"
"51","undefined","","Larry Fitzgerald","ARI","vs. LAR","40","62","51.5","3.8","6.6"
"52","undefined","","Randall Cobb","DAL","vs. BUF","41","66","51.5","4.1","6.6"
"53","undefined","","Anthony Miller","CHI","at DET","26","56","51.7","3.9","6.6"
"54","undefined","","Allen Hurns","MIA","vs. PHI","48","62","55.0","4.0","6.4"
"55","undefined","","Auden Tate","CIN","vs. NYJ","44","80","56.2","7.9","6.3"
"56","undefined","","Diontae Johnson","PIT","vs. CLE","48","63","57.4","2.6","6.2"
"57","undefined","","Demaryius Thomas","NYJ ","at CIN","46","64","57.8","3.3","6.2"
"58","undefined","","Zach Pascal","IND","vs. TEN","42","72","58.8","7.0","6.2"
"59","undefined","","Phillip Dorsett","NE ","at HOU","45","71","60.5","6.4","6.1"
"60","undefined","","Corey Davis","TEN","at IND","53","67","60.9","3.4","6.1"
"61","undefined","","Josh Gordon","SEA","vs. MIN","53","72","62.5","3.3","6.0"
"62","undefined","","Ted Ginn","NO","at ATL","47","64","59.1","3.3","5.4"
"63","undefined","","Mecole Hardman","KC","vs. OAK","47","73","64.4","4.2","5.4"
"64","undefined","","Allen Lazard","GB","at NYG","54","71","65.7","3.2","5.4"
"65","undefined","","Adam Humphries","TEN","at IND","59","86","72.2","5.4","5.3"
"66","undefined","","Tim Patrick","DEN","vs. LAC","62","82","69.0","5.2","5.3"
"67","undefined","","Alex Erickson","CIN","vs. NYJ","50","84","70.2","7.2","5.3"
"68","undefined","","Danny Amendola","DET","vs. CHI","60","84","74.1","3.4","5.1"
"69","undefined","","N'Keal Harry","NE","at HOU","54","95","71.1","10.1","5.0"
"70","undefined","","Mohamed Sanu","NE ","at HOU","42","95","73.0","13.3","4.9"
"71","undefined","","Kenny Stills","HOU","vs. NE","50","73","64.3","5.7","4.8"
"72","undefined","","Tre'Quan Smith","NO","at ATL","62","81","71.2","4.3","4.8"
"73","undefined","","Demarcus Robinson","KC","vs. OAK","70","95","77.1","6.8","4.7"
"74","undefined","","Zay Jones","OAK","at KC","64","86","73.7","5.6","4.7"
"75","undefined","","Nelson Agholor","PHI","at MIA","54","101","74.3","10.6","4.7"
"76","undefined","","Geronimo Allison","GB","at NYG","65","89","79.6","5.2","4.6"
"77","undefined","","Kelvin Harmon","WAS","at CAR","51","94","75.5","8.2","4.6"
"78","undefined","","Marquez Valdes-Scantling","GB","at NYG","63","93","80.0","6.6","4.6"
"79","undefined","","Kendrick Bourne","SF","at BAL","68","89","82.4","4.3","4.3"
"80","undefined","","Albert Wilson","MIA","vs. PHI","60","116","83.7","12.0","4.3"
"81","undefined","","Willie Snead","BAL","vs. SF","76","90","84.1","4.0","4.3"
"82","undefined","","Jakobi Meyers","NE","at HOU","59","100","76.8","9.8","4.2"
"83","undefined","","Andy Isabella","ARI","vs. LAR","65","98","83.7","6.0","4.1"
"84","undefined","","Isaiah McKenzie","BUF","at DAL","70","97","82.6","5.8","4.1"
"85","undefined","","J.J. Arcega-Whiteside","PHI","at MIA","73","95","86.1","6.3","4.1"
"86","undefined","","Breshad Perriman","TB","at JAC","74","97","88.4","4.6","4.0"
"87","undefined","","Olabisi Johnson","MIN","at SEA","78","99","88.5","5.9","4.0"
"88","undefined","","Rashard Higgins","CLE","at PIT","71","114","92.8","7.6","3.9"
"89","undefined","","Chester Rogers","IND","vs. TEN","75","100","89.5","6.2","3.8"
"90","undefined","","Keelan Cole","JAC","vs. TB","71","103","90.3","5.3","3.6"
"91","undefined","","Justin Hardy","ATL","vs. NO","70","102","90.6","8.5","3.4"
"92","undefined","","Christian Blake","ATL","vs. NO","55","93","67.1","10.5","3.4"
"93","undefined","","Marcus Johnson","IND","vs. TEN","76","105","91.4","9.1","3.3"
"94","undefined","","Trey Quinn","WAS","at CAR","68","107","96.9","6.1","3.3"
"95","undefined","","Josh Reynolds","LAR","at ARI","78","117","94.4","9.5","3.1"
"96","undefined","","Greg Ward","PHI","at MIA","71","99","86.3","9.4","3.1"
"97","undefined","","Jarius Wright","CAR","vs. WAS","93","111","99.3","4.8","3.1"
"98","undefined","","Scott Miller","TB ","at JAC","79","111","92.3","9.4","3.0"
"99","undefined","","Tajae Sharpe","TEN","at IND","87","146","104.9","12.7","3.0"
"100","undefined","","KeeSean Johnson","ARI","vs. LAR","90","132","105.0","9.6","3.0"
"101","undefined","","Miles Boykin","BAL ","vs. SF","87","114","104.7","6.9","2.9"
"102","undefined","","Javon Wims","CHI","at DET","72","110","89.8","11.3","2.8"
"103","undefined","","Mack Hollins","PHI","at MIA","86","141","108.3","15.4","2.8"
"104","undefined","","Cody Latimer","NYG","vs. GB","63","118","93.6","14.0","2.8"
"105","undefined","","DaeSean Hamilton","DEN","vs. LAC","81","121","111.4","6.7","2.8"
"106","undefined","","Laquon Treadwell","MIN","at SEA","99","131","107.7","9.2","2.7"
"107","undefined","","Trevor Davis","OAK","at KC","91","122","107.3","10.9","2.7"
"108","undefined","","Tevin Jones","PIT","vs. CLE","78","106","95.9","5.9","2.6"
"109","undefined","","David Moore","SEA","vs. MIN","100","121","110.0","5.9","2.4"
"110","undefined","","Jake Kumerow","GB","at NYG","99","122","111.8","7.6","2.3"
"111","undefined","","Cordarrelle Patterson","CHI","at DET","79","124","107.8","12.7","2.2"
"112","undefined","","Seth Roberts","BAL","vs. SF","98","125","112.9","6.6","2.1"
"113","undefined","","Andre Patton","LAC","at DEN","83","113","105.7","5.1","2.1"
"114","undefined","","Johnny Holton","PIT","vs. CLE","96","116","105.7","6.5","2.1"
"115","undefined","","Keelan Doss","OAK","at KC","77","105","95.6","9.9","2.0"
"116","undefined","","Vyncint Smith","NYJ","at CIN","99","113","105.3","5.2","2.0"
"117","undefined","","Parris Campbell","IND ","vs. TEN","76","111","89.5","13.0","1.8"
"118","undefined","","Jesper Horsted","CHI","at DET","74","78","76.3","1.7","1.8"
"119","undefined","","Pharoh Cooper","ARI","vs. LAR","100","134","114.8","11.1","1.7"
"120","undefined","","Marcell Ateman","OAK","at KC","92","112","108.6","3.6","1.7"
"121","undefined","","Steven Sims","WAS","at CAR","109","135","117.0","9.3","1.7"
"122","undefined","","Malik Turner","SEA","vs. MIN","104","124","117.5","4.9","1.7"
"123","undefined","","Kalif Raymond","TEN","at IND","106","131","118.5","7.7","1.6"
"124","undefined","","Robert Foster","BUF ","at DAL","103","140","120.8","12.5","1.6"
"125","undefined","","Diontae Spencer","DEN","vs. LAC","114","121","118.0","2.7","1.6"
"126","undefined","","Olamide Zaccheaus","ATL","vs. NO","84","138","115.3","19.7","1.5"
"127","undefined","","Tavon Austin","DAL","vs. BUF","84","140","123.2","9.4","1.5"
"128","undefined","","Marquise Goodwin","SF","at BAL","107","140","123.8","10.5","1.5"
"129","undefined","","Deon Cain","PIT","vs. CLE","108","131","124.6","8.5","1.4"
"130","undefined","","Isaiah Ford","MIA","vs. PHI","118","136","127.8","5.9","1.3"
"131","undefined","","Richie James","SF","at BAL","123","143","128.0","7.6","1.2"
"132","undefined","","Braxton Berrios","NYJ","at CIN","120","138","129.6","5.7","1.2"
"133","undefined","","Andre Roberts","BUF","at DAL","105","144","130.2","13.9","1.0"
"134","undefined","","Keke Coutee","HOU","vs. NE","98","144","130.6","14.2","1.0"
"135","undefined","","Khadarel Hodge","CLE ","at PIT","126","136","131.0","3.8","0.9"
"136","undefined","","Byron Pringle","KC","vs. OAK","123","145","134.0","7.7","0.7"
"137","undefined","","Ashton Dulin","IND","vs. TEN","106","135","123.7","12.7","0.7"
"138","undefined","","Cody Core","NYG","vs. GB","122","147","131.3","9.8","0.7"
"139","undefined","","Justin Watson","TB","at JAC","124","151","135.4","9.3","0.7"
"140","undefined","","Stanley Morgan Jr.","CIN","vs. NYJ","119","131","126.7","5.4","0.7"
"141","undefined","","Donte Moncrief","CAR","vs. WAS","125","142","133.5","6.0","0.6"
"142","undefined","","Damion Willis","CIN","vs. NYJ","129","141","137.4","4.3","0.5"
"143","undefined","","Jason Moore","LAC","at DEN","120","142","129.7","9.2","0.5"
"144","undefined","","Fred Brown","DEN","vs. LAC","128","132","130.7","1.9","0.5"
"145","undefined","","Riley Ridley","CHI","at DET","98","149","123.5","25.5","0.5"
"146","undefined","","DeAndre Carter","HOU","vs. NE","133","145","137.0","4.7","0.3"
"147","undefined","","Damiere Byrd","ARI","vs. LAR","113","146","134.0","14.9","0.3"
"148","undefined","","Damion Ratley","CLE","at PIT","133","147","140.4","5.2","0.3"
"149","undefined","","Jaron Brown","SEA","vs. MIN","130","140","134.7","4.1","0.3"
"150","undefined","","Chris Lacy","DET","vs. CHI","134","149","143.3","6.3","0.2"
"151","undefined","","DeAndrew White","CAR","vs. WAS","132","142","137.0","5.0","0.2"
"152","undefined","","Krishawn Hogan","NO","at ATL","135","150","141.3","6.3","0.1"
"153","undefined","","Trent Sherfield","ARI","vs. LAR","141","148","144.3","2.6","0.1"
"154","undefined","","Mike Thomas","LAR","at ARI","143","144","143.5","0.5","0.1"
"155","undefined","","Chris Moore","BAL","vs. SF","145","146","145.5","0.5","0.1"
"156","undefined","","Taywan Taylor","CLE","at PIT","146","152","149.0","3.0","0.1"
"157","undefined","","Cam Sims","WAS","at CAR","148","153","150.5","2.5","0.1"
""
""
