"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","salary","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"386","Ravens DST","BLT","dst","8","@CLV","7.7","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.7713","0.0446","1.1904","0.704","0.352","0.2912","54.6433","0.0393","0.0203","0.0496","0.1392","0.2341","0.2566","0.1833","0.1169","0","0","0","0","0","0","0","0","0","0"
"387","Falcons DST","ATL","dst","9","JAX","7.6","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.1154","0.0426","0.9557","0.568","0.284","0.1622","56.077","0.0369","0.0168","0.0468","0.1411","0.2456","0.2671","0.1815","0.1012","0","0","0","0","0","0","0","0","0","0"
"388","Chargers DST","LAC","dst","12","OAK","7.6","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.5112","0.0418","0.808","0.9689","0.4844","0.219","85.9197","0.0475","0.0179","0.0489","0.145","0.2483","0.2656","0.1775","0.0968","0","0","0","0","0","0","0","0","0","0"
"389","Jets DST","NYJ","dst","4","PIT","7.4","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.6646","0.0346","1.0685","0.5372","0.2686","0.1846","60.859","0.0298","0.0158","0.0448","0.1371","0.2427","0.2685","0.1855","0.1056","0","0","0","0","0","0","0","0","0","0"
"390","49ers DST","SF","dst","4","LA","7.3","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.9359","0.0391","0.8574","0.8862","0.4431","0.1076","46.0356","0.0338","0.0179","0.0489","0.145","0.2483","0.2656","0.1775","0.0968","0","0","0","0","0","0","0","0","0","0"
"391","Panthers DST","CAR","dst","7","@IND","7.2","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.1088","0.0498","0.5263","0.5596","0.2798","0.3597","57.3316","0.031","0.0105","0.0306","0.1009","0.2008","0.2605","0.2201","0.1766","0","0","0","0","0","0","0","0","0","0"
"392","Packers DST","GB","dst","11","@MIN","7.2","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.5139","0.0494","0.8369","0.7538","0.3769","0.3997","72.7749","0.0285","0.0058","0.0196","0.0738","0.1687","0.251","0.2435","0.2375","0","0","0","0","0","0","0","0","0","0"
"393","Eagles DST","PHI","dst","10","DAL","6.9","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.8748","0.0398","0.7779","0.8768","0.4384","0.2055","58.8075","0.036","0.0077","0.0263","0.0963","0.2051","0.2729","0.2269","0.1648","0","0","0","0","0","0","0","0","0","0"
"394","Bengals DST","CIN","dst","9","@MIA","6.8","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9976","0.0481","0.966","0.5357","0.2678","0.2977","40.9631","0.022","0.0134","0.0368","0.1143","0.214","0.261","0.2075","0.153","0","0","0","0","0","0","0","0","0","0"
"395","Texans DST","HST","dst","10","@TB","6.7","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.366","0.0485","1.0091","0.8514","0.4257","0.2229","71.4428","0.0374","0.0086","0.0266","0.0914","0.1904","0.2586","0.2288","0.1957","0","0","0","0","0","0","0","0","0","0"
"396","Cowboys DST","DAL","dst","8","@PHI","6.6","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.6247","0.0478","0.8908","0.9643","0.4821","0.1728","57.3756","0.0378","0.0092","0.0279","0.0945","0.1939","0.2593","0.226","0.1892","0","0","0","0","0","0","0","0","0","0"
"397","Lions DST","DET","dst","5","@DEN","6.6","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.7224","0.0499","0.9597","0.4567","0.2283","0.1884","68.6976","0.0418","0.0092","0.0279","0.0945","0.1939","0.2593","0.226","0.1892","0","0","0","0","0","0","0","0","0","0"
"398","Bears DST","CHI","dst","6","KC","6.4","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.2482","0.0375","0.9731","0.7013","0.3506","0.2614","70.6317","0.031","0.005","0.0191","0.077","0.1815","0.2671","0.2456","0.2047","0","0","0","0","0","0","0","0","0","0"
"399","Chiefs DST","KC","dst","12","@CHI","6.3","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.5604","0.0456","0.8283","0.6947","0.3474","0.0792","41.2634","0.028","0.0192","0.0476","0.1355","0.2315","0.2576","0.1869","0.1217","0","0","0","0","0","0","0","0","0","0"
"400","Vikings DST","MIN","dst","12","GB","6.2","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.5349","0.0411","0.3826","0.4233","0.2116","0.1223","72.6072","0.04","0.0122","0.0372","0.1216","0.2302","0.2724","0.2013","0.1251","0","0","0","0","0","0","0","0","0","0"
"401","Giants DST","NYG","dst","11","@WAS","6.2","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.5036","0.0481","0.8565","0.563","0.2815","0.1435","41.2776","0.0259","0.0134","0.0368","0.1143","0.214","0.261","0.2075","0.153","0","0","0","0","0","0","0","0","0","0"
"402","Browns DST","CLV","dst","7","BLT","6.1","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.624","0.0377","0.8411","1.0559","0.5279","0.2184","73.9992","0.0332","0.0022","0.01","0.0483","0.1371","0.2427","0.2685","0.2912","0","0","0","0","0","0","0","0","0","0"
"403","Dolphins DST","MIA","dst","5","CIN","5.4","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.8989","0.0379","0.6297","0.3728","0.1864","0.1173","68.5855","0.0361","0.019","0.0511","0.1491","0.2509","0.2639","0.1734","0.0926","0","0","0","0","0","0","0","0","0","0"
"404","Cardinals DST","ARZ","dst","12","@SEA","4.9","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.7586","0.0533","0.4892","0.9247","0.4624","0.2209","94.5283","0.0398","0.0016","0.0071","0.0346","0.1042","0.2042","0.2608","0.3875","0","0","0","0","0","0","0","0","0","0"
"405","Bills DST","BUF","dst","6","@NE","4.6","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.7881","0.0511","0.5995","0.5863","0.2932","0.1412","85.1092","0.0391","0.0086","0.0266","0.0914","0.1904","0.2586","0.2288","0.1957","0","0","0","0","0","0","0","0","0","0"
"406","Jaguars DST","JAX","dst","10","@ATL","4.6","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.8829","0.0509","0.5473","0.7176","0.3588","0.2506","76.4002","0.0398","0.0036","0.0135","0.0562","0.1428","0.2366","0.2554","0.292","0","0","0","0","0","0","0","0","0","0"
"407","Titans DST","TEN","dst","11","NO","4.4","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.286","0.038","0.7613","0.579","0.2895","0.1545","54.8269","0.0326","0.0062","0.0225","0.0864","0.1935","0.2707","0.2367","0.1841","0","0","0","0","0","0","0","0","0","0"
"408","Raiders DST","OAK","dst","6","@LAC","4.1","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.863","0.0506","0.6071","0.5077","0.2539","0.1185","108.7226","0.0717","0.0044","0.0159","0.0633","0.1539","0.2435","0.251","0.2679","0","0","0","0","0","0","0","0","0","0"
