"Player","Team","REC","YDS","TDS","FL","FPTS"
"Demetrius Harris","CLE","1.5","14.6","0.1","0.0","1.8"
"Maxx Williams","ARI","1.5","14.0","0.1","0.0","1.8"
"Foster Moreau","OAK","1.5","13.5","0.1","0.0","1.8"
"Tommy Sweeney","BUF","1.2","12.9","0.1","0.0","1.7"
"Luke Willson","SEA","1.2","12.9","0.1","0.0","1.7"
"Josh Hill","NO","1.5","12.5","0.1","0.0","1.6"
"Tanner Hudson","TB","0.7","9.3","0.1","0.0","1.5"
"Rhett Ellison","NYG","1.2","11.1","0.0","0.0","1.4"
"Mo Alie-Cox","IND","0.9","11.3","0.0","0.0","1.4"
"Zach Gentry","PIT","0.9","9.4","0.1","0.0","1.3"
"Drew Sample","CIN","1.0","10.3","0.0","0.0","1.3"
"Virgil Green","LAC","1.0","11.2","0.1","0.1","1.3"
"Stephen Anderson","LAC","0.8","9.2","0.1","0.0","1.2"
"Jacob Hollister","SEA","1.1","12.0","0.0","0.0","1.2"
"Matt LaCosse","NE","0.9","9.8","0.0","0.0","1.2"
"Blake Bell","KC","0.9","8.4","0.1","0.0","1.1"
"Luke Stocker","ATL","1.1","8.7","0.0","0.0","1.1"
"Derek Carrier","OAK","1.1","9.4","0.0","0.0","1.0"
"Jerome Cunningham","WAS","0.8","8.8","0.0","0.0","1.0"
"Deon Yelder","KC","0.7","7.8","0.0","0.0","1.0"
"Ian Thomas","CAR","0.7","6.8","0.0","0.0","0.8"
"Ryan Izzo","NE","0.7","6.8","0.0","0.0","0.8"
"Ross Dwelley","SF","0.6","6.0","0.0","0.0","0.8"
"Levine Toilolo","SF","0.5","6.7","0.0","0.0","0.7"
"Pharaoh Brown","CLE","0.6","6.9","0.0","0.0","0.7"
"MyCole Pruitt","TEN","0.6","5.5","0.0","0.0","0.7"
"Lee Smith","BUF","0.7","5.1","0.0","0.0","0.7"
"Ben Braunecker","CHI","0.6","6.6","0.0","0.0","0.7"
"Troy Fumagalli","DEN","0.5","5.4","0.0","0.0","0.6"
"Tyler Conklin","NE","0.5","5.7","0.0","0.0","0.6"
"Anthony Firkser","TEN","0.4","4.9","0.0","0.0","0.5"
"Andrew Beck","DEN","0.5","4.9","0.0","0.0","0.5"
"Dalton Schultz","DAL","0.4","4.8","0.0","0.0","0.5"
"Trevon Wesco","NYJ","0.5","4.9","0.0","0.0","0.5"
"Antony Auclair","TB","0.4","4.4","0.0","0.0","0.5"
"Logan Paulsen","HOU","0.4","3.8","0.0","0.0","0.4"
"Daniel Brown","NYJ","0.3","3.1","0.0","0.0","0.3"
"Jerell Adams","HOU","0.2","1.5","0.0","0.0","0.2"
"Seth DeValve","JAC","0.1","1.5","0.0","0.0","0.2"
"J.P. Holtz","CHI","0.1","1.5","0.0","0.0","0.2"
"Jaeden Graham","ATL","0.1","1.0","0.0","0.0","0.1"
"Cethan Carter","CIN","0.1","1.0","0.0","0.0","0.1"
"Alex Ellis","PHI","0.0","0.4","0.0","0.0","0.1"
"Garrett Dickerson","NYG","0.0","0.0","0.0","0.0","0.0"
""
""
