"Player","Team","ATT","CMP","YDS","TDS","INTS","ATT","YDS","TDS","FL","FPTS"
"Chase Daniel","CHI","4.8","2.8","25.9","0.1","0.2","0.4","0.7","0.0","0.1","0.8"
"","high","8.4","4.8","43.3","0.1","0.0","0.6","0.9","0.0","0.0","0.8"
"","low","1.3","0.9","8.6","0.0","0.4","0.2","0.5","0.0","0.1","0.8"
"Matt Moore","KC","4.6","2.5","24.2","0.1","0.2","0.5","0.9","0.0","0.1","0.8"
"","high","7.8","4.3","38.6","0.1","0.0","0.8","1.6","0.0","0.0","0.8"
"","low","1.5","0.8","9.7","0.0","0.4","0.2","0.3","0.0","0.1","0.8"
"Will Grier","CAR","4.6","2.6","24.2","0.1","0.2","0.4","0.8","0.0","0.1","0.8"
"","high","8.2","4.5","40.7","0.1","0.0","0.9","1.7","0.0","0.0","0.7"
"","low","1.1","0.7","7.8","0.0","0.4","0.0","0.0","0.0","0.1","0.7"
"Robert Griffin","BAL","3.7","2.1","21.3","0.1","0.2","0.7","2.1","0.0","0.1","0.8"
"","high","6.5","3.6","35.7","0.1","0.0","0.9","2.8","0.0","0.0","0.8"
"","low","1.0","0.7","6.9","0.0","0.5","0.4","1.4","0.0","0.1","0.8"
"Mike Glennon","OAK","6.1","3.3","28.9","0.1","0.2","0.7","0.9","0.0","0.1","0.8"
"","high","10.8","5.7","48.0","0.1","0.0","1.1","1.6","0.0","0.1","0.8"
"","low","1.3","0.9","9.7","0.0","0.5","0.3","0.2","0.0","0.1","0.8"
"Brian Hoyer","IND","4.5","2.5","23.2","0.1","0.2","0.6","0.9","0.0","0.1","0.8"
"","high","7.7","4.2","38.1","0.1","0.0","0.8","1.6","0.0","0.0","0.8"
"","low","1.4","0.8","8.3","0.0","0.4","0.3","0.3","0.0","0.1","0.8"
"Teddy Bridgewater","NO","4.1","2.4","21.5","0.1","0.2","0.4","0.9","0.0","0.1","0.7"
"","high","6.9","3.8","33.8","0.1","0.0","0.7","1.4","0.0","0.0","0.8"
"","low","1.4","1.0","9.3","0.0","0.4","0.1","0.4","0.0","0.1","0.8"
"Mason Rudolph","PIT","4.0","2.4","21.7","0.1","0.2","0.3","0.6","0.0","0.1","0.7"
"","high","6.5","3.7","33.0","0.1","0.0","0.4","0.9","0.0","0.0","0.9"
"","low","1.4","1.0","10.4","0.0","0.4","0.2","0.3","0.0","0.1","0.9"
"Nick Foles","JAC","4.3","2.4","22.3","0.1","0.2","0.5","1.3","0.0","0.1","0.7"
"","high","7.1","3.9","35.1","0.1","0.0","0.8","1.4","0.0","0.1","0.9"
"","low","1.4","0.9","9.6","0.0","0.4","0.2","1.1","0.0","0.1","0.9"
"Geno Smith","SEA","7.3","4.2","37.4","0.0","0.4","0.5","0.4","0.0","0.1","0.6"
"","high","7.3","4.2","37.4","0.0","0.4","0.5","0.4","0.0","0.1","0.0"
"","low","7.3","4.2","37.4","0.0","0.4","0.5","0.4","0.0","0.1","0.0"
"Matt Barkley","BUF","6.0","3.1","27.6","0.0","0.2","0.6","0.9","0.0","0.1","0.6"
"","high","10.6","5.6","47.2","0.0","0.0","1.1","1.5","0.0","0.0","0.3"
"","low","1.3","0.7","8.1","0.0","0.5","0.1","0.2","0.0","0.1","0.3"
"Josh Rosen","MIA","3.9","2.3","20.9","0.1","0.2","0.3","0.5","0.0","0.1","0.5"
"","high","6.4","3.6","32.2","0.1","0.1","0.4","0.7","0.0","0.0","0.7"
"","low","1.4","0.9","9.6","0.0","0.4","0.2","0.3","0.0","0.1","0.7"
"Jarrett Stidham","NE","5.5","2.9","25.2","0.0","0.2","0.6","0.8","0.0","0.1","0.5"
"","high","9.7","5.1","42.8","0.0","0.0","1.0","1.4","0.0","0.0","0.3"
"","low","1.2","0.7","7.6","0.0","0.5","0.2","0.3","0.0","0.1","0.3"
"David Fales","NYJ","4.3","2.3","20.4","0.1","0.3","0.5","0.9","0.0","0.1","0.5"
"","high","7.2","3.7","30.8","0.1","0.1","0.7","0.9","0.0","0.0","0.7"
"","low","1.3","0.8","10.0","0.0","0.4","0.2","0.8","0.0","0.1","0.7"
"Nick Mullens","SF","2.1","1.3","12.0","0.1","0.1","0.5","1.2","0.0","0.0","0.5"
"","high","3.1","1.7","14.4","0.1","0.1","0.7","2.2","0.0","0.0","0.6"
"","low","1.2","0.8","9.5","0.0","0.2","0.3","0.2","0.0","0.1","0.6"
"Garrett Gilbert","CLE","3.8","2.2","21.0","0.0","0.2","0.3","0.3","0.0","0.1","0.4"
"","high","6.8","3.8","34.4","0.0","0.0","0.5","0.4","0.0","0.0","0.3"
"","low","0.9","0.6","7.6","0.0","0.4","0.2","0.3","0.0","0.1","0.3"
"AJ McCarron","HOU","3.8","2.3","21.3","0.0","0.2","0.3","0.2","0.0","0.1","0.4"
"","high","6.4","3.6","32.2","0.0","0.0","0.4","0.3","0.0","0.0","0.4"
"","low","1.3","0.9","10.3","0.0","0.4","0.1","0.1","0.0","0.1","0.4"
"Sean Mannion","MIN","4.3","2.3","20.7","0.0","0.2","0.5","0.6","0.0","0.1","0.4"
"","high","7.2","3.7","30.8","0.0","0.0","0.7","0.9","0.0","0.0","0.4"
"","low","1.3","0.8","10.5","0.0","0.4","0.3","0.2","0.0","0.1","0.4"
"Case Keenum","WAS","3.9","2.1","20.0","0.0","0.2","0.4","1.0","0.0","0.1","0.4"
"","high","6.7","3.7","33.0","0.0","0.1","0.7","1.3","0.0","0.0","0.1"
"","low","1.1","0.6","7.0","0.0","0.4","0.1","0.6","0.0","0.1","0.1"
"Brett Hundley","ARI","3.4","1.9","17.2","0.0","0.2","0.4","1.0","0.0","0.1","0.4"
"","high","5.4","3.0","26.3","0.0","0.0","0.6","1.0","0.0","0.0","0.4"
"","low","1.3","0.8","8.1","0.0","0.3","0.2","0.9","0.0","0.1","0.4"
"Chad Henne","KC","1.3","0.7","8.3","0.0","0.0","0.2","0.2","0.0","0.0","0.4"
"","high","1.3","0.7","8.3","0.0","0.0","0.2","0.2","0.0","0.0","0.4"
"","low","1.3","0.7","8.3","0.0","0.0","0.2","0.2","0.0","0.0","0.4"
"Tim Boyle","GB","3.6","2.1","19.0","0.0","0.2","0.3","0.3","0.0","0.1","0.3"
"","high","6.0","3.4","30.3","0.0","0.0","0.4","0.3","0.0","0.0","0.3"
"","low","1.2","0.8","7.7","0.0","0.4","0.2","0.2","0.0","0.1","0.3"
"Kyle Sloter","DET","5.5","3.0","26.6","0.0","0.3","0.6","1.1","0.0","0.1","0.3"
"","high","5.5","3.0","26.6","0.0","0.3","0.6","1.1","0.0","0.1","0.0"
"","low","5.5","3.0","26.6","0.0","0.3","0.6","1.1","0.0","0.1","0.0"
"Brett Rypien","DEN","1.0","0.6","6.8","0.0","0.0","0.1","0.2","0.0","0.0","0.3"
"","high","1.0","0.6","6.8","0.0","0.0","0.1","0.2","0.0","0.0","0.3"
"","low","1.0","0.6","6.8","0.0","0.0","0.1","0.2","0.0","0.0","0.3"
"Cooper Rush","DAL","3.5","2.0","17.9","0.0","0.2","0.3","0.4","0.0","0.1","0.3"
"","high","5.7","3.3","29.0","0.0","0.0","0.4","0.6","0.0","0.0","0.3"
"","low","1.2","0.7","6.8","0.0","0.4","0.2","0.3","0.0","0.1","0.3"
"Colt McCoy","WAS","1.1","0.6","7.0","0.0","0.1","0.2","0.8","0.0","0.0","0.2"
"","high","1.1","0.6","7.0","0.0","0.1","0.2","0.8","0.0","0.0","0.2"
"","low","1.1","0.6","7.0","0.0","0.1","0.2","0.8","0.0","0.0","0.2"
""
""
