"Player","Team","SACK","INT","FR","FF","TD","SAFETY","PA","YDS_AGN","FPTS"
"","high","3.4","1.6","0.9","1.3","0.3","0.0","25.3","378.6","9.4"
"","low","2.0","0.5","0.5","0.8","0.0","0.0","21.1","381.0","5.4"
"Denver Broncos","","2.6","0.9","0.6","0.9","0.2","0.0","20.2","313.5","6.7"
"","high","3.5","1.0","0.7","0.9","0.2","0.0","21.0","294.0","8.0"
"","low","2.2","0.7","0.6","0.9","0.1","0.0","19.3","333.0","6.5"
"Washington Redskins","","2.8","0.9","0.6","1.2","0.1","0.0","21.1","311.8","6.6"
"","high","3.1","1.3","0.9","1.5","0.2","0.0","22.0","305.7","8.3"
"","low","2.5","0.4","0.5","0.9","0.0","0.0","19.6","318.0","5.6"
"Philadelphia Eagles","","3.0","0.6","0.7","1.0","0.1","0.0","22.7","369.1","6.5"
"","high","3.6","0.9","0.9","1.2","0.2","0.0","23.3","350.0","8.1"
"","low","2.7","0.5","0.5","0.8","0.1","0.0","21.9","388.1","6.1"
"Miami Dolphins","","2.4","1.0","0.5","0.7","0.1","0.0","27.0","386.9","6.3"
"","high","2.9","1.2","0.6","0.8","0.2","0.0","28.8","379.7","7.0"
"","low","1.8","0.9","0.4","0.6","0.1","0.0","22.9","394.0","5.5"
"Baltimore Ravens","","2.1","0.9","0.6","1.0","0.2","0.0","20.6","358.7","6.3"
"","high","3.2","1.1","0.9","1.2","0.2","0.0","21.8","335.0","7.0"
"","low","1.6","0.7","0.5","0.9","0.1","0.0","18.1","382.5","6.0"
"Los Angeles Rams","","2.5","0.8","0.6","1.0","0.1","0.0","23.6","382.5","6.2"
"","high","3.3","1.0","0.9","1.2","0.2","0.1","24.8","371.0","7.4"
"","low","2.1","0.5","0.5","0.8","0.1","0.0","20.7","394.0","4.7"
"San Francisco 49ers","","3.2","0.5","0.6","1.2","0.1","0.0","20.4","338.3","6.2"
"","high","4.2","0.8","1.0","1.4","0.2","0.0","22.3","298.0","8.2"
"","low","2.3","0.3","0.3","1.0","0.1","0.0","18.4","378.6","5.5"
"Tampa Bay Buccaneers","","2.5","0.7","0.7","1.2","0.1","0.0","28.0","374.4","6.2"
"","high","2.9","0.8","1.1","1.5","0.2","0.0","30.7","366.0","7.0"
"","low","1.9","0.7","0.5","0.8","0.1","0.0","25.5","382.9","4.9"
"New York Giants","","2.5","0.9","0.6","0.9","0.1","0.0","23.1","298.5","6.1"
"","high","2.7","1.3","0.6","1.0","0.2","0.0","23.8","294.0","7.0"
"","low","2.2","0.6","0.5","0.7","0.1","0.0","22.5","303.0","5.8"
"Seattle Seahawks","","2.5","0.7","0.7","1.4","0.1","0.0","22.9","337.0","6.0"
"","high","3.0","0.7","1.4","2.0","0.2","0.0","24.5","335.1","7.1"
"","low","1.9","0.6","0.5","0.8","0.0","0.0","19.3","339.0","5.6"
"Houston Texans","","2.3","0.7","0.7","1.1","0.1","0.1","20.6","324.6","5.9"
"","high","3.3","0.9","1.0","1.4","0.2","0.1","21.5","315.2","6.7"
"","low","1.7","0.5","0.5","0.8","0.1","0.0","18.7","334.0","5.7"
"Cincinnati Bengals","","1.8","0.9","0.5","0.7","0.1","0.0","21.2","342.7","5.6"
"","high","2.6","1.2","0.6","0.9","0.2","0.0","22.0","325.4","7.6"
"","low","0.8","0.7","0.3","0.4","0.0","0.0","19.7","360.0","5.6"
"New York Jets","","2.2","0.6","0.6","1.0","0.1","0.0","23.3","353.0","5.5"
"","high","3.5","1.0","0.9","1.2","0.2","0.0","24.8","347.0","6.3"
"","low","1.6","0.3","0.5","0.9","0.0","0.0","20.1","359.0","4.9"
"Carolina Panthers","","2.0","0.7","0.6","0.9","0.1","0.0","27.6","389.3","5.3"
"","high","2.7","0.9","0.7","1.0","0.2","0.0","31.5","380.0","6.4"
"","low","1.4","0.4","0.5","0.8","0.0","0.0","23.4","398.6","4.0"
"Dallas Cowboys","","2.0","0.6","0.6","0.8","0.1","0.0","23.3","354.5","4.9"
"","high","3.1","0.7","0.7","1.0","0.1","0.0","25.3","354.0","6.4"
"","low","1.5","0.5","0.4","0.6","0.0","0.0","18.7","354.9","4.2"
""
""
