"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","salary","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"17","Austin Ekeler","LAC","rb","12","MIN","13.7","19","0","0","0","0","0","0","7.66","36.9518","0.3346","6.141","5.0403","43.2247","0.2017","0.0558","0.0279","0.0056","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"18","Odell Beckham Jr.","CLV","wr","7","@ARZ","14.7","20","0","0","0","0","0","0","0.1291","0.7773","0.0032","8.1959","5.7457","80.0647","0.6232","0.0171","0.0085","0.0186","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19","Melvin Gordon III","LAC","rb","12","MIN","13.4","21","0","0","0","0","0","0","14.4625","55.3611","0.4588","4.282","3.3765","26.0573","0.1328","0.0454","0.0227","0.0193","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20","James Conner","PIT","rb","7","BUF","13.4","21","0","0","0","0","0","0","12.8163","57.4943","0.4276","4.4686","3.453","27.8971","0.1158","0.1148","0.0574","0.0054","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21","Jarvis Landry","CLV","wr","7","@ARZ","14.4","23","0","0","0","0","0","0","0.1703","1.0939","0.0044","9.3325","6.9452","76.086","0.5253","0.1275","0.0638","0.0162","16.0887","0.0194","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22","DeAndre Hopkins","HST","wr","10","@TEN","14","32","0","0","0","0","0","0","0.0991","0.5745","0.0021","9.6287","6.0248","82.3013","0.4554","0.0669","0.0334","0.0037","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23","Cooper Kupp","LA","wr","9","@DAL","14","22","0","0","0","0","0","0","0.184","1.1529","0.0045","7.9507","5.9384","79.0027","0.4945","0.0356","0.0178","0.0096","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24","Keenan Allen","LAC","wr","12","MIN","13.8","24","0","0","0","0","0","0","0.2367","1.458","0.0085","9.0214","6.405","80.7452","0.3935","0.0496","0.0248","0.016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25","Robert Woods","LA","wr","9","@DAL","13.7","18","0","0","0","0","0","0","0.9572","5.9714","0.0231","8.6334","5.9961","74.5231","0.4148","0.0357","0.0179","0.0069","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26","Kareem Hunt","CLV","rb","7","@ARZ","12.5","18","0","0","0","0","0","0","6.1344","28.149","0.2791","6.1369","5.1019","42.5012","0.2056","0.0357","0.0178","0.0088","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27","James White","NE","rb","10","@CIN","12.4","18","0","0","0","0","0","0","6.6523","25.8485","0.3581","6.4452","5.0496","36.4429","0.2514","0.0383","0.0192","0.0068","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28","Le'Veon Bell","NYJ","rb","4","@BLT","12.3","23","0","0","0","0","0","0","13.6376","53.3619","0.2015","5.4584","4.2442","30.7122","0.1104","0.0882","0.0441","0.0055","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"29","Darren Waller","OAK","te","6","JAX","12.4","20","0","0","0","0","0","0","0","0","0","7.513","5.5337","60.0302","0.6056","0.0192","0.0096","0.0149","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30","Davante Adams","GB","wr","11","CHI","13.3","26","0","0","0","0","0","0","0","0","0","8.9941","5.8144","68.5527","0.5911","0.0117","0.0059","0.0167","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31","D.J. Moore","CAR","wr","7","SEA","13.3","27","0","0","0","0","0","0","0.603","4.9755","0.0209","8.8303","5.8031","73.639","0.3997","0.0545","0.0273","0.0133","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32","Travis Kelce","KC","te","12","DEN","12.3","27","0","0","0","0","0","0","0","0","0","7.0094","5.0531","64.4284","0.559","0.05","0.025","0.0052","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"33","Joe Mixon","CIN","rb","9","NE","12.1","18","0","0","0","0","0","0","15.4616","67.2908","0.3123","3.0512","2.4747","18.9139","0.0731","0.0544","0.0272","0.0041","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"34","Devonta Freeman","ATL","rb","9","@SF","12","15","0","0","0","0","0","0","13.7283","57.0486","0.3418","3.8598","3.1755","22.5633","0.0965","0.1497","0.0748","0.0069","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35","George Kittle","SF","te","4","ATL","12.1","27","0","0","0","0","0","0","0","0","0","7.2955","5.3626","64.4398","0.4982","0.0126","0.0063","0.0225","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"36","Phillip Lindsay","DEN","rb","10","@KC","11.9","20","0","0","0","0","0","0","13.6812","61.5603","0.3986","3.2949","2.4795","18.051","0.0624","0.0415","0.0207","0.0074","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"37","Zach Ertz","PHI","te","10","@WAS","12","20","0","0","0","0","0","0","0","0","0","8.043","5.7628","63.3454","0.4639","0.0557","0.0278","0.0059","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"38","Patrick Laird","MIA","rb","5","@NYG","11.8","12","0","0","0","0","0","0","13.8556","53.0396","0.2395","4.5756","3.5488","25.0663","0.1411","0.0655","0.0328","0.0104","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"39","Josh Jacobs","OAK","rb","6","JAX","11.8","30","0","0","0","0","0","0","14.89","63.1778","0.5609","1.7734","1.3971","10.4122","0.0636","0.0599","0.0299","0.0091","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40","Christian Kirk","ARZ","wr","12","CLV","12.8","18","0","0","0","0","0","0","0.7703","5.2184","0.0217","8.4888","5.7806","70.9981","0.3579","0.0265","0.0132","0.0086","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41","Kenyan Drake","ARZ","rb","12","CLV","11.6","17","0","0","0","0","0","0","10.408","48.7149","0.2975","4.7189","3.7694","25.5112","0.0978","0.1192","0.0596","0.0142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"42","Miles Sanders","PHI","rb","10","@WAS","11.5","15","0","0","0","0","0","0","12.3035","52.7768","0.4212","3.293","2.5862","17.9156","0.0944","0.0706","0.0353","0.008","21.3982","0.0088","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"43","David Montgomery","CHI","rb","6","@GB","11.4","21","0","0","0","0","0","0","16.0342","67.4912","0.4582","1.8638","1.3908","9.7346","0.0417","0.064","0.032","0.01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44","Julio Jones","ATL","wr","9","@SF","12.5","27","0","0","0","0","0","0","0","0","0","8.2364","5.3447","78.9305","0.3278","0.0426","0.0213","0.0053","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45","Tyler Boyd","CIN","wr","9","NE","12.3","15","0","0","0","0","0","0","0.3149","2.0779","0.0084","8.0248","5.663","74.239","0.3018","0.0203","0.0102","0.011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46","Hunter Henry","LAC","te","12","MIN","11.3","18","0","0","0","0","0","0","0","0","0","6.8444","4.8236","64.5966","0.3966","0.0148","0.0074","0.0092","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"47","Mark Ingram II","BLT","rb","8","NYJ","11.1","28","0","0","0","0","0","0","12.3134","53.1802","0.4858","2.5468","2.0251","14.1495","0.0977","0.1159","0.0579","0.0025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"48","Adrian Peterson","WAS","rb","10","PHI","11","16","0","0","0","0","0","0","15.2379","65.1199","0.4631","1.7675","1.3423","10.061","0.0408","0.1682","0.0841","0.0026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"49","Devin Singletary","BUF","rb","6","@PIT","10.9","17","0","0","0","0","0","0","13.8764","57.5382","0.3278","3.2099","2.4283","16.7646","0.0632","0.0607","0.0304","0.007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50","Sterling Shepard","NYG","wr","11","MIA","11.9","21","0","0","0","0","0","0","0.914","6.0367","0.0258","7.4791","5.1268","64.0817","0.3703","0.0352","0.0176","0.0109","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"51","Jameis Winston","TB","qb","7","@DET","21.7","33","23.637","36.4437","285.049","2.1424","1.0631","2.6149","5.9048","19.5136","0.2411","0","0","0","0","0.7077","0.3538","0.0737","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"52","Stefon Diggs","MIN","wr","12","@LAC","11.7","22","0","0","0","0","0","0","0.3443","2.0568","0.0103","7.4446","5.2415","58.1109","0.4985","0.0128","0.0064","0.0227","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"53","Mark Andrews","BLT","te","8","NYJ","10.7","22","0","0","0","0","0","0","0","0","0","5.7349","4.0401","57.1098","0.4935","0.0126","0.0063","0.0083","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"54","Kenny Golladay","DET","wr","5","TB","11.5","28","0","0","0","0","0","0","0","0","0","6.974","4.4039","70.356","0.3718","0.0127","0.0063","0.0085","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"55","Tyler Lockett","SEA","wr","11","@CAR","11.4","23","0","0","0","0","0","0","0.5322","3.8671","0.017","5.5671","3.9295","59.0579","0.476","0.0632","0.0316","0.0138","38.0769","0.0316","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"56","Patrick Mahomes","KC","qb","12","DEN","21.3","36","22.3469","34.5757","260.6782","2.1639","0.804","2.0271","4.762","16.3366","0.2972","0","0","0","0","0.4629","0.2315","0.0585","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"57","Amari Cooper","DAL","wr","8","LA","11.2","29","0","0","0","0","0","0","0","0","0","7.3103","4.9549","63.5199","0.4073","0.0731","0.0366","0.0157","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"58","Courtland Sutton","DEN","wr","10","@KC","11","21","0","0","0","0","0","0","0.2741","1.757","0.0059","8.6441","4.2656","67.6963","0.3216","0.0172","0.0086","0.0102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"59","Terry McLaurin","WAS","wr","10","PHI","10.9","19","0","0","0","0","0","0","0","0","0","8.3807","4.7689","62.6214","0.3688","0.0206","0.0103","0.0117","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60","Emmanuel Sanders","SF","wr","4","ATL","10.6","19","0","0","0","0","0","0","0.1748","1.1855","0.0081","6.8541","4.672","56.0526","0.4198","0.0141","0.0071","0.0079","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"61","Sony Michel","NE","rb","10","@CIN","9.4","14","0","0","0","0","0","0","13.6222","55.4488","0.5037","0.7868","0.605","4.3106","0.0296","0.0505","0.0252","0.0036","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"62","Bo Scarbrough","DET","rb","5","TB","9.4","12","0","0","0","0","0","0","14.984","59.6531","0.4172","0.8432","0.6677","4.7351","0.0211","0.057","0.0285","0.0099","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"63","Dede Westbrook","JAX","wr","10","@OAK","10.5","13","0","0","0","0","0","0","0.1369","0.9693","0.0032","7.7916","5.332","56.1365","0.3208","0.1406","0.0703","0.0132","97.1523","0.0448","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"64","Tyler Higbee","LA","te","9","@DAL","9.4","14","0","0","0","0","0","0","0","0","0","6.1868","4.4192","52.5851","0.3293","0.0257","0.0129","0.0094","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"65","Russell Wilson","SEA","qb","11","@CAR","20.3","30","19.198","31.5859","236.9181","1.8142","0.6954","3.1679","6.5729","34.8226","0.2385","0","0","0","0","0.7016","0.3508","0.0473","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"66","Allen Robinson II","CHI","wr","6","@GB","10.3","23","0","0","0","0","0","0","0","0","0","8.2079","4.4588","58.9445","0.363","0.0312","0.0156","0.0087","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"67","Raheem Mostert","SF","rb","4","ATL","9.1","20","0","0","0","0","0","0","9.8533","47.5061","0.374","1.851","1.4571","10.2801","0.0752","0.0788","0.0394","0.0063","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"68","Baker Mayfield","CLV","qb","7","@ARZ","20.1","29","26.1292","37.3551","288.7665","1.9544","0.8769","1.6514","3.1424","13.1935","0.0944","0","0","0","0","0.4702","0.2351","0.0806","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"69","Tarik Cohen","CHI","rb","6","@GB","8.9","14","0","0","0","0","0","0","5.0633","21.2495","0.1353","5.1683","4.005","31.6474","0.1345","0.0882","0.0441","0.0052","12.5343","0.0124","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70","Jamaal Williams","GB","rb","11","CHI","8.9","15","0","0","0","0","0","0","8.93","32.7025","0.3351","3.1184","2.4258","18.3748","0.1","0.0264","0.0132","0.0037","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"71","Marlon Mack","IND","rb","6","@NO","8.8","21","0","0","0","0","0","0","12.9796","53.2541","0.3698","1.1543","0.9011","6.6574","0.0273","0.0477","0.0239","0.0341","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"72","Deshaun Watson","HST","qb","10","@TEN","19.9","35","20.3418","32.5524","247.4662","1.4311","0.9722","3.5736","8.1721","39.4144","0.2869","0","0","0","0","0.5087","0.2544","0.0514","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"73","Robby Anderson","NYJ","wr","4","@BLT","9.8","17","0","0","0","0","0","0","0.1954","1.2162","0.0041","6.9145","3.9579","58.9468","0.294","0.0393","0.0196","0.0058","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"74","Austin Hooper","ATL","te","9","@SF","8.8","21","0","0","0","0","0","0","0","0","0","6.0423","4.6435","48.21","0.2795","0.0117","0.0059","0.0184","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"75","T.Y. Hilton","IND","wr","6","@NO","9.7","23","0","0","0","0","0","0","0","0","0","6.6107","4.1205","60.4517","0.2715","0.0369","0.0184","0.0047","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"76","Kyler Murray","ARZ","qb","12","CLV","19.5","27","23.2488","35.0893","239.3222","1.1871","0.8904","2.968","7.5876","30.6179","0.5494","0","0","0","0","0.3577","0.1789","0.0493","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"77","Larry Fitzgerald","ARZ","wr","12","CLV","9.5","11","0","0","0","0","0","0","0","0","0","6.57","4.6511","52.9959","0.3188","0.0247","0.0123","0.018","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
