opponent,over_under_line,schedule_season,schedule_week,team,weather_detail,weather_temperature,weather_wind_mph,spread_team,is_favorite
KC,34,1993,18,SEA,,32.0,8.0,-8.5,0
KC,37,1994,8,SEA,,50.0,7.0,-6.0,0
KC,40,1995,17,SEA,,25.0,10.0,-6.5,0
KC,39,1996,8,SEA,,62.0,19.0,-9.0,0
KC,40.5,1997,5,SEA,,67.0,11.0,-4.5,0
KC,36.5,1998,5,SEA,,57.0,19.0,-4.0,0
KC,37.5,1999,12,SEA,,50.0,16.0,-3.0,0
KC,38.5,2000,5,SEA,,74.0,13.0,-4.0,0
KC,41,2001,11,SEA,,46.0,16.0,-1.5,0
KC,37,2006,8,SEA,,58.0,11.0,-5.0,0
KC,43.5,2014,11,SEA,,21.0,10.0,1.0,1
OAK,40,1982,5,SEA,,57.0,8.0,-6.5,0
OAK,45.5,1983,9,SEA,,68.0,7.0,-7.0,0
OAK,43,1984,6,SEA,,68.0,10.0,-5.0,0
OAK,42,1985,15,SEA,,57.0,7.0,-4.5,0
OAK,39.5,1986,6,SEA,,66.0,10.0,-3.5,0
OAK,40,1987,3,SEA,,67.0,7.0,-2.5,0
OAK,40,1988,16,SEA,,54.0,8.0,-3.0,0
OAK,44,1989,4,SEA,,65.0,9.0,-2.0,0
OAK,39,1990,6,SEA,,66.0,7.0,-4.5,0
OAK,34,1991,12,SEA,,57.0,8.0,-3.5,0
OAK,32,1992,11,SEA,,63.0,7.0,-14.0,0
OAK,36,1993,15,SEA,,55.0,12.0,-8.5,0
OAK,42.5,1994,2,SEA,,68.0,11.0,-6.5,0
LAR,,1976,8,SEA,,63.0,7.0,,0
LAR,41,1988,8,SEA,,64.0,6.0,-4.5,0
LAR,38,2016,2,SEA,,85.0,4.0,5.5,1
LAR,47.5,2017,5,SEA,,75.0,6.0,-1.0,0
LAR,51,2018,10,SEA,,75.0,1.0,-10.0,0
LAR,,2019,14,SEA,,,,,0
MIA,,1977,6,SEA,,77.0,14.0,,0
MIA,40.5,1979,2,SEA,,81.0,13.0,-7.0,0
MIA,37,1990,15,SEA,,71.0,7.0,-4.5,0
MIA,39,1996,6,SEA,,78.0,8.0,-7.5,0
MIA,36,2000,1,SEA,,84.0,9.0,-2.0,0
MIA,42,2008,10,SEA,,75.0,8.0,-7.5,0
MIA,38,2012,12,SEA,,74.0,6.0,3.0,1
MIN,,1976,10,SEA,,24.0,8.0,,0
MIN,46,1984,5,SEA,DOME,72.0,0.0,2.0,1
MIN,52.5,2003,14,SEA,DOME,72.0,0.0,1.0,1
MIN,54,2004,14,SEA,DOME,72.0,0.0,-6.5,0
MIN,47,2009,11,SEA,DOME,72.0,0.0,-11.0,0
MIN,43,2015,13,SEA,,36.0,3.0,2.5,1
NE,,1977,4,SEA,,58.0,19.0,,0
NE,41.5,1984,3,SEA,,50.0,13.0,-3.0,0
NE,43,1986,3,SEA,,56.0,13.0,-6.0,0
NE,37,1988,14,SEA,,39.0,23.0,-3.5,0
NE,41,1989,3,SEA,,53.0,17.0,-3.0,0
NE,39,1990,5,SEA,,72.0,15.0,3.0,1
NE,33,1992,3,SEA,,59.0,10.0,-3.0,0
NE,32,1993,3,SEA,,62.0,14.0,-2.5,0
NE,42,2004,6,SEA,,52.0,14.0,-3.5,0
NE,49.5,2016,10,SEA,,45.0,2.0,-7.5,0
NO,41.5,1985,10,SEA,DOME,72.0,0.0,6.5,1
NO,35,1991,1,SEA,DOME,72.0,0.0,-4.0,0
NO,39,1997,12,SEA,DOME,72.0,0.0,6.0,1
NO,45,2004,1,SEA,DOME,72.0,0.0,2.5,1
NO,45,2010,11,SEA,DOME,72.0,0.0,-11.0,0
NO,50,2016,8,SEA,DOME,72.0,0.0,1.0,1
NYG,,1976,12,SEA,,51.0,9.0,,0
NYG,40,1983,15,SEA,,39.0,16.0,3.0,1
NYG,37.5,1989,11,SEA,,35.0,17.0,-10.0,0
NYG,32,1992,8,SEA,,50.0,20.0,-14.5,0
NYG,34,2001,15,SEA,,39.0,9.0,-3.0,0
NYG,39,2002,3,SEA,,76.0,12.0,-5.5,0
NYG,43.5,2008,5,SEA,,59.0,9.0,-6.5,0
NYG,43.5,2011,5,SEA,,81.0,4.0,-10.0,0
NYG,43,2013,15,SEA,,40.0,7.0,9.5,1
NYG,39,2017,7,SEA,,74.0,7.0,3.5,1
NYJ,,1977,9,SEA,,37.0,16.0,,0
NYJ,,1978,3,SEA,,68.0,8.0,,0
NYJ,38,1980,7,SEA,,62.0,14.0,-2.0,0
NYJ,45,1981,8,SEA,,48.0,13.0,-9.0,0
NYJ,39.5,1983,2,SEA,,88.0,13.0,-9.0,0
NYJ,41,1985,8,SEA,,61.0,14.0,-3.0,0
NYJ,46,1987,5,SEA,,62.0,17.0,3.5,1
NYJ,42.5,1998,14,SEA,,54.0,7.0,-7.0,0
NYJ,38,1999,18,SEA,,48.0,7.0,-1.0,0
NYJ,41.5,2004,15,SEA,,40.0,8.0,-6.5,0
NYJ,40,2016,4,SEA,,61.0,0.0,1.0,1
OAK,,1977,8,SEA,,58.0,14.0,,0
OAK,,1978,13,SEA,,49.0,5.0,,0
OAK,45,1979,16,SEA,,50.0,7.0,-8.0,0
OAK,44,1980,8,SEA,,57.0,7.0,-4.0,0
OAK,40,1981,3,SEA,,64.0,10.0,-7.0,0
OAK,39,1995,6,SEA,,58.0,10.0,-9.5,0
OAK,41,1996,17,SEA,,50.0,19.0,-4.0,0
OAK,46,1997,16,SEA,,53.0,12.0,-1.5,0
OAK,38,1998,11,SEA,,58.0,10.0,1.5,1
OAK,41,1999,14,SEA,,50.0,8.0,-1.0,0
OAK,44,2000,8,SEA,,66.0,26.0,-7.5,0
OAK,39,2001,3,SEA,,66.0,8.0,-10.5,0
OAK,40,2002,1,SEA,,61.0,9.0,-7.5,0
OAK,40.5,2010,8,SEA,,66.0,5.0,-2.0,0
OAK,48,2018,6,SEA,Rain,50.0,12.0,3.0,1
PHI,,1976,14,SEA,,41.0,4.0,,0
PHI,43,1989,1,SEA,,80.0,8.0,-5.0,0
PHI,39,1998,1,SEA,,75.0,11.0,4.5,1
PHI,44,2005,13,SEA,,34.0,7.0,3.0,1
PHI,39,2007,13,SEA,,30.0,10.0,-3.0,0
PHI,48,2014,14,SEA,,39.0,6.0,1.5,1
PHI,,2019,12,SEA,,,,,0
PIT,,1977,12,SEA,,33.0,7.0,,0
PIT,,1978,2,SEA,,70.0,5.0,,0
PIT,41,1987,9,SEA,,31.0,12.0,3.5,1
PIT,36,1991,8,SEA,,41.0,7.0,-3.5,0
PIT,31,1992,14,SEA,,22.0,13.0,-13.5,0
PIT,39.5,1998,4,SEA,,76.0,11.0,-3.0,0
PIT,38,1999,3,SEA,,64.0,6.0,-4.0,0
PIT,41.5,2007,5,SEA,,74.0,4.0,-5.0,0
PIT,40,2011,2,SEA,,63.0,1.0,-14.0,0
PIT,,2019,2,SEA,,,,,0
LAC,,1978,15,SEA,,52.0,8.0,,0
LAC,44,1979,7,SEA,,72.0,8.0,-10.0,0
LAC,46,1980,15,SEA,,60.0,6.0,-11.0,0
LAC,46,1981,5,SEA,,69.0,8.0,-9.0,0
LAC,51,1983,6,SEA,,73.0,12.0,-4.0,0
LAC,51,1984,9,SEA,,64.0,9.0,-2.0,0
LAC,46,1985,2,SEA,,70.0,8.0,4.0,1
LAC,43,1986,15,SEA,,57.0,6.0,-2.5,0
LAC,42,1988,3,SEA,,66.0,7.0,8.0,1
LAC,40,1989,6,SEA,,66.0,8.0,-1.0,0
LAC,37,1990,12,SEA,,60.0,5.0,-3.5,0
LAC,36,1991,11,SEA,,63.0,8.0,2.0,1
LAC,32,1992,5,SEA,,68.0,7.0,-3.5,0
LAC,33,1993,1,SEA,,70.0,8.0,-11.0,0
LAC,37,1994,9,SEA,,64.0,8.0,-6.5,0
LAC,37.5,1995,2,SEA,,70.0,10.0,-8.0,0
LAC,39,1996,1,SEA,,74.0,7.0,-4.5,0
LAC,41.5,1997,11,SEA,,63.0,7.0,3.0,1
LAC,35,1998,8,SEA,,65.0,8.0,6.5,1
LAC,37.5,1999,6,SEA,,66.0,9.0,1.5,1
LAC,36,2000,4,SEA,,68.0,8.0,2.5,1
LAC,39,2001,16,SEA,,59.0,5.0,-1.5,0
LAC,42.5,2002,17,SEA,,56.0,9.0,-3.0,0
LAC,45,2014,2,SEA,,85.0,6.0,4.5,1
SF,43,1979,6,SEA,,61.0,14.0,5.0,1
SF,43,1985,12,SEA,,53.0,10.0,-6.0,0
SF,43.5,2002,13,SEA,,56.0,5.0,-8.5,0
SF,46.5,2003,17,SEA,,44.0,6.0,-2.5,0
SF,40.5,2004,9,SEA,,54.0,9.0,7.0,1
SF,42.5,2005,11,SEA,,57.0,2.0,12.0,1
SF,43.5,2006,11,SEA,,57.0,6.0,3.0,1
SF,40.5,2007,4,SEA,,58.0,13.0,1.0,1
SF,41.5,2008,8,SEA,,61.0,11.0,-5.5,0
SF,38.5,2009,2,SEA,,68.0,12.0,-1.0,0
SF,43,2010,14,SEA,Fog,55.0,3.0,-5.0,0
SF,38,2011,1,SEA,,71.0,1.0,-6.0,0
SF,37.5,2012,7,SEA,,80.0,6.0,-7.5,0
SF,41,2013,14,SEA,,45.0,5.0,-2.0,0
SF,40.5,2014,13,SEA,,58.0,0.0,-1.0,0
SF,42,2015,7,SEA,,66.0,3.0,6.5,1
SF,45,2016,17,SEA,,52.0,6.0,11.5,1
SF,43,2017,12,SEA,,66.0,12.0,7.0,1
SF,44,2018,15,SEA,,61.0,11.0,3.5,1
SF,,2019,10,SEA,,,,,0
ARI,46,1983,11,SEA,,37.0,9.0,3.0,1
LAR,40,1997,8,SEA,DOME,72.0,0.0,1.5,1
LAR,44.5,2002,7,SEA,DOME,72.0,0.0,-6.5,0
LAR,52,2003,15,SEA,DOME,72.0,0.0,-7.0,0
LAR,50.5,2004,10,SEA,DOME,72.0,0.0,2.5,1
LAR,48,2005,5,SEA,DOME,72.0,0.0,-3.0,0
LAR,45,2006,6,SEA,DOME,72.0,0.0,3.0,1
LAR,46,2007,12,SEA,DOME,72.0,0.0,3.0,1
LAR,42,2008,15,SEA,DOME,72.0,0.0,2.5,1
LAR,42.5,2009,12,SEA,DOME,72.0,0.0,3.5,1
LAR,40,2010,4,SEA,DOME,72.0,0.0,2.0,1
LAR,40,2011,11,SEA,DOME,72.0,0.0,-3.0,0
LAR,39,2012,4,SEA,DOME,72.0,0.0,2.5,1
LAR,43.5,2013,8,SEA,DOME,72.0,0.0,13.0,1
LAR,43.5,2014,7,SEA,DOME,72.0,0.0,7.0,1
LAR,41,2015,1,SEA,DOME,72.0,0.0,3.5,1
TB,,1976,6,SEA,,78.0,11.0,,0
TB,38,1996,4,SEA,,78.0,11.0,2.0,1
TB,37,2004,2,SEA,,80.0,6.0,3.0,1
TB,38,2006,17,SEA,,76.0,10.0,-3.0,0
TB,40.5,2008,7,SEA,,70.0,12.0,-11.5,0
TB,43.5,2010,16,SEA,,51.0,1.0,-6.0,0
TB,46,2016,12,SEA,,78.0,7.0,5.5,1
TEN,45,2005,15,SEA,,40.0,6.0,7.5,1
TEN,42,2017,3,SEA,,89.0,4.0,-3.0,0
WAS,,1976,2,SEA,,71.0,9.0,,0
WAS,42,1980,4,SEA,,64.0,8.0,-4.0,0
WAS,43.5,1986,4,SEA,,66.0,10.0,-4.0,0
WAS,36,1994,1,SEA,,67.0,11.0,-1.5,0
WAS,43,1995,12,SEA,,44.0,12.0,-3.5,0
WAS,37,2001,8,SEA,,58.0,9.0,2.5,1
WAS,41,2003,10,SEA,,39.0,10.0,3.0,1
WAS,37,2005,4,SEA,,68.0,5.0,-2.0,0
WAS,46,2014,5,SEA,,63.0,11.0,7.0,1
ATL,,1966,14,ARI,,41.0,14.0,,0
ATL,,1971,4,ARI,,61.0,14.0,,0
ATL,,1973,13,ARI,,42.0,12.0,,0
ATL,45,1981,7,ARI,,68.0,16.0,-8.0,0
ATL,42,1982,4,ARI,,59.0,14.0,-7.0,0
ATL,42,1986,2,ARI,,72.0,10.0,-2.5,0
ATL,44.5,1987,8,ARI,,51.0,9.0,2.5,1
IND,,1968,10,ARI,,50.0,9.0,,0
IND,,1972,1,ARI,,76.0,10.0,,0
IND,41,1980,8,ARI,,45.0,24.0,-8.0,0
IND,41,1981,12,ARI,,39.0,16.0,2.0,1
BUF,,1971,7,ARI,,61.0,14.0,,0
BUF,41,1986,3,ARI,,57.0,8.0,-3.0,0
CHI,,1967,10,ARI,,33.0,10.0,,0
CHI,,1975,13,ARI,,58.0,22.0,,0
CHI,,1978,1,ARI,,74.0,13.0,,0
CHI,37,1979,16,ARI,,29.0,19.0,-4.0,0
CHI,35,1982,7,ARI,,34.0,12.0,1.0,1
CIN,,1973,11,ARI,,55.0,14.0,,0
CIN,42,1979,13,ARI,,42.0,11.0,-2.0,0
CLE,,1966,3,ARI,,53.0,9.0,,0
CLE,,1967,5,ARI,,59.0,13.0,,0
CLE,,1968,5,ARI,,58.0,6.0,,0
CLE,,1969,6,ARI,,46.0,10.0,,0
CLE,40.5,1985,1,ARI,,77.0,10.0,2.5,1
DAL,,1966,13,ARI,,43.0,9.0,,0
DAL,,1967,11,ARI,,57.0,12.0,,0
DAL,,1969,1,ARI,,77.0,7.0,,0
DAL,,1970,9,ARI,,42.0,8.0,,0
DAL,,1971,14,ARI,,45.0,9.0,,0
DAL,,1972,9,ARI,,58.0,14.0,,0
DAL,,1973,3,ARI,,71.0,5.0,,0
DAL,,1974,8,ARI,,74.0,17.0,,0
DAL,,1975,2,ARI,,73.0,13.0,,0
DAL,,1976,12,ARI,,59.0,15.0,,0
DAL,,1977,9,ARI,,61.0,12.0,,0
DAL,,1978,4,ARI,,76.0,5.0,,0
DAL,39,1979,8,ARI,,81.0,24.0,-10.0,0
DAL,44,1980,11,ARI,,44.0,18.0,-9.0,0
DAL,41,1981,2,ARI,,82.0,9.0,-10.0,0
DAL,54.5,1983,13,ARI,,43.0,8.0,-10.0,0
DAL,48,1984,6,ARI,,71.0,11.0,-6.5,0
DAL,40,1985,13,ARI,,36.0,12.0,-13.0,0
DAL,41,1986,8,ARI,,60.0,10.0,-11.0,0
DAL,46,1987,12,ARI,,35.0,17.0,2.5,1
DEN,,1977,1,ARI,,60.0,10.0,,0
DET,,1969,9,ARI,,33.0,14.0,,0
DET,,1970,12,ARI,,24.0,25.0,,0
DET,,1975,14,ARI,DOME,72.0,0.0,,0
DET,42,1980,3,ARI,DOME,72.0,0.0,-7.5,0
GB,,1969,14,ARI,,17.0,14.0,,0
GB,,1973,9,ARI,,34.0,12.0,,0
GB,46.5,1984,1,ARI,,63.0,9.0,-3.5,0
TEN,,1974,6,ARI,DOME,72.0,0.0,,0
TEN,39,1979,6,ARI,DOME,72.0,0.0,-7.0,0
IND,44.5,1984,3,ARI,DOME,72.0,0.0,5.5,1
KC,,1970,10,ARI,,42.0,13.0,,0
KC,37,1983,5,ARI,,76.0,18.0,-2.5,0
OAK,47.5,1983,15,ARI,,56.0,5.0,-9.0,0
LAR,,1970,1,ARI,,63.0,10.0,,0
LAR,,1976,10,ARI,,62.0,7.0,,0
LAR,38,1979,5,ARI,,65.0,10.0,-6.0,0
LAR,39.5,1985,15,ARI,,57.0,7.0,-8.5,0
MIA,,1972,11,ARI,,66.0,10.0,,0
MIA,,1978,5,ARI,,83.0,6.0,,0
MIN,,1967,4,ARI,,44.0,15.0,,0
MIN,,1972,4,ARI,,54.0,14.0,,0
MIN,,1977,8,ARI,,49.0,8.0,,0
NE,48,1981,13,ARI,,37.0,18.0,-4.0,0
NE,43.5,1984,14,ARI,,43.0,14.0,-3.5,0
NO,,1968,3,ARI,,73.0,5.0,,0
NO,,1974,13,ARI,,53.0,9.0,,0
NO,45,1980,5,ARI,DOME,72.0,0.0,1.0,1
NO,36,1982,1,ARI,DOME,72.0,0.0,1.0,1
NO,37,1983,1,ARI,DOME,72.0,0.0,-2.5,0
NO,46.5,1984,4,ARI,DOME,72.0,0.0,0.0,0
NYG,,1966,9,ARI,,48.0,14.0,,0
NYG,,1967,14,ARI,,38.0,15.0,,0
NYG,,1968,13,ARI,,33.0,17.0,,0
NYG,,1969,12,ARI,,34.0,10.0,,0
NYG,,1970,6,ARI,,59.0,11.0,,0
NYG,,1971,11,ARI,,44.0,13.0,,0
NYG,,1972,6,ARI,,49.0,8.0,,0
NYG,,1973,10,ARI,,41.0,15.0,,0
NYG,,1974,11,ARI,,45.0,9.0,,0
NYG,,1975,6,ARI,,64.0,14.0,,0
NYG,,1976,14,ARI,,40.0,8.0,,0
NYG,,1977,12,ARI,,40.0,15.0,,0
NYG,,1978,15,ARI,,30.0,20.0,,0
NYG,36,1979,2,ARI,,63.0,13.0,3.0,1
NYG,43,1980,13,ARI,,39.0,18.0,2.0,1
NYG,38,1981,6,ARI,,52.0,11.0,-1.0,0
NYG,41,1983,14,ARI,,40.0,17.0,1.0,1
NYG,43,1984,12,ARI,,42.0,14.0,0.0,0
NYG,40,1985,3,ARI,,72.0,13.0,-1.5,0
NYG,37,1986,15,ARI,,26.0,14.0,-10.5,0
NYG,40,1987,3,ARI,,56.0,19.0,-10.0,0
NYJ,,1975,10,ARI,,41.0,12.0,,0
NYJ,,1978,8,ARI,,61.0,11.0,,0
PHI,,1966,4,ARI,,50.0,10.0,,0
PHI,,1968,8,ARI,,55.0,9.0,,0
PHI,,1970,5,ARI,,53.0,14.0,,0
PHI,,1971,13,ARI,,43.0,5.0,,0
PHI,,1972,8,ARI,,51.0,12.0,,0
PHI,,1973,1,ARI,,70.0,9.0,,0
PHI,,1974,10,ARI,,41.0,10.0,,0
PHI,,1975,8,ARI,,66.0,6.0,,0
PHI,,1976,9,ARI,,46.0,11.0,,0
PHI,,1977,5,ARI,,55.0,9.0,,0
PHI,,1978,9,ARI,,52.0,8.0,,0
PHI,39,1979,12,ARI,,50.0,8.0,-3.0,0
PHI,39,1980,15,ARI,,34.0,15.0,-9.0,0
PHI,39,1981,16,ARI,,22.0,13.0,-9.0,0
PHI,39,1982,5,ARI,,60.0,8.0,-5.5,0
PHI,43,1983,4,ARI,,56.0,5.0,-6.0,0
PHI,43.5,1984,9,ARI,,68.0,9.0,3.0,1
PHI,41.5,1985,6,ARI,,60.0,10.0,3.5,1
PHI,36,1986,14,ARI,,37.0,8.0,-4.5,0
PHI,43,1987,7,ARI,,26.0,19.0,-6.5,0
PIT,,1966,10,ARI,,39.0,9.0,,0
PIT,,1967,2,ARI,,54.0,14.0,,0
PIT,,1968,12,ARI,,31.0,8.0,,0
PIT,,1969,3,ARI,,55.0,10.0,,0
PIT,44,1985,7,ARI,,56.0,10.0,-4.0,0
LAC,,1971,9,ARI,,57.0,9.0,,0
LAC,,1976,3,ARI,,71.0,10.0,,0
LAC,45,1987,2,ARI,,68.0,10.0,-5.5,0
SF,,1968,2,ARI,,62.0,11.0,,0
SF,,1974,4,ARI,,59.0,11.0,,0
SF,,1978,11,ARI,,49.0,13.0,,0
SF,42,1980,2,ARI,,58.0,16.0,-3.0,0
SF,40,1986,10,ARI,,54.0,12.0,-11.0,0
SEA,,1976,1,ARI,DOME,72.0,0.0,,0
TB,,1977,14,ARI,,66.0,14.0,,0
TB,38,1981,4,ARI,,77.0,8.0,-1.0,0
TB,39,1983,7,ARI,,78.0,9.0,-3.0,0
TB,47.5,1985,10,ARI,,70.0,8.0,2.5,1
TB,38,1986,6,ARI,,80.0,4.0,-3.0,0
TB,45,1987,11,ARI,,68.0,9.0,3.0,1
WAS,,1966,7,ARI,,58.0,6.0,,0
WAS,,1967,8,ARI,,38.0,12.0,,0
WAS,,1969,4,ARI,,61.0,6.0,,0
WAS,,1970,14,ARI,,47.0,10.0,,0
WAS,,1971,5,ARI,,62.0,8.0,,0
WAS,,1972,2,ARI,,64.0,10.0,,0
WAS,,1973,6,ARI,,58.0,8.0,,0
WAS,,1974,2,ARI,,63.0,10.0,,0
WAS,,1975,4,ARI,,61.0,8.0,,0
WAS,,1976,7,ARI,,55.0,7.0,,0
WAS,,1977,3,ARI,,74.0,15.0,,0
WAS,,1978,12,ARI,,50.0,11.0,,0
WAS,39,1979,11,ARI,,55.0,12.0,-3.0,0
WAS,39,1980,7,ARI,,66.0,9.0,-4.0,0
WAS,46,1981,9,ARI,,59.0,8.0,-4.0,0
WAS,33,1982,9,ARI,,41.0,4.0,-5.0,0
WAS,52,1983,10,ARI,,43.0,10.0,-10.0,0
WAS,46.5,1984,16,ARI,,45.0,10.0,-6.0,0
WAS,47,1985,5,ARI,,57.0,7.0,2.0,1
WAS,38.5,1986,7,ARI,,51.0,10.0,-13.0,0
ARI,38.5,1996,5,LAR,,83.0,4.0,-1.0,0
ARI,43.5,2002,9,LAR,,70.0,4.0,5.0,1
ARI,44,2003,12,LAR,,51.0,11.0,7.0,1
ARI,41.5,2004,15,LAR,,61.0,8.0,3.0,1
ARI,44,2005,2,LAR,,85.0,6.0,1.0,1
ARI,45,2006,3,LAR,DOME,72.0,0.0,-5.5,0
ARI,49,2007,17,LAR,DOME,72.0,0.0,-6.0,0
ARI,48.5,2008,14,LAR,DOME,72.0,0.0,-14.5,0
ARI,43.5,2009,16,LAR,DOME,72.0,0.0,-16.0,0
ARI,44,2010,13,LAR,DOME,72.0,0.0,3.5,1
ARI,41.5,2011,9,LAR,DOME,72.0,0.0,-3.0,0
ARI,36.5,2012,12,LAR,DOME,72.0,0.0,-1.0,0
ARI,41,2013,14,LAR,DOME,72.0,0.0,-4.5,0
ARI,43.5,2014,10,LAR,DOME,72.0,0.0,-7.0,0
ARI,43.5,2015,4,LAR,DOME,72.0,0.0,-7.0,0
ATL,44,1995,12,LAR,DOME,72.0,0.0,-3.5,0
ATL,44,1996,16,LAR,DOME,72.0,0.0,-5.5,0
ATL,40.5,1997,10,LAR,DOME,72.0,0.0,-3.0,0
ATL,41,1998,9,LAR,DOME,72.0,0.0,-7.0,0
ATL,45,1999,6,LAR,DOME,72.0,0.0,6.0,1
ATL,55,2000,4,LAR,DOME,72.0,0.0,6.5,1
ATL,47,2001,12,LAR,DOME,72.0,0.0,8.0,1
ATL,46,2004,2,LAR,DOME,72.0,0.0,-2.0,0
ATL,44.5,2008,17,LAR,DOME,72.0,0.0,-14.0,0
ATL,47.5,2013,2,LAR,DOME,72.0,0.0,-5.5,0
BAL,43,1996,9,LAR,,62.0,3.0,-6.0,0
BAL,36.5,2007,6,LAR,,55.0,6.0,-9.0,0
BAL,41.5,2015,11,LAR,,47.0,10.0,-3.0,0
BUF,38.5,1998,3,LAR,,72.0,10.0,-4.5,0
BUF,40,2004,11,LAR,,50.0,11.0,-2.0,0
BUF,42.5,2012,14,LAR,,37.0,11.0,-3.0,0
CAR,36.5,1995,3,LAR,,73.0,8.0,3.0,1
CAR,38.5,1996,7,LAR,,56.0,3.0,-7.0,0
CAR,38,1997,17,LAR,,49.0,6.0,-5.0,0
CAR,44.5,1998,16,LAR,,48.0,3.0,-3.0,0
CAR,49,1999,14,LAR,,55.0,9.0,7.0,1
CAR,58,2000,14,LAR,,35.0,13.0,8.0,1
CAR,46.5,2001,15,LAR,,44.0,9.0,12.5,1
CAR,44.5,2004,14,LAR,,43.0,7.0,-7.0,0
CAR,44.5,2006,11,LAR,,44.0,5.0,-6.5,0
CAR,42,2013,7,LAR,,68.0,4.0,-7.0,0
CHI,37,1996,15,LAR,,29.0,15.0,-6.5,0
CHI,38.5,1998,10,LAR,,36.0,4.0,-3.0,0
CHI,41,2003,11,LAR,,44.0,5.0,6.0,1
CHI,41,2009,13,LAR,,33.0,10.0,-9.0,0
CHI,42,2012,3,LAR,,58.0,9.0,-7.0,0
CIN,44,1999,4,LAR,,62.0,12.0,3.5,1
CIN,45.5,2007,14,LAR,,37.0,8.0,-10.0,0
CIN,42,2015,12,LAR,,45.0,6.0,-9.5,0
CLE,43.5,2003,14,LAR,,27.0,8.0,5.5,1
CLE,36.5,2011,10,LAR,,63.0,40.0,-3.0,0
DAL,43,2005,17,LAR,,67.0,19.0,-12.5,0
DAL,47,2007,4,LAR,,81.0,14.0,-13.0,0
DAL,43,2011,7,LAR,DOME,72.0,0.0,-14.0,0
DAL,47,2013,3,LAR,DOME,72.0,0.0,-3.5,0
DEN,43,1997,3,LAR,,71.0,11.0,-13.0,0
DEN,51,2002,1,LAR,,73.0,13.0,3.0,1
DEN,45,2010,12,LAR,,45.0,1.0,-3.0,0
DET,45,1999,10,LAR,DOME,72.0,0.0,4.0,1
DET,48.5,2001,4,LAR,DOME,72.0,0.0,12.5,1
DET,45,2003,17,LAR,DOME,72.0,0.0,12.0,1
DET,43.5,2009,8,LAR,DOME,72.0,0.0,-4.0,0
DET,42.5,2010,5,LAR,DOME,72.0,0.0,-3.0,0
DET,46.5,2012,1,LAR,DOME,72.0,0.0,-9.0,0
GB,38,1995,1,LAR,,68.0,6.0,-6.5,0
GB,42.5,1997,11,LAR,,38.0,7.0,-15.0,0
GB,51,2004,12,LAR,,31.0,6.0,-7.0,0
GB,46.5,2006,5,LAR,,60.0,11.0,2.5,1
GB,47.5,2011,6,LAR,,58.0,2.0,-14.0,0
GB,46,2015,5,LAR,,73.0,15.0,-9.0,0
HOU,44.5,2005,12,LAR,DOME,72.0,0.0,3.5,1
HOU,42.5,2013,6,LAR,DOME (Open Roof),76.0,5.0,-9.0,0
IND,40,1995,5,LAR,DOME,72.0,0.0,-3.0,0
IND,50.5,2005,6,LAR,DOME,72.0,0.0,-13.0,0
IND,43,2013,10,LAR,DOME,72.0,0.0,-7.0,0
JAX,42.5,2009,6,LAR,,59.0,14.0,-9.5,0
KC,56,2000,8,LAR,,62.0,13.0,7.0,1
KC,45.5,2002,14,LAR,,35.0,10.0,-4.5,0
KC,44,2014,8,LAR,,85.0,13.0,-7.5,0
MIA,39.5,1998,7,LAR,,81.0,17.0,-7.0,0
MIA,37.5,2004,7,LAR,,77.0,7.0,5.0,1
MIA,38,2012,6,LAR,,85.0,2.0,-5.0,0
MIN,45.5,2005,14,LAR,DOME,72.0,0.0,-7.0,0
MIN,44,2006,17,LAR,DOME,72.0,0.0,2.5,1
MIN,40,2015,9,LAR,,57.0,14.0,-1.0,0
NE,46.5,2001,10,LAR,,44.0,11.0,8.5,1
NE,41,2008,8,LAR,,61.0,19.0,-9.0,0
NO,41.5,1995,10,LAR,DOME,72.0,0.0,-1.5,0
NO,42,1996,14,LAR,DOME,72.0,0.0,-3.0,0
NO,37,1997,15,LAR,DOME,72.0,0.0,-1.5,0
NO,37.5,1998,11,LAR,DOME,72.0,0.0,-3.0,0
NO,49,1999,15,LAR,DOME,72.0,0.0,10.5,1
NO,56,2000,17,LAR,DOME,72.0,0.0,3.5,1
NO,51,2001,14,LAR,DOME,72.0,0.0,6.0,1
NO,47,2007,10,LAR,DOME,72.0,0.0,-10.5,0
NO,47,2010,14,LAR,DOME,72.0,0.0,-9.0,0
NYG,48.5,2000,11,LAR,,50.0,15.0,2.0,1
NYG,46.5,2003,1,LAR,,72.0,6.0,1.0,1
NYG,46,2005,4,LAR,,68.0,6.0,-3.0,0
NYG,44,2011,2,LAR,,68.0,6.0,-7.0,0
NYJ,38,1995,14,LAR,,41.0,13.0,1.5,1
NYJ,46.5,2001,6,LAR,,64.0,10.0,7.0,1
NYJ,43.5,2008,10,LAR,,55.0,14.0,-9.5,0
OAK,43.5,1997,5,LAR,,72.0,8.0,-7.0,0
OAK,39.5,2006,15,LAR,,44.0,7.0,-2.0,0
OAK,37.5,2010,2,LAR,,72.0,6.0,-3.0,0
PHI,40,1995,9,LAR,,53.0,18.0,-3.5,0
PHI,35,1998,14,LAR,,54.0,12.0,-1.0,0
PHI,42,1999,18,LAR,,47.0,9.0,8.0,1
PHI,46,2001,1,LAR,,76.0,8.0,3.0,1
PHI,38,2002,13,LAR,,36.0,21.0,2.0,1
